Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 5.1200	Mesh (Number of cells): 515
0.2411628667 	 0.4910321321 	 -0.0449524813 	 -0.0449525886 	 157
-0.2411628667 	 -0.4910321321 	 0.0449524433 	 0.0449525507 	 158
0.2032631438 	 0.4202266048 	 -0.0714068683 	 -0.0714069203 	 159
-0.2032631438 	 -0.4202266048 	 0.0714069521 	 0.0714070040 	 160
0.5113196629 	 0.7330091090 	 0.4849060607 	 0.4849060254 	 161
-0.5113196629 	 -0.7330091090 	 -0.4849061123 	 -0.4849060768 	 162
0.5145478945 	 -0.7342533511 	 0.4867210029 	 0.4867209671 	 163
-0.5145478945 	 0.7342533511 	 -0.4867210644 	 -0.4867210285 	 164
0.1898796391 	 0.1532431413 	 -0.0425166463 	 -0.0425166258 	 165
-0.1898796391 	 -0.1532431413 	 0.0425166648 	 0.0425166442 	 166
0.4635322570 	 -0.3990906484 	 0.1077009443 	 0.1077007474 	 167
-0.4635322570 	 0.3990906484 	 -0.1077011271 	 -0.1077009299 	 168
0.1627262228 	 -0.9004249884 	 0.1867623833 	 0.1867623116 	 169
-0.1627262228 	 0.9004249884 	 -0.1867624608 	 -0.1867623892 	 170
0.1627236521 	 0.9004209928 	 0.1842731583 	 0.1842731044 	 171
-0.1627236521 	 -0.9004209928 	 -0.1842730621 	 -0.1842730081 	 172
0.2328664405 	 0.2089956753 	 -0.0754313922 	 -0.0754313944 	 173
-0.2328664405 	 -0.2089956753 	 0.0754314187 	 0.0754314208 	 174
0.4400113087 	 0.6696574703 	 0.3097173174 	 0.3097172224 	 175
-0.4400113087 	 -0.6696574703 	 -0.3097174465 	 -0.3097173511 	 176
0.4398498634 	 -0.6725450247 	 0.3212916493 	 0.3212915425 	 177
-0.4398498634 	 0.6725450247 	 -0.3212917964 	 -0.3212916893 	 178
0.8217206472 	 -0.0076640873 	 0.6323610371 	 0.6323609925 	 179
-0.8217206472 	 0.0076640873 	 -0.6323610474 	 -0.6323610028 	 180
-0.0617218479 	 0.7409618185 	 -0.0650239051 	 -0.0650238426 	 181
0.0617218479 	 -0.7409618185 	 0.0650239042 	 0.0650238413 	 182
0.0617218479 	 0.7409618185 	 0.0780982785 	 0.0780982138 	 183
-0.0617218479 	 -0.7409618185 	 -0.0780980333 	 -0.0780979688 	 184
0.3783494850 	 0.8166794830 	 0.3770595456 	 0.3770595174 	 185
-0.3783494850 	 -0.8166794830 	 -0.3770595598 	 -0.3770595316 	 186
0.3785146937 	 -0.8167971727 	 0.3777702277 	 0.3777701926 	 187
-0.3785146937 	 0.8167971727 	 -0.3777702565 	 -0.3777702213 	 188
0.3953305754 	 0.3629776849 	 0.0038080513 	 0.0038078809 	 189
-0.3953305754 	 -0.3629776849 	 -0.0038082039 	 -0.0038080331 	 190
0.4783626232 	 0.8219178954 	 0.5059822191 	 0.5059822137 	 191
-0.4783626232 	 -0.8219178954 	 -0.5059822255 	 -0.5059822201 	 192
0.4783656764 	 -0.8219798639 	 0.5065150933 	 0.5065150861 	 193
-0.4783656764 	 0.8219798639 	 -0.5065151000 	 -0.5065150928 	 194
-0.3788122182 	 -0.4401649454 	 -0.0348586834 	 -0.0348585292 	 195
0.3788122182 	 0.4401649454 	 0.0348585052 	 0.0348583514 	 196
0.7851317300 	 -0.0823118828 	 0.5614154558 	 0.5614153866 	 197
-0.7851317300 	 0.0823118828 	 -0.5614154758 	 -0.5614154065 	 198
0.2538783430 	 -0.9208013059 	 0.2524876017 	 0.2524875698 	 199
-0.2538783430 	 0.9208013059 	 -0.2524876024 	 -0.2524875705 	 200
0.2538737282 	 0.9207998025 	 0.2519979750 	 0.2519979509 	 201
-0.2538737282 	 -0.9207998025 	 -0.2519979877 	 -0.2519979635 	 202
0.1981467868 	 0.2787345602 	 -0.0723262491 	 -0.0723262475 	 203
-0.1981467868 	 -0.2787345602 	 0.0723262776 	 0.0723262761 	 204
0.3342525865 	 0.8950448599 	 0.3677169265 	 0.3677169288 	 205
-0.3342525865 	 -0.8950448599 	 -0.3677169172 	 -0.3677169194 	 206
0.3342524596 	 -0.8950472848 	 0.3691338330 	 0.3691338344 	 207
-0.3342524596 	 0.8950472848 	 -0.3691338218 	 -0.3691338232 	 208
0.7248386341 	 -0.6127732327 	 0.7401318928 	 0.7401318907 	 209
-0.7248386341 	 0.6127732327 	 -0.7401319038 	 -0.7401319017 	 210
0.3836433329 	 -0.3680788832 	 -0.0044268875 	 -0.0044270571 	 211
-0.3836433329 	 0.3680788832 	 0.0044267344 	 0.0044269043 	 212
0.4784150278 	 -0.4809991133 	 0.1907100884 	 0.1907099230 	 213
-0.4784150278 	 0.4809991133 	 -0.1907102884 	 -0.1907101227 	 214
0.7264522760 	 0.6102911846 	 0.7433500854 	 0.7433500835 	 215
-0.7264522760 	 -0.6102911846 	 -0.7433500946 	 -0.7433500926 	 216
0.2461292739 	 0.3447669577 	 -0.0812790340 	 -0.0812790872 	 217
-0.2461292739 	 -0.3447669577 	 0.0812789802 	 0.0812790335 	 218
0.3201585078 	 0.4811622530 	 0.0102405682 	 0.0102404224 	 219
-0.3201585078 	 -0.4811622530 	 -0.0102407260 	 -0.0102405798 	 220
0.4761613586 	 0.5925919006 	 0.2945826239 	 0.2945825065 	 221
-0.4761613586 	 -0.5925919006 	 -0.2945827784 	 -0.2945826606 	 222
0.6293458844 	 0.6309820713 	 0.5909749021 	 0.5909748750 	 223
-0.6293458844 	 -0.6309820713 	 -0.5909749523 	 -0.5909749251 	 224
0.7715395525 	 0.0615922488 	 0.5275313755 	 0.5275312964 	 225
-0.7715395525 	 -0.0615922488 	 -0.5275313910 	 -0.5275313119 	 226
0.1625871722 	 -0.8121172847 	 0.1769804495 	 0.1769803454 	 227
-0.1625871722 	 0.8121172847 	 -0.1769803532 	 -0.1769802493 	 228
