Time	U_x	U_y	P	Max.Res.
0	0	0	0	0
0	-7.99592493e-07	8.380420303e-07	0.2500042744	1
0.01	-4.173176065e-05	1.082202938e-05	0.5004824645	3.668550194
0.02	-1.551044747e-05	1.184578211e-05	0.7495918809	2.243870338
0.03	0.000175303794	0.0002481475884	0.9941522995	2.789111063
0.04	0.0005735858024	0.0006489747072	1.233455892	3.594160098
0.05	0.001081680061	0.001085228279	1.468898178	1.658456126
0.06	0.001614044043	0.00148533985	1.701893544	4.158074298
0.07	0.002102960538	0.001821201237	1.93362341	1.025580539
0.08	0.002505822444	0.002086379855	2.164881227	2.554479371
0.09	0.002802119352	0.002283684129	2.396130033	0.9160180187
0.1	0.002987800714	0.002420474279	2.62759511	0.6882052549
0.11	0.003070359896	0.002504783035	2.859344629	0.5138739817
0.12	0.003064236276	0.002543864213	3.091371885	0.3959429082
0.13	0.002986550277	0.002544443889	3.323644186	0.3144974889
0.14	0.002854454106	0.002512814697	3.556125199	0.2806771773
0.15	0.002683430024	0.002454678141	3.788786837	0.2723278318
0.16	0.002486876753	0.002375192792	4.021607874	0.2725527632
0.17	0.002275902762	0.002278964831	4.254575672	0.2611016218
0.18	0.002059238142	0.002170081379	4.487687912	0.2426020619
0.19	0.001843506879	0.002051964729	4.720947838	0.2219968115
0.2	0.001633478516	0.001927466922	4.954361913	0.2045504995
0.21	0.001432377358	0.001798908158	5.18793774	0.2425108295
0.22	0.001242193886	0.001668123639	5.421682525	0.2479451378
0.23	0.001063969437	0.001536519548	5.655602039	0.2346948302
0.24	0.0008980434609	0.001405130824	5.889700005	0.2152399259
0.25	0.0007442572085	0.001274678046	6.123977853	0.2016115653
0.26	0.0006021199467	0.0011456217	6.358434686	0.2087307738
0.27	0.0004709347121	0.001018214493	6.593067474	0.1747421823
0.28	0.000349894502	0.0008925458073	6.827871333	0.1702084294
0.29	0.0002381536831	0.0007685802698	7.062839845	0.2227950206
0.3	0.0001348765088	0.00064619227	7.297965417	0.3176847693
0.31	3.926858676e-05	0.0005251955478	7.533239641	0.5443489389
0.32	-4.940436259e-05	0.0004053682718	7.768653643	1.314777432
0.33	-0.0001318066648	0.0002864720413	8.004198387	0.2950380214
0.34	-0.0002085315269	0.0001682696712	8.239864972	0.6292601964
0.35	-0.0002801035248	5.053844876e-05	8.475644887	0.4182702323
0.36	-0.0003469833713	-6.691995183e-05	8.711530214	0.3101883467
0.37	-0.0004095745888	-0.0001842719347	8.947513806	0.2479893971
0.38	-0.0004682306459	-0.0003016468891	9.183589414	0.2191483088
0.39	-0.0005232619646	-0.0004191341514	9.419751788	0.3181993293
0.4	-0.0005749424278	-0.0005367816481	9.655996742	0.5277477391
0.41	-0.0006235151714	-0.0006545959918	9.892321187	1.276468961
0.42	-0.0006691975397	-0.0007725438382	10.12872314	1.558820629
0.43	-0.0007121850998	-0.0008905541624	10.36520172	0.7291612306
0.44	-0.0007526548611	-0.001008521289	10.60175712	0.5270511279
0.45	-0.0007907678163	-0.001126308509	10.83839053	0.9527624425
0.46	-0.0008266708966	-0.001243752078	11.07510415	8.761942763
0.47	-0.0008604998519	-0.001360667215	11.31190107	0.9068435416
0.48	-0.0008923906082	-0.001476864352	11.54878518	0.506246841
0.49	-0.0009224567413	-0.001592112798	11.78576113	0.3467111463
0.5	-0.0009507949646	-0.001706182895	12.02283433	0.2655635988
0.51	-0.0009774941977	-0.001818840173	12.26001084	0.2162194755
0.52	-0.001002635014	-0.001929848086	12.49729727	0.1828926687
0.53	-0.001026289665	-0.002038971316	12.73470073	0.1684440063
0.54	-0.001048522327	-0.002145978973	12.97222877	0.1999768778
0.55	-0.001069389478	-0.002250647434	13.2098893	0.226235373
0.56	-0.001088940353	-0.002352762789	13.44769055	0.2092697648
0.57	-0.00110721748	-0.002452122862	13.68564098	0.1617811192
0.58	-0.001124257323	-0.002548538854	13.92374925	0.1649179786
0.59	-0.001140091123	-0.002641836411	14.16202416	0.2073706387
0.6	-0.001154745185	-0.002731856789	14.40047457	0.2740122888
0.61	-0.001168241121	-0.002818458042	14.63910938	0.3949715192
0.62	-0.001180596942	-0.002901515058	14.87793745	0.6852735767
0.63	-0.001191827972	-0.002980919401	15.11696757	2.340921436
0.64	-0.001201947722	-0.003056578939	15.35620842	0.4726008416
0.65	-0.001210968571	-0.003128417483	15.59566849	0.7151897579
0.66	-0.001218902334	-0.003196374358	15.83535611	0.3916144898
0.67	-0.001225760747	-0.003260403901	16.07527932	0.4278974184
0.68	-0.001231555896	-0.003320474897	16.3154459	0.3742921741
0.69	-0.001236300571	-0.003376569979	16.55586329	0.2869460663
0.7	-0.001240008581	-0.003428684965	16.79653856	0.2282811547
0.71	-0.001242695042	-0.003476828135	17.03747839	0.1885182587
0.72	-0.001244376562	-0.003521019268	17.27868901	0.1601576407
0.73	-0.001245070461	-0.003561290213	17.52017617	0.1389832331
0.74	-0.001244796056	-0.003597682833	17.76194513	0.1225453381
0.75	-0.001243575173	-0.003630247881	18.00400063	0.109371381
0.76	-0.001241432009	-0.003659044414	18.24634688	0.109219653
0.77	-0.001238393002	-0.003684139176	18.48898756	0.1171673143
0.78	-0.001234486673	-0.003705606019	18.73192577	0.1232980416
0.79	-0.001229743474	-0.003723525324	18.97516403	0.1247933269
0.8	-0.001224195631	-0.00373798342	19.2187043	0.1280331783
0.81	-0.001217876994	-0.003749072017	19.46254794	0.1393646137
0.82	-0.001210822866	-0.003756887667	19.70669573	0.148860514
0.83	-0.001203069847	-0.003761531252	19.95114788	0.1519417833
0.84	-0.001194656473	-0.003763108893	20.195904	0.1398496579
0.85	-0.001185626538	-0.003761726115	20.4409632	0.1213353026
0.86	-0.001176025058	-0.003757495274	20.68632403	0.1340683687
0.87	-0.00116590222	-0.0037505345	20.93198445	0.1485509125
0.88	-0.001155298806	-0.003740949778	21.17794184	0.1642362035
0.89	-0.001144248798	-0.003728860476	21.42419309	0.1788333736
0.9	-0.001132788328	-0.003714387327	21.67073463	0.1858709136
0.91	-0.001120954778	-0.00369764965	21.91756245	0.1707683704
0.92	-0.001108786036	-0.00367876526	22.16467214	0.1132647565
0.93	-0.001096320688	-0.003657851778	22.41205888	0.102753712
0.94	-0.001083597467	-0.003635027075	22.65971749	0.0939731436
0.95	-0.001070654823	-0.003610409225	22.9076424	0.1256631246
0.96	-0.001057530666	-0.003584116265	23.15582772	0.139519692
0.97	-0.001044262197	-0.003556265887	23.40426722	0.1354948522
0.98	-0.001030885769	-0.003526975135	23.65295438	0.1249860633
0.99	-0.001017436696	-0.003496359779	23.9018824	0.1130632964
1	-0.001003948615	-0.003464531034	24.15104422	0.1015628235
1.01	-0.0009904537202	-0.003431599553	24.40043265	0.1044555403
1.02	-0.0009769829826	-0.003397675244	24.65004031	0.1062609361
1.03	-0.0009635664435	-0.003362867495	24.89985964	0.1055321197
1.04	-0.0009502329431	-0.003327284794	25.14988287	0.1008333584
1.05	-0.0009370100082	-0.003291033813	25.40010213	0.09060396749
1.06	-0.0009239242044	-0.003254219521	25.65050939	0.07374092907
1.07	-0.0009110008055	-0.003216944504	25.90109655	0.05095823678
1.08	-0.0008982636185	-0.003179308404	26.15185543	0.04659949113
1.09	-0.0008857349293	-0.003141407549	26.40277781	0.04266747451
1.1	-0.0008734355384	-0.003103334726	26.65385547	0.03910291275
1.11	-0.0008613847573	-0.003065179069	26.90508017	0.04068354352
1.12	-0.0008496004096	-0.003027026049	27.15644372	0.05034793561
1.13	-0.000838098863	-0.002988957492	27.40793798	0.05499483584
1.14	-0.0008268950499	-0.002951051615	27.65955487	0.05608392744
1.15	-0.0008160024829	-0.002913383081	27.91128636	0.05487401722
1.16	-0.0008054332781	-0.002876023039	28.16312453	0.05228982191
1.17	-0.0007951981902	-0.002839039167	28.41506156	0.0489530814
1.18	-0.0007853066554	-0.002802495696	28.66708973	0.04525947272
1.19	-0.0007757668403	-0.002766453432	28.91920144	0.04145089402
1.2	-0.0007665856936	-0.002730969779	29.17138922	0.03766970953
