Coord_center_el.x 	 Coord_center_el.y 	 Q	Q_analytic 	Time: 0.7139	Mesh (Number of cells): 10581
0.2853761833 	 -0.5766089298 	 2.0425757960 	 0.1621325011 	 241
-0.2853761833 	 0.5766089298 	 2.0425757960 	 0.1621325011 	 242
0.3002785455 	 -0.5840779148 	 1.8764747548 	 0.1493172405 	 243
-0.3002785455 	 0.5840779148 	 1.8764747548 	 0.1493172405 	 244
-0.4230255256 	 0.6615930626 	 0.6818283124 	 0.0730485518 	 245
0.4230255256 	 -0.6615930626 	 0.6818283124 	 0.0730485518 	 246
0.5334058892 	 0.7871894471 	 0.3548262501 	 0.0339765278 	 247
-0.5334058892 	 -0.7871894471 	 0.3548262501 	 0.0339765278 	 248
0.0840794116 	 -0.5376096388 	 14.3032302037 	 0.3168398773 	 249
-0.0840794116 	 0.5376096388 	 14.3032302037 	 0.3168398773 	 250
0.3480390804 	 -0.0687752516 	 0.0988459844 	 1.7535312478 	 251
-0.3480390804 	 0.0687752516 	 0.0988459844 	 1.7535312478 	 252
0.8142142851 	 0.0188149491 	 0.3783618504 	 0.0631362727 	 253
-0.8142142851 	 -0.0188149491 	 0.3783618504 	 0.0631362727 	 254
0.7650074546 	 -0.1584665812 	 0.3799276835 	 0.0745662595 	 255
-0.7650074546 	 0.1584665812 	 0.3799276835 	 0.0745662595 	 256
-0.1264083904 	 0.4491403302 	 3.5947691566 	 0.5860790998 	 257
0.1264083904 	 -0.4491403302 	 3.5947691566 	 0.5860790998 	 258
-0.1366834879 	 0.4191084046 	 1.9968863790 	 0.7355274554 	 259
0.1366834879 	 -0.4191084046 	 1.9968863790 	 0.7355274554 	 260
-0.4407297574 	 0.1384824479 	 0.2428732720 	 0.6098553399 	 261
0.4407297574 	 -0.1384824479 	 0.2428732720 	 0.6098553399 	 262
0.2522885164 	 0.5871976983 	 2.2946331406 	 0.1665015780 	 263
-0.2522885164 	 -0.5871976983 	 2.2946331406 	 0.1665015780 	 264
-0.1124027030 	 0.5172529420 	 9.4659566731 	 0.3538407269 	 265
0.1124027030 	 -0.5172529420 	 9.4659566732 	 0.3538407269 	 266
-0.2080348089 	 0.1531592400 	 0.0050037470 	 6.2369764196 	 267
0.2080348089 	 -0.1531592400 	 0.0050037470 	 6.2369764196 	 268
-0.4453588667 	 0.1221747657 	 0.2413103062 	 0.6107072848 	 269
0.4453588667 	 -0.1221747657 	 0.2413103062 	 0.6107072848 	 270
0.1539201884 	 0.8918336673 	 0.1692133919 	 0.0414063957 	 271
-0.1539201884 	 -0.8918336673 	 0.1692133919 	 0.0414063957 	 272
-0.0115557683 	 0.6364983275 	 0.6308762603 	 0.1691305970 	 273
0.0115557683 	 -0.6364983275 	 0.6308762603 	 0.1691305970 	 274
0.3601703803 	 -0.0787219589 	 0.1162411570 	 1.5035979606 	 275
-0.3601703803 	 0.0787219589 	 0.1162411570 	 1.5035979606 	 276
-0.2255685830 	 0.7077473599 	 1.4500750322 	 0.0912333802 	 277
0.2255685830 	 -0.7077473599 	 1.4500750322 	 0.0912333802 	 278
-0.7090813494 	 -0.1269122123 	 0.3726125908 	 0.1031632509 	 279
0.7090813494 	 0.1269122123 	 0.3726125908 	 0.1031632509 	 280
0.4242467019 	 -0.4569120889 	 0.8416958217 	 0.1838010272 	 281
