time = 0.127	Re = 25	rotation = -0.139951
-0.717677	0.571891	5641	
-0.717252	0.572474	6312	
-0.715987	0.574090	6312	
-0.714016	0.576811	6312	
-0.711139	0.580725	6312	
-0.707439	0.585608	2984	
-0.702910	0.591511	2984	
-0.697211	0.598545	988	
-0.690657	0.606479	988	
-0.683300	0.615097	988	
-0.675259	0.624162	971	
-0.665797	0.634213	5313	
-0.655432	0.644591	6582	
