Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_eps	Time: 16.1500	Mesh (Number of cells): 3133
-0.6377365237 	 0.6913403169 	 -0.8749284024 	 0.9405632926 	 189
0.6377365237 	 -0.6913403169 	 -0.8749284007 	 0.9405632926 	 190
-0.9178013201 	 0.0673163938 	 -0.8367255114 	 0.9202666788 	 191
0.9178013201 	 -0.0673163938 	 -0.8367255113 	 0.9202666788 	 192
0.3604460560 	 -0.9157768362 	 -0.9767903053 	 0.9841588149 	 193
-0.3604460560 	 0.9157768362 	 -0.9767903061 	 0.9841588149 	 194
-0.6453000021 	 0.6619878593 	 -0.8462068016 	 0.9244674243 	 195
0.6453000021 	 -0.6619878593 	 -0.8462067998 	 0.9244674243 	 196
0.9217794930 	 0.0219502031 	 -0.8402191756 	 0.9220408045 	 197
-0.9217794930 	 -0.0219502031 	 -0.8402191757 	 0.9220408045 	 198
-0.4079019041 	 0.5656048043 	 -0.4220442456 	 0.6973469424 	 199
0.4079019041 	 -0.5656048043 	 -0.4220442419 	 0.6973469424 	 200
0.6475612115 	 0.2129740892 	 -0.3788628035 	 0.6816843004 	 201
-0.6475612115 	 -0.2129740892 	 -0.3788628033 	 0.6816843004 	 202
-0.4230379711 	 0.6969262703 	 -0.6927400722 	 0.8152713360 	 203
0.4230379711 	 -0.6969262703 	 -0.6927400671 	 0.8152713360 	 204
0.1182413531 	 -0.2290038476 	 -0.0177334312 	 0.2577281121 	 205
-0.1182413531 	 0.2290038476 	 -0.0177334304 	 0.2577281121 	 206
-0.6471257626 	 0.1013534881 	 -0.3593115854 	 0.6550147190 	 207
0.6471257626 	 -0.1013534881 	 -0.3593115849 	 0.6550147190 	 208
-0.0477852276 	 0.9417513561 	 -1.2148138170 	 0.9429629074 	 209
0.0477852276 	 -0.9417513561 	 -1.2148138313 	 0.9429629074 	 210
0.6472253275 	 0.2419557895 	 -0.3879870700 	 0.6909726685 	 211
-0.6472253275 	 -0.2419557895 	 -0.3879870698 	 0.6909726685 	 212
-0.6470498359 	 0.1303041552 	 -0.3662028636 	 0.6600398950 	 213
0.6470498359 	 -0.1303041552 	 -0.3662028631 	 0.6600398950 	 214
0.3365932760 	 -0.5458815071 	 -0.3239828237 	 0.6413124459 	 215
-0.3365932760 	 0.5458815071 	 -0.3239828241 	 0.6413124459 	 216
-0.4657815967 	 0.7218426872 	 -0.7399351131 	 0.8590747121 	 217
0.4657815967 	 -0.7218426872 	 -0.7399351085 	 0.8590747121 	 218
-0.8506211201 	 -0.3721235319 	 -0.8329349850 	 0.9284568988 	 219
0.8506211201 	 0.3721235319 	 -0.8329349852 	 0.9284568988 	 220
-0.8594783815 	 -0.3994894263 	 -0.8747348594 	 0.9477842001 	 221
