Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 16.1500	Mesh (Number of cells): 3133
-0.6377365237 	 0.6913403169 	 0.6418200260 	 0.6418200073 	 189
0.6377365237 	 -0.6913403169 	 -0.6418200250 	 -0.6418200063 	 190
-0.9178013201 	 0.0673163938 	 0.0609001071 	 0.0609001051 	 191
0.9178013201 	 -0.0673163938 	 -0.0609001071 	 -0.0609001051 	 192
0.3604460560 	 -0.9157768362 	 -0.9093343734 	 -0.9093343551 	 193
-0.3604460560 	 0.9157768362 	 0.9093343743 	 0.9093343560 	 194
-0.6453000021 	 0.6619878593 	 0.6065562611 	 0.6065562398 	 195
0.6453000021 	 -0.6619878593 	 -0.6065562601 	 -0.6065562388 	 196
0.9217794930 	 0.0219502031 	 0.0215195430 	 0.0215195432 	 197
-0.9217794930 	 -0.0219502031 	 -0.0215195431 	 -0.0215195432 	 198
-0.4079019041 	 0.5656048043 	 0.3254884812 	 0.3254884101 	 199
0.4079019041 	 -0.5656048043 	 -0.3254884809 	 -0.3254884098 	 200
0.6475612115 	 0.2129740892 	 0.1522638860 	 0.1522638935 	 201
-0.6475612115 	 -0.2129740892 	 -0.1522638862 	 -0.1522638938 	 202
-0.4230379711 	 0.6969262703 	 0.5425863948 	 0.5425863193 	 203
0.4230379711 	 -0.6969262703 	 -0.5425863921 	 -0.5425863166 	 204
0.1182413531 	 -0.2290038476 	 -0.0470922928 	 -0.0470922751 	 205
-0.1182413531 	 0.2290038476 	 0.0470922951 	 0.0470922774 	 206
-0.6471257626 	 0.1013534881 	 0.0519581818 	 0.0519581637 	 207
0.6471257626 	 -0.1013534881 	 -0.0519581824 	 -0.0519581643 	 208
-0.0477852276 	 0.9417513561 	 1.0572694717 	 1.0572693544 	 209
0.0477852276 	 -0.9417513561 	 -1.0572694766 	 -1.0572693592 	 210
0.6472253275 	 0.2419557895 	 0.1758428615 	 0.1758428696 	 211
-0.6472253275 	 -0.2419557895 	 -0.1758428617 	 -0.1758428698 	 212
-0.6470498359 	 0.1303041552 	 0.0708224293 	 0.0708224090 	 213
0.6470498359 	 -0.1303041552 	 -0.0708224299 	 -0.0708224096 	 214
0.3365932760 	 -0.5458815071 	 -0.2525834183 	 -0.2525833513 	 215
-0.3365932760 	 0.5458815071 	 0.2525834174 	 0.2525833504 	 216
-0.4657815967 	 0.7218426872 	 0.5933381799 	 0.5933381177 	 217
0.4657815967 	 -0.7218426872 	 -0.5933381773 	 -0.5933381151 	 218
-0.8506211201 	 -0.3721235319 	 -0.3383369171 	 -0.3383369021 	 219
