Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 1.1040	Mesh (Number of cells): 5013
-0.4405640947 	 -0.3019520157 	 -0.0489825261 	 -0.0489829139 	 347
0.5226200222 	 -0.3912610845 	 0.1900095854 	 0.1900095727 	 348
0.0845701538 	 -0.6155433411 	 -0.0015236326 	 -0.0015233049 	 349
0.5243722687 	 0.0521882833 	 0.0636932004 	 0.0636934500 	 350
0.2143245557 	 0.0883780041 	 -0.0397787761 	 -0.0397790612 	 351
0.2892468673 	 -0.7364713164 	 0.2382225656 	 0.2382233119 	 352
0.0848156507 	 -0.5397669586 	 -0.0213677266 	 -0.0213675650 	 353
0.5255213336 	 -0.1595281798 	 0.0864406023 	 0.0864406982 	 354
-0.3612909423 	 0.5762949174 	 -0.1534283139 	 -0.1534288219 	 355
0.5522740014 	 -0.1554660335 	 0.1202596817 	 0.1202596723 	 356
-0.4618851545 	 -0.2849283478 	 -0.0620956442 	 -0.0620960097 	 357
-0.0751161042 	 -0.3369737260 	 0.0171632211 	 0.0171632330 	 358
-0.4877267384 	 -0.2985477968 	 -0.0965679753 	 -0.0965683116 	 359
0.8671172358 	 0.2345022593 	 0.7271146996 	 0.7271138875 	 360
-0.5793623328 	 -0.0433006551 	 -0.1377137387 	 -0.1377137924 	 361
0.0664816652 	 0.7030500724 	 0.1018887080 	 0.1018893842 	 362
-0.2244323304 	 0.0972717852 	 0.0499426065 	 0.0499429116 	 363
-0.7316730158 	 0.5157518002 	 -0.6059623649 	 -0.6059619234 	 364
-0.4280800040 	 -0.0365174375 	 0.0368478609 	 0.0368475586 	 365
0.5294870766 	 -0.0976241614 	 0.0765146834 	 0.0765148164 	 366
0.3684260848 	 -0.0655339980 	 -0.0704383426 	 -0.0704381600 	 367
0.3721375321 	 -0.3245041612 	 0.0026320584 	 0.0026323164 	 368
-0.1294459926 	 0.8125782329 	 -0.1872888606 	 -0.1872897114 	 369
-0.2305208665 	 0.0136555163 	 0.0448309064 	 0.0448312063 	 370
0.5402882513 	 0.0332728548 	 0.0823849417 	 0.0823851238 	 371
0.8232822992 	 0.3898754331 	 0.7061849841 	 0.7061843898 	 372
