Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_x	Time: 1.1040	Mesh (Number of cells): 5013
-0.4405640947 	 -0.3019520157 	 0.0535321646 	 0.0535323442 	 347
0.5226200222 	 -0.3912610845 	 0.1537507159 	 0.1537508027 	 348
0.0845701538 	 -0.6155433411 	 0.0081493872 	 0.0081494228 	 349
0.5243722687 	 0.0521882833 	 -0.0087664713 	 -0.0087664233 	 350
0.2143245557 	 0.0883780041 	 0.0149547119 	 0.0149548263 	 351
0.2892468673 	 -0.7364713164 	 0.4646907090 	 0.4646914348 	 352
0.0848156507 	 -0.5397669586 	 0.0018051320 	 0.0018051360 	 353
0.5255213336 	 -0.1595281798 	 0.0341442617 	 0.0341444439 	 354
-0.3612909423 	 0.5762949174 	 -0.2243322672 	 -0.2243325979 	 355
0.5522740014 	 -0.1554660335 	 0.0406692230 	 0.0406693706 	 356
-0.4618851545 	 -0.2849283478 	 0.0555495563 	 0.0555496973 	 357
-0.0751161042 	 -0.3369737260 	 -0.0009838328 	 -0.0009838147 	 358
-0.4877267384 	 -0.2985477968 	 0.0742965776 	 0.0742967035 	 359
0.8671172358 	 0.2345022593 	 -0.1970511176 	 -0.1970509435 	 360
-0.5793623328 	 -0.0433006551 	 0.0115580715 	 0.0115580246 	 361
0.0664816652 	 0.7030500724 	 -0.1261668016 	 -0.1261673421 	 362
-0.2244323304 	 0.0972717852 	 0.0189189318 	 0.0189189921 	 363
-0.7316730158 	 0.5157518002 	 -0.4285752130 	 -0.4285749920 	 364
-0.4280800040 	 -0.0365174375 	 -0.0007948421 	 -0.0007948693 	 365
0.5294870766 	 -0.0976241614 	 0.0191186971 	 0.0191188661 	 366
0.3684260848 	 -0.0655339980 	 -0.0076623750 	 -0.0076621963 	 367
0.3721375321 	 -0.3245041612 	 0.0325963396 	 0.0325966829 	 368
-0.1294459926 	 0.8125782329 	 -0.6545307152 	 -0.6545325277 	 369
-0.2305208665 	 0.0136555163 	 0.0025980573 	 0.0025980496 	 370
0.5402882513 	 0.0332728548 	 -0.0065274516 	 -0.0065273804 	 371
0.8232822992 	 0.3898754331 	 -0.3352751282 	 -0.3352748990 	 372
0.8508623068 	 0.3704215805 	 -0.3285469061 	 -0.3285467052 	 373
0.8865564910 	 0.2031268543 	 -0.1746918911 	 -0.1746917460 	 374
0.0878867475 	 -0.6294812035 	 0.0143617978 	 0.0143618585 	 375
-0.0756482225 	 0.6132078672 	 -0.0043861892 	 -0.0043862095 	 376
-0.2496040335 	 -0.8882638778 	 0.8284670804 	 0.8284680991 	 377
0.0568477593 	 0.4152439510 	 0.0001062975 	 0.0001062955 	 378
0.8997844919 	 0.0843308845 	 -0.0721448442 	 -0.0721447759 	 379
-0.2391585255 	 0.0910656831 	 0.0192270251 	 0.0192270623 	 380
0.0761154892 	 -0.4753203304 	 0.0000531277 	 0.0000531259 	 381
0.5556212679 	 -0.1042053112 	 0.0255218382 	 0.0255219789 	 382
0.2014322134 	 -0.4897411552 	 0.0304050547 	 0.0304052553 	 383
-0.0798621536 	 0.3553849259 	 0.0010621628 	 0.0010621544 	 384
0.7045617580 	 0.1653830855 	 -0.0894769506 	 -0.0894768344 	 385
0.3113068483 	 -0.7218697686 	 0.4453637073 	 0.4453643361 	 386
0.1353285146 	 -0.8963565872 	 0.8735717649 	 0.8735733160 	 387
0.0760743609 	 -0.5283496527 	 0.0008259356 	 0.0008259332 	 388
0.6759270478 	 -0.6087527699 	 0.5189030499 	 0.5189028485 	 389
0.2981771502 	 0.3012112685 	 0.0010604917 	 0.0010602167 	 390
0.7783192749 	 0.2061284581 	 -0.1409893739 	 -0.1409891922 	 391
0.0772969466 	 0.7026755876 	 -0.1436588523 	 -0.1436594577 	 392
0.1165845931 	 -0.4728404774 	 0.0025016106 	 0.0025016544 	 393
-0.4489741042 	 -0.0468498841 	 0.0009037168 	 0.0009037045 	 394
0.5400912824 	 -0.3686757265 	 0.1467868337 	 0.1467868939 	 395
-0.1799611819 	 0.8878390227 	 -0.8417670934 	 -0.8417685823 	 396
-0.5060676756 	 -0.2774710654 	 0.0725153014 	 0.0725153989 	 397
-0.0831927867 	 -0.3478864481 	 -0.0014068534 	 -0.0014068296 	 398
0.1097770363 	 -0.4575436624 	 0.0011330983 	 0.0011331331 	 399
0.3232490571 	 -0.6807972516 	 0.3657491931 	 0.3657496974 	 400
0.1817119613 	 -0.6085063220 	 0.0944550278 	 0.0944553117 	 401
0.1805207825 	 0.1114348618 	 0.0089796097 	 0.0089796976 	 402
-0.3913887499 	 0.2602361695 	 -0.0167554664 	 -0.0167557446 	 403
-0.0767439943 	 -0.6162936957 	 0.0054775301 	 0.0054775659 	 404
0.3553369016 	 0.5177136732 	 -0.1524618307 	 -0.1524621442 	 405
0.3169551261 	 0.3067006343 	 -0.0059077237 	 -0.0059079962 	 406
-0.2406621139 	 -0.8581181384 	 0.7604432153 	 0.7604444162 	 407
0.1648028131 	 -0.8944057928 	 0.8589528783 	 0.8589542786 	 408
-0.5538876005 	 -0.2680156301 	 0.0897445027 	 0.0897445471 	 409
0.8428363574 	 0.0539753041 	 -0.0410509576 	 -0.0410508998 	 410
-0.1413725541 	 0.6561144307 	 -0.1134868063 	 -0.1134871847 	 411
-0.0821052662 	 0.6247885879 	 -0.0086593105 	 -0.0086593509 	 412
0.1322615009 	 0.3190165959 	 0.0075139522 	 0.0075138739 	 413
0.4321458498 	 -0.4863127595 	 0.1770538913 	 0.1770540950 	 414
0.2261953140 	 -0.5912445960 	 0.1212873602 	 0.1212876847 	 415
0.0956856295 	 -0.7356097329 	 0.3418753930 	 0.3418764890 	 416
0.3502895554 	 -0.3194397403 	 0.0217038330 	 0.0217041829 	 417
0.1377094700 	 0.5006425703 	 -0.0099402184 	 -0.0099403021 	 418
0.3175020538 	 -0.6148646145 	 0.2413506431 	 0.2413510263 	 419
0.2178697755 	 -0.4600200091 	 0.0267053589 	 0.0267055865 	 420
0.0264766946 	 0.8648441093 	 -0.8407164499 	 -0.8407187877 	 421
0.1423972100 	 -0.6286755496 	 0.0731881534 	 0.0731883937 	 422
0.0865826143 	 0.3923709828 	 0.0008712362 	 0.0008712235 	 423
-0.1057523225 	 0.6410953794 	 -0.0387501218 	 -0.0387502779 	 424
0.6913828176 	 -0.5763615325 	 0.4826588054 	 0.4826585780 	 425
-0.0177602556 	 -0.7171858216 	 0.1568593889 	 0.1568599244 	 426
0.6077479111 	 0.5998974660 	 -0.4534240820 	 -0.4534240237 	 427
-0.0646153236 	 0.7275503053 	 -0.2837333791 	 -0.2837344640 	 428
-0.0559941944 	 0.7022759489 	 -0.0971666890 	 -0.0971671115 	 429
0.3582377704 	 -0.0493178478 	 -0.0068882412 	 -0.0068881006 	 430
-0.2201463144 	 0.1744404766 	 0.0286385306 	 0.0286385447 	 431
0.0929974669 	 -0.5921473924 	 0.0078728633 	 0.0078728951 	 432
0.1983600329 	 0.4929931383 	 -0.0309544803 	 -0.0309546748 	 433
-0.2207070173 	 -0.9061730787 	 0.8670878935 	 0.8670889366 	 434
0.0778798961 	 0.4267249509 	 0.0001521401 	 0.0001521390 	 435
0.2245434648 	 -0.0641186480 	 -0.0117859407 	 -0.0117859935 	 436
0.2466356850 	 -0.0803324667 	 -0.0174480277 	 -0.0174480459 	 437
-0.1701770805 	 -0.6644253600 	 0.1727996933 	 0.1728001807 	 438
0.2103224618 	 -0.5061163802 	 0.0419051210 	 0.0419053290 	 439
-0.0786021064 	 -0.4364471441 	 -0.0001353642 	 -0.0001353543 	 440
-0.1683770545 	 -0.9151207206 	 0.8969032843 	 0.8969045468 	 441
-0.6126770044 	 0.0649781168 	 -0.0224309139 	 -0.0224309749 	 442
-0.5806347038 	 0.0254942493 	 -0.0073714279 	 -0.0073714973 	 443
-0.1136788326 	 0.5202633544 	 -0.0056476348 	 -0.0056476684 	 444
-0.0854955606 	 -0.6289225693 	 0.0130762645 	 0.0130763324 	 445
0.2416596926 	 -0.0943882767 	 -0.0200159516 	 -0.0200159802 	 446
0.4947919757 	 -0.3099227884 	 0.0835758987 	 0.0835760760 	 447
-0.1247616422 	 0.5310684535 	 -0.0099153138 	 -0.0099153648 	 448
-0.0930102780 	 -0.4372960812 	 0.0000115402 	 0.0000115639 	 449
-0.1781642376 	 -0.6821962639 	 0.2271709276 	 0.2271715378 	 450
-0.0833033469 	 -0.2525920445 	 -0.0033668185 	 -0.0033667846 	 451
0.4526722940 	 0.7792885754 	 -0.6565522500 	 -0.6565526348 	 452
0.0890087995 	 -0.4732457719 	 0.0004416883 	 0.0004416951 	 453
-0.1381998887 	 -0.3535086439 	 -0.0050026296 	 -0.0050025106 	 454
0.1884570411 	 -0.6250380813 	 0.1238327219 	 0.1238330656 	 455
0.0777509687 	 0.7265960440 	 -0.2865728336 	 -0.2865739362 	 456
0.1443365964 	 0.4863340280 	 -0.0094286869 	 -0.0094287774 	 457
-0.7658278261 	 0.5161981850 	 -0.4531946724 	 -0.4531944698 	 458
-0.0600257716 	 0.7412685407 	 -0.3633121778 	 -0.3633135184 	 459
0.0748996690 	 0.2852049678 	 0.0015773659 	 0.0015773612 	 460
-0.0630106935 	 0.7083673955 	 -0.1540749254 	 -0.1540755624 	 461
-0.5940344317 	 0.0022175901 	 -0.0011100257 	 -0.0011100872 	 462
0.7143964120 	 0.1355258259 	 -0.0742351446 	 -0.0742350415 	 463
0.1024245445 	 -0.7501976794 	 0.4138304709 	 0.4138317482 	 464
0.5385943867 	 -0.0106092973 	 0.0021418407 	 0.0021419393 	 465
0.1814366600 	 -0.3625558748 	 -0.0043836192 	 -0.0043834198 	 466
-0.1376201994 	 -0.9018166361 	 0.8820805309 	 0.8820820772 	 467
-0.3686443311 	 0.2675727661 	 -0.0107514578 	 -0.0107517410 	 468
0.4071275264 	 0.8103258476 	 -0.6954431323 	 -0.6954436597 	 469
-0.1237914618 	 0.2124518014 	 0.0124775520 	 0.0124776006 	 470
-0.5418544689 	 -0.7289445777 	 0.6197714717 	 0.6197716634 	 471
0.5614019102 	 -0.1821820824 	 0.0531255504 	 0.0531256610 	 472
-0.0700073405 	 0.4419643747 	 0.0000601529 	 0.0000601569 	 473
0.0355746272 	 -0.7178074638 	 0.1810786873 	 0.1810793298 	 474
0.4418528303 	 -0.5099994068 	 0.2090159238 	 0.2090160953 	 475
0.4425030646 	 0.8125014745 	 -0.7193508844 	 -0.7193512649 	 476
-0.4167588309 	 0.2306368751 	 -0.0173725892 	 -0.0173728398 	 477
0.3307543357 	 -0.6377944728 	 0.2913299661 	 0.2913303690 	 478
-0.3044378392 	 -0.6945545041 	 0.3786744526 	 0.3786751405 	 479
0.0728957899 	 -0.3046638823 	 -0.0011056809 	 -0.0011056613 	 480
0.3958861396 	 0.8394162297 	 -0.7526735847 	 -0.7526740981 	 481
