Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_eps	Time: 0.0000	Mesh (Number of cells): 3753
0.0105205402 	 0.9601208340 	 0.0000000000 	 0.9601784717 	 202
-0.0641027302 	 0.2529662383 	 -0.0000000000 	 0.2609618319 	 203
0.5994181847 	 -0.5253327031 	 0.0000000000 	 0.7970424136 	 204
0.3385345273 	 0.3326343920 	 0.0000000000 	 0.4746064316 	 205
0.2633354378 	 -0.0543228281 	 0.0000000000 	 0.2688801266 	 206
0.3799362748 	 -0.0905753471 	 0.0000000000 	 0.3905834948 	 207
-0.3210956679 	 0.6069711216 	 -0.0000000000 	 0.6866704963 	 208
-0.4050062926 	 -0.4058169174 	 -0.0000000000 	 0.5733388766 	 209
0.3394668012 	 0.1669430630 	 0.0000000000 	 0.3782957777 	 210
-0.5954248163 	 0.0043841303 	 -0.0000000000 	 0.5954409563 	 211
-0.1800230456 	 0.2144653334 	 -0.0000000000 	 0.2800065645 	 212
0.0246179211 	 0.6955765902 	 0.0000000000 	 0.6960120939 	 213
0.3391471514 	 0.5649949874 	 0.0000000000 	 0.6589689872 	 214
-0.0778034482 	 0.4623464348 	 -0.0000000000 	 0.4688470991 	 215
0.0533647027 	 -0.3617753532 	 0.0000000000 	 0.3656900295 	 216
0.1590022482 	 0.4083952231 	 0.0000000000 	 0.4382560589 	 217
0.0985728970 	 0.3899421479 	 0.0000000000 	 0.4022082728 	 218
-0.5356219443 	 -0.7420140569 	 -0.0000000000 	 0.9151369995 	 219
-0.6211159564 	 -0.0122146406 	 -0.0000000000 	 0.6212360491 	 220
-0.0496938161 	 0.5794037078 	 -0.0000000000 	 0.5815308521 	 221
-0.0818065224 	 0.4494587237 	 -0.0000000000 	 0.4568429176 	 222
-0.0627088961 	 0.4033767335 	 -0.0000000000 	 0.4082219921 	 223
-0.0669497715 	 0.5629459282 	 -0.0000000000 	 0.5669130357 	 224
0.0882299279 	 0.3821593796 	 0.0000000000 	 0.3922120748 	 225
0.3277123160 	 0.1837711064 	 0.0000000000 	 0.3757222133 	 226
0.1794848330 	 -0.3339650652 	 0.0000000000 	 0.3791404358 	 227
0.0758374794 	 0.4179661515 	 0.0000000000 	 0.4247905685 	 228
