Time	U_x	U_y	P	Max.Res.
0	0	0	0	0
0.01	0.005405378628	-0.005225368387	0.09639879122	1
0.02	0.00372241678	-0.01051785513	0.05622292376	6.445067888
0.03	-0.007583106568	-0.004221587698	0.23040942	15.09056716
0.04	-0.02282945083	0.01196202547	0.7347295518	14.63520241
0.05	-0.04056911492	0.03244029317	1.437739522	22.66255024
0.06	-0.05944851474	0.05397213962	2.183665154	3.91210409
0.07	-0.07857953142	0.07515028395	2.86050641	3.447437246
0.08	-0.09732489913	0.09537429374	3.405292837	0.9729976745
0.09	-0.1152975326	0.1143950415	3.789886754	2.399595784
0.1	-0.1322960239	0.1321343121	4.010493835	3.655396916
0.11	-0.1482431828	0.1486036344	4.080517187	4.224366177
0.12	-0.1631374683	0.1638626192	4.025210329	1.803453017
0.13	-0.1770200437	0.1779956057	3.876950028	7.941750345
0.14	-0.189954004	0.1910977711	3.670801729	0.9811334324
0.15	-0.2020119011	0.2032666188	3.440564666	1.955019067
0.16	-0.2132685142	0.2145967547	3.215619987	1.845009502
0.17	-0.2237967759	0.2251767903	3.018813523	3.190214236
0.18	-0.2336655209	0.2350876069	2.865440097	1.436060363
0.19	-0.2429382888	0.2444015381	2.763239383	5.007274577
0.2	-0.2516727491	0.2531821735	2.713197231	5.623693152
0.21	-0.2599210148	0.2614846426	2.712272871	5.238746546
0.22	-0.2677272175	0.26935596	2.748870705	2.445637733
0.23	-0.2751327849	0.2768358781	2.814840262	4.60930614
0.24	-0.2821717534	0.2839581297	2.899117643	5.682260537
0.25	-0.2888739899	0.2907506882	2.991342296	5.725799613
0.26	-0.2952651297	0.297237122	3.082676778	10.85463809
0.27	-0.3013672406	0.3034374451	3.166325359	4.96213163
0.28	-0.3071994556	0.309368959	3.237747294	5.242394585
0.29	-0.3127785558	0.3150469744	3.294601614	4.427822669
0.3	-0.3181194921	0.3204854004	3.336487854	1.946031344
0.31	-0.3232358229	0.3256971932	3.364552836	2.354550113
0.32	-0.3281400628	0.3306946684	3.381034121	1.915098846
0.33	-0.3328439393	0.3354896897	3.388799277	1.455143083
0.34	-0.3373590377	0.3400939606	3.39074967	1.676743038
0.35	-0.3416958518	0.3445188467	3.390490219	21.03815443
0.36	-0.3458634302	0.34877449	3.39015836	1.218213974
0.37	-0.3498716071	0.3528707213	3.39135623	2.005924749
0.38	-0.3537299279	0.3568173908	3.395766572	0.8890178827
0.39	-0.3574476931	0.3606240697	3.40391443	0.9862129947
0.4	-0.3610324614	0.3642992119	3.416240755	0.9208120327
0.41	-0.364491848	0.367850386	3.432616483	0.8449761069
0.42	-0.3678327685	0.3712844809	3.45251073	1.367744591
0.43	-0.3710615545	0.3746077154	3.47514711	2.205835783
0.44	-0.3741839925	0.3778257	3.499646314	1.322596386
0.45	-0.3772053648	0.3809434987	3.525142538	1.276626792
0.46	-0.3801304945	0.3839656999	3.550868496	1.062539854
0.47	-0.3829637982	0.38689649	3.576208996	0.676869057
0.48	-0.3857093392	0.3897397236	3.600726508	0.5094933596
0.49	-0.3883708802	0.3924989882	3.624163345	0.7647723498
0.5	-0.3909519312	0.3951776585	3.646425757	2.196410532
0.51	-0.3934557907	0.3977789393	3.66755629	0.548098392
0.52	-0.3958855803	0.400305897	3.687698968	0.534254277
0.53	-0.3982442704	0.4027614797	3.707062464	0.725761966
0.54	-0.4005346988	0.4051485283	3.725885216	0.5908395729
0.55	-0.4027595832	0.40746978	3.744405399	0.9052870676
0.56	-0.4049215279	0.4097278672	3.76283745	4.356266018
0.57	-0.4070230267	0.4119253129	3.781356176	0.7924197471
0.58	-0.4090664641	0.4140645264	3.800088029	0.6590366383
0.59	-0.411054115	0.4161477985	3.819108942	0.9898116787
0.6	-0.4129881446	0.4181773001	3.838447684	0.8042345668
0.61	-0.414870608	0.4201550811	3.858092947	3.457521069
0.62	-0.4167034531	0.4220830731	3.878002687	0.9300604762
0.63	-0.4184885228	0.4239630945	3.898114478	0.551561033
0.64	-0.4202275596	0.4257968566	3.91835558	0.6234131985
0.65	-0.4219222109	0.4275859721	3.938651906	1.674153204
0.66	-0.4235740354	0.4293319633	3.958935144	0.3591175608
0.67	-0.4251845101	0.431036271	3.979147619	0.6971419489
0.68	-0.4267550367	0.4327002636	3.99924528	0.438888867
