time = 1	Re = 10
0.200755	0.005746	0
0.223410	-0.020649	1
0.245507	-0.045009	2
0.293133	-0.060683	3
0.344961	-0.051191	4
0.397623	-0.023262	5
0.422802	-0.002180	6
0.447627	0.019778	7
0.470272	0.046740	8
0.492137	0.074742	9
0.511522	0.106408	10
0.529762	0.139049	11
0.545302	0.174268	12
0.559610	0.210435	13
0.571007	0.248494	14
0.581043	0.287216	15
0.588329	0.327076	16
0.594059	0.367701	17
0.597098	0.408727	18
0.598606	0.450331	19
0.597709	0.492132	20
0.595201	0.533991	21
0.590461	0.575750	22
0.584346	0.617456	23
0.575787	0.658934	24
0.565796	0.700019	25
0.553246	0.741178	26
0.539304	0.782135	27
0.525184	0.821187	28
0.512749	0.857693	29
