time = 4	Re = 10
0.199330	0.024193	0
0.208574	-0.031655	1
0.205272	-0.090868	2
0.196401	-0.129753	3
0.185768	-0.166434	4
0.203061	-0.219382	5
0.242352	-0.213400	6
0.286767	-0.196890	7
0.312136	-0.176500	8
0.337502	-0.155013	9
0.360459	-0.127723	10
0.382967	-0.098121	11
0.401026	-0.061527	12
0.417175	-0.022484	13
0.426751	0.018723	14
0.434779	0.063810	15
0.435677	0.109144	16
0.432450	0.156485	17
0.423379	0.202117	18
0.410174	0.249259	19
0.392100	0.292595	20
0.370186	0.337415	21
0.345026	0.379116	22
0.316534	0.423060	23
0.286118	0.464455	24
0.252541	0.510270	25
0.234096	0.535012	26
0.215466	0.560046	27
0.193804	0.590543	28
0.170833	0.623466	29
0.142903	0.661927	30
0.105666	0.705819	31
0.069912	0.732130	32
0.027545	0.747392	33
-0.018810	0.750028	34
-0.060800	0.746024	35
-0.098218	0.730001	36
-0.128559	0.714654	37
-0.150367	0.698630	38
-0.175721	0.685745	39
-0.195190	0.671139	40
-0.219661	0.658671	41
-0.234167	0.646764	42
-0.259455	0.635463	43
-0.271621	0.624672	44
-0.296323	0.613488	45
-0.306654	0.604268	46
-0.332653	0.593082	47
-0.342955	0.583481	48
-0.370255	0.571081	49
-0.406387	0.549505	50
-0.438128	0.527667	51
-0.469995	0.505526	52
-0.500436	0.481717	53
-0.532318	0.456460	54
-0.557854	0.432235	55
-0.584973	0.406301	56
-0.608036	0.380404	57
-0.633828	0.351319	58
-0.652861	0.324939	59
-0.675389	0.294281	60
-0.692091	0.266614	61
-0.712859	0.233187	62
-0.725081	0.206854	63
-0.742419	0.172233	64
-0.752704	0.145034	65
-0.767175	0.109351	66
-0.776510	0.078350	67
-0.785727	0.046841	68
-0.793282	0.014487	69
-0.800625	-0.018513	70
-0.804548	-0.049064	71
-0.808435	-0.079697	72
-0.810764	-0.111765	73
-0.812823	-0.144175	74
-0.812522	-0.174303	75
-0.812193	-0.204439	76
-0.809912	-0.236083	77
-0.807480	-0.267682	78
-0.798473	-0.326207	79
-0.792338	-0.355676	80
-0.786171	-0.385135	81
-0.771519	-0.437787	82
-0.752846	-0.492765	83
-0.732798	-0.543097	84
-0.709800	-0.593210	85
-0.686925	-0.637711	86
-0.659242	-0.684662	87
-0.635361	-0.722446	88
-0.611081	-0.758993	89
-0.593368	-0.786060	90
-0.575566	-0.812861	91
