time = 0.127	Re = 10	rotation = -0.139951
-0.661190	0.520352	1774	
-0.660879	0.520871	1774	
-0.660165	0.522077	1774	
-0.658597	0.524501	1774	
-0.656369	0.527580	1774	
-0.653683	0.531169	1774	
-0.650125	0.535876	1774	
-0.645659	0.541337	1564	
-0.640731	0.547116	1564	
-0.634846	0.553896	1510	
-0.628242	0.561384	1510	
-0.620683	0.569850	1357	
-0.612134	0.579160	1357	
