time = 0.003	Re = 10	rotation = 1.97392e-06
0.185689	0.844266	309	
0.247127	0.384382	675	
-0.404931	0.056713	1124	
-0.454688	0.477665	948	
0.624337	0.479977	1057	
-0.214431	0.836079	296	
-0.325208	0.648172	410	
-0.052784	0.800911	972	
0.040955	0.678880	941	
0.441265	0.582020	1504	
0.074746	0.758616	870	
-0.788185	0.473600	1511	
-0.627336	0.736918	699	
-0.566899	0.135218	1262	
-0.351718	0.149675	1219	
-0.555357	0.386489	1434	
0.805197	0.449950	1794	
0.226127	0.902349	1388	
0.306280	0.170910	1664	
-0.283696	0.750686	1510	
0.215661	0.325047	487	
0.163701	0.414369	803	
-0.050605	0.623510	709	
-0.323985	0.674752	1196	
-0.365597	0.778345	1769	
0.756387	0.509625	240	
-0.038213	0.688661	1015	
-0.566356	0.565189	1493	
0.730205	0.508969	1620	
-0.833775	0.277718	162	
0.294348	0.841386	562	
-0.470540	0.397821	1081	
0.105643	0.164940	271	
-0.260384	0.146442	1191	
0.139237	0.703737	210	
-0.423047	0.433288	763	
0.512213	0.396098	1419	
-0.101605	0.978571	886	
-0.176360	0.675439	1075	
-0.500408	0.313218	865	
0.319337	0.533206	1382	
-0.538934	0.394869	1434	
0.237617	0.474868	985	
-0.059736	0.716075	1015	
-0.424018	0.383462	629	
-0.794273	0.092374	1716	
-0.291907	0.551816	1294	
-0.358006	0.221263	164	
-0.717472	0.097260	388	
0.074045	0.447926	924	
-0.800862	0.352311	1445	
-0.061502	0.841140	262	
0.809295	0.037560	1608	
0.016631	0.166848	527	
-0.177207	0.139973	1160	
-0.253419	0.420075	219	
-0.898824	0.365496	299	
0.499998	0.339404	801	
-0.020902	0.338985	325	
-0.641020	0.170986	298	
-0.073098	0.874573	262	
0.193311	0.783644	1654	
-0.465475	0.679090	481	
-0.575219	0.222443	595	
-0.562501	0.569573	1493	
-0.095782	0.970237	886	
0.361089	0.085296	625	
0.235316	0.542499	1530	
-0.042808	0.677082	829	
0.214090	0.714697	694	
-0.061006	0.456015	1495	
0.812836	0.137221	442	
-0.350634	0.519711	1253	
-0.149097	0.885338	970	
0.359759	0.456130	1072	
-0.033183	0.788739	1062	
-0.056497	0.711584	1015	
0.292529	0.214881	799	
0.494159	0.674847	1720	
-0.446213	0.174909	1415	
0.408948	0.463150	1175	
0.680857	0.204866	536	
-0.670082	0.124833	1379	
0.493988	0.092596	637	
0.463388	0.045615	1023	
-0.581686	0.286915	979	
0.354527	0.063038	625	
0.406990	0.181631	1401	
0.024787	0.580447	853	
0.575084	0.606476	147	
-0.563194	0.455169	1639	
0.757739	0.492268	248	
0.431122	0.486160	1017	
0.417096	0.498140	1017	
0.689100	0.194342	346	
-0.179016	0.428224	1143	
-0.404316	0.401132	559	
-0.187759	0.569211	411	
-0.312789	0.788873	1357	
-0.177255	0.359271	1455	
-0.201002	0.301831	1534	
-0.498755	0.677412	1393	
0.620848	0.432148	1135	
-0.241932	0.096550	754	
-0.487721	0.591935	1561	
-0.047046	0.487935	426	
-0.082971	0.524593	619	
-0.115970	0.852635	970	
-0.133122	0.826870	228	
0.320080	0.206595	1664	
0.694550	0.681359	1180	
-0.643265	0.069859	688	
-0.018363	0.469498	1418	
0.765418	0.488410	248	
-0.170865	0.174112	1295	
-0.049421	0.783648	972	
0.112859	0.159867	473	
0.078447	0.325685	252	
-0.705972	0.159870	359	
-0.741176	0.578922	835	
0.754262	0.093460	371	
-0.147388	0.473221	1408	
0.160394	0.716244	238	
-0.383428	0.232865	164	
0.006855	0.953721	1520	
0.115623	0.097469	834	
0.243357	0.863023	1388	
-0.829998	0.094458	1586	
0.455392	0.742238	1366	
-0.386028	0.119771	1354	
-0.112243	0.391774	1122	
0.063698	0.845358	454	
0.072549	0.680270	1389	
0.218355	0.098478	349	
-0.815945	0.055966	1621	
-0.826935	0.237173	162	
0.679026	0.522371	1556	
0.026150	0.649832	1292	
0.160303	0.771089	1598	
-0.247547	0.491025	1104	
-0.251354	0.045660	1759	
-0.379865	0.831519	1399	
0.614045	0.640024	571	
-0.263795	0.312753	956	
0.603672	0.070447	211	
0.367146	0.380729	819	
0.267862	0.926879	1430	
0.707880	0.497678	1556	
-0.144331	0.822559	228	
0.476453	0.447144	1439	
-0.204933	0.738683	1211	
-0.101833	0.937284	886	
-0.485533	0.381760	1081	
-0.757880	0.241545	1351	
-0.543473	0.489509	1639	
0.783045	0.358108	878	
-0.734370	0.374244	1166	
-0.351190	0.680115	410	
0.591069	0.503934	1542	
-0.296259	0.738390	1510	
0.110722	0.201518	430	
0.097038	0.519643	1289	
-0.302435	0.024620	1632	
-0.702341	0.131852	333	
0.415835	0.709072	1035	
0.223497	0.671907	208	
-0.104968	0.696077	1201	
-0.243348	0.100032	754	
0.920514	0.072435	1784	
-0.703044	0.258702	677	
-0.568943	0.579912	789	
0.940150	0.025498	624	
-0.340129	0.889233	930	
0.024903	0.510629	458	
-0.226346	0.530089	1129	
0.354229	0.639027	913	
0.096723	0.272683	503	
0.270113	0.299644	697	
0.116130	0.361152	232	
0.005419	0.153628	991	
-0.148985	0.906172	1250	
0.381787	0.099417	459	
-0.420448	0.539073	1094	
0.448296	0.388868	1099	
-0.545832	0.454860	1521	
-0.118668	0.685092	1201	
0.297197	0.029100	1463	
0.613339	0.461007	1057	
0.653648	0.539118	712	
-0.343394	0.404425	525	
0.089295	0.621693	1438	
-0.241288	0.542129	1129	
-0.425761	0.042976	1124	
-0.767803	0.106429	1684	
-0.367024	0.246535	142	
0.125566	0.906354	771	
0.160214	0.597937	1344	
-0.523913	0.580887	789	
-0.708260	0.335631	1207	
0.251056	0.361306	675	
-0.131689	0.517612	513	
-0.050664	0.184363	682	
-0.130479	0.187552	1266	
0.430416	0.523007	847	
0.194606	0.649078	221	
0.327732	0.293145	1241	
-0.381498	0.403218	519	
0.266124	0.890653	1430	
-0.134788	0.928219	886	
0.184161	0.431785	803	
0.185560	0.354506	510	
0.314039	0.652309	818	
0.643437	0.402767	1259	
-0.103715	0.937635	886	
0.344082	0.266697	193	
-0.773028	0.272229	166	
-0.641180	0.433279	908	
-0.349764	0.583404	250	
-0.982137	0.090233	363	
0.238365	0.382440	675	
0.793162	0.271114	1758	
-0.053620	0.479754	1495	
-0.800083	0.039650	1592	
-0.032587	0.458259	1495	
-0.529474	0.058870	1372	
-0.200665	0.381397	1682	
0.323214	0.625358	792	
-0.351835	0.316220	492	
-0.437694	0.713927	1288	
0.123154	0.399660	354	
0.782629	0.001208	1579	
-0.289550	0.848340	296	
0.541349	0.720528	568	
0.266830	0.307376	723	
0.074558	0.274575	599	
-0.711428	0.513760	177	
-0.554684	0.369490	1434	
-0.335618	0.712927	1196	
-0.146113	0.301692	937	
-0.223361	0.160393	1156	
-0.299586	0.095620	404	
0.159362	0.455898	922	
0.284703	0.254025	751	
0.102158	0.131903	383	
-0.598968	0.514054	1537	
-0.208912	0.233078	1060	
0.170864	0.746836	238	
0.217977	0.579011	1490	
-0.659801	0.686362	895	
-0.343242	0.802692	1399	
0.672728	0.415280	1259	
-0.168784	0.936617	1164	
-0.148108	0.093894	1488	
0.287356	0.364463	797	
0.335430	0.571844	1028	
-0.191387	0.895345	1250	
-0.537860	0.538868	1305	
0.442860	0.482892	1017	
-0.611954	0.205566	307	
0.070936	0.437814	924	
-0.186156	0.877751	1250	
-0.136013	0.284086	633	
0.221973	0.002677	1602	
0.386305	0.705148	1035	
0.192130	0.537236	1101	
-0.088843	0.600193	532	
0.308164	0.373040	797	
0.336468	0.456885	1037	
-0.829866	0.233173	162	
-0.837257	0.322017	433	
0.222655	0.367626	675	
0.452454	0.678060	1458	
-0.710618	0.168042	359	
-0.871129	0.264332	1558	
-0.303287	0.088248	404	
0.204458	0.714376	694	
-0.685556	0.342137	1207	
0.454500	0.663318	1458	
0.708920	0.554604	1630	
-0.948487	0.057320	363	
-0.086625	0.824798	972	
0.337212	0.545918	1382	
0.177623	0.896480	327	
0.150155	0.421819	922	
0.405903	0.357208	672	
-0.686693	0.684126	895	
0.689707	0.510128	1556	
-0.744623	0.621473	835	
-0.521326	0.630871	1561	
0.387491	0.106255	459	
-0.046108	0.585593	736	
-0.492749	0.201010	483	
0.275711	0.760744	837	
-0.281779	0.708897	1150	
0.174750	0.809593	1598	
-0.467184	0.298264	632	
-0.620493	0.520875	1721	
-0.248012	0.242100	1378	
0.369105	0.669237	1035	
-0.006171	0.172196	742	
-0.829848	0.452729	1361	
-0.377028	0.888615	930	
0.394548	0.463344	1175	
