time = 1.552	Re = 10	rotation = 0.24685
0.366052	0.785612	1670	
0.462050	0.068020	1495	
0.031253	0.261034	808	
-0.241289	0.689466	535	
0.734222	0.270228	1426	
-0.153790	0.883593	348	
-0.172511	0.784044	581	
0.166511	0.817383	357	
0.340952	0.583286	1432	
0.617807	0.382484	186	
0.327904	0.692845	1207	
-0.808756	0.442444	849	
-0.644567	0.722367	601	
-0.003102	0.750042	182	
-0.072884	0.226309	984	
-0.398699	0.576103	1095	
0.856895	0.334007	930	
0.341436	0.866005	299	
0.378836	-0.311691	797	
-0.213371	0.821659	1047	
0.423697	-0.027641	934	
0.419360	0.124173	1025	
0.295250	0.536565	717	
-0.207499	0.782872	1395	
-0.356644	0.802578	1346	
0.824463	0.385698	1399	
0.275379	0.640302	999	
-0.554196	0.592194	1703	
0.809773	0.364677	1399	
-0.817511	0.276681	561	
0.446996	0.771237	1511	
-0.145340	0.715993	784	
0.275595	-0.226799	702	
-0.135328	0.285142	1525	
0.401530	0.589668	1701	
0.011664	0.768291	686	
0.635625	0.110838	709	
-0.085236	0.985971	369	
0.145575	0.736998	867	
-0.095901	0.732184	1543	
0.535195	0.303006	1294	
-0.365969	0.597057	1095	
0.476468	0.215096	1139	
0.238204	0.697031	677	
0.095963	0.617822	1370	
-0.606570	0.303204	1027	
0.132585	0.664422	574	
0.059593	0.176387	760	
-0.393027	0.468916	1410	
0.373208	0.193490	1682	
-0.797940	0.339620	621	
0.112302	0.868789	1553	
0.634585	-0.245392	684	
0.202329	-0.176409	394	
-0.132843	0.212488	350	
0.198318	0.330073	1237	
-0.907782	0.335169	1218	
0.605991	0.017170	1596	
0.291136	0.041880	189	
-0.362053	0.517841	981	
0.061713	0.902214	556	
0.408729	0.696032	842	
-0.459707	0.703396	1309	
-0.254919	0.608902	501	
-0.550523	0.596589	1703	
-0.071932	0.978921	369	
0.152305	-0.497815	661	
0.482126	0.322153	932	
0.278752	0.623099	657	
0.450843	0.589603	1569	
0.298731	0.250042	894	
0.758724	-0.089900	870	
0.069580	0.734860	388	
-0.074448	0.918470	1783	
0.549871	0.183866	411	
0.201450	0.789040	499	
0.244630	0.687901	677	
0.418332	-0.217701	675	
0.645442	0.529631	1393	
0.088759	0.317731	978	
0.583342	0.197272	411	
0.659191	-0.122140	1344	
-0.346329	0.511280	981	
0.212237	-0.512476	1531	
0.069575	-0.542424	1111	
-0.349226	0.562645	871	
0.095851	-0.495482	637	
0.420735	-0.312319	963	
0.350811	0.428765	544	
0.706156	0.443351	1288	
-0.476836	0.563171	1314	
0.827057	0.358543	1399	
0.602177	0.236422	1116	
0.594721	0.253258	1116	
0.657142	-0.134233	1344	
0.233101	0.270211	1756	
0.107588	0.592040	1262	
0.218111	0.547190	595	
-0.286069	0.826519	1757	
0.214465	0.154485	769	
0.175029	0.095809	420	
-0.504181	0.691374	1555	
0.722957	0.198696	1211	
-0.150575	0.373164	843	
-0.446683	0.654927	1260	
