time = 15.377	Re = 10	rotation = -17.0798
-0.917409	0.286581	1228	
0.272140	0.831173	6033	
-0.201774	0.661314	4093	
-0.434663	0.349454	5699	
-0.475600	0.407367	1614	
-0.409799	-0.232341	3254	
-0.068771	0.422247	6959	
-0.175596	0.027957	10753	
-0.670536	0.230341	6361	
-0.300564	0.559543	3206	
-0.797637	-0.228273	2196	
0.148891	0.258483	8542	
-0.458933	0.660890	6198	
-0.641792	-0.165883	9006	
0.070664	0.393399	5027	
-0.523202	0.407391	6622	
-0.798954	0.305683	631	
-0.372457	0.052458	6497	
0.338571	0.609002	10260	
0.226892	0.283493	1579	
-0.312999	0.864690	9800	
-0.549427	0.325744	2971	
-0.301025	-0.167554	2048	
-0.909391	0.154109	8604	
-0.473858	0.692525	7558	
-0.132038	0.103387	3302	
-0.682899	0.101528	2719	
0.279333	0.754803	3749	
-0.401096	0.231772	9446	
0.285333	0.656683	438	
-0.805789	-0.038053	5843	
-0.521841	0.601060	10396	
-0.642264	-0.030096	6368	
-0.500711	0.425450	5959	
-0.556346	0.439027	9106	
0.189375	0.781641	862	
-0.825477	0.061783	7391	
-0.451016	0.499553	5504	
-0.794220	0.183102	6731	
-0.535113	0.459247	2838	
-0.509732	0.292870	10947	
-0.873203	0.152499	7831	
0.085583	0.520388	1477	
-0.876015	0.136701	8526	
-0.878138	0.124927	9832	
-0.887461	-0.028906	2323	
-0.738069	0.055621	468	
-0.856170	0.208483	8647	
-0.505017	0.296403	9933	
-0.152767	0.726419	4587	
-0.148524	0.599147	6787	
0.156458	0.603544	7671	
-0.453902	0.260041	10522	
-0.779624	0.203290	9452	
-0.793129	-0.289899	11055	
-0.798762	0.169457	9493	
-0.886316	-0.118342	8370	
-0.461101	0.143347	3878	
-0.196128	0.601042	7239	
-0.737484	-0.119270	5847	
-0.461125	0.066849	2729	
0.067600	0.519480	6088	
-0.885551	0.262937	4700	
-0.722165	0.400170	1451	
-0.257111	0.799005	3284	
-0.543041	0.046452	6822	
0.051150	0.553862	6966	
-0.704838	-0.062382	7143	
0.012648	0.676809	1338	
0.390977	0.618724	8566	
0.476461	0.836146	9501	
-0.796367	0.299024	345	
-0.919227	0.211263	1527	
0.423181	0.726685	7291	
0.655602	0.688589	581	
-0.336161	0.879663	5005	
-0.354530	0.325165	5893	
-0.200015	0.433744	3419	
-0.160921	0.907863	10430	
-0.412441	0.109623	5672	
-0.473453	0.743733	7210	
-0.953294	0.142018	827	
-0.523081	0.656097	10840	
-0.456552	0.051446	3093	
0.072621	0.875696	9741	
-0.790003	0.036225	3858	
0.633578	0.625865	6345	
0.050879	0.381124	1533	
-0.118403	0.875726	7833	
-0.269521	-0.030452	6398	
0.002727	0.493376	659	
-0.210504	0.802593	2825	
-0.728936	0.446599	5091	
-0.432767	0.186895	708	
-0.210570	0.809356	2825	
-0.104716	0.523747	6316	
0.391205	0.675151	1928	
-0.724158	0.009809	9569	
0.193982	0.660216	6169	
-0.047475	0.858383	5574	
-0.690745	0.067968	8339	
-0.389788	-0.146020	10079	
0.172305	0.506905	4719	
-0.667022	0.126333	801	
-0.285912	-0.117470	2650	
0.151882	0.442807	850	
-0.669924	0.404157	1216	
-0.130559	0.081556	6148	
0.384414	0.718077	4770	
-0.099896	0.854269	6857	
0.699465	0.660969	2120	
-0.809858	0.117480	8323	
-0.184958	0.531346	3139	
