time = 7.167	Re = 10	rotation = -9.68857
-0.063115	0.843174	3691	
0.854819	0.282973	3070	
0.371609	-0.091785	3403	
0.876480	0.306356	10195	
0.468019	-0.119191	3102	
-0.665124	0.635261	982	
0.209363	0.494859	3000	
-0.013342	0.442335	9897	
0.676626	0.393017	3805	
0.178568	0.636928	8694	
0.324499	0.483139	5523	
0.904753	0.103844	8136	
0.361370	0.155322	10824	
0.405293	-0.104444	6872	
0.392896	-0.202134	5300	
0.554559	-0.033870	4564	
-0.652896	0.504739	4471	
0.611726	0.531213	1300	
0.319032	-0.178019	1294	
0.921091	0.122821	9392	
0.389793	-0.118239	4786	
0.472071	0.720469	8790	
-0.062902	0.796771	677	
0.620236	0.325752	3221	
0.638263	0.301244	7749	
0.589224	0.521759	7984	
0.023895	0.319650	6258	
-0.014554	0.353393	7069	
-0.137254	0.415063	3543	
-0.241942	0.464423	3655	
-0.330212	0.505237	1414	
-0.401875	0.524193	4867	
-0.407747	0.529465	5564	
-0.333585	0.517417	4901	
-0.276776	0.497195	6426	
-0.260332	0.492715	4303	
-0.324461	0.516077	4901	
-0.339705	0.523590	4901	
-0.356729	0.531586	3797	
-0.432315	0.528772	7466	
-0.462924	0.520871	10259	
-0.502093	0.507567	6085	
-0.517370	0.502415	1131	
-0.515694	0.504704	1131	
-0.516566	0.504686	1131	
-0.517450	0.504130	1131	
-0.521198	0.500391	1131	
-0.503393	0.506591	6085	
-0.464911	0.519772	10259	
-0.398062	0.534227	4867	
-0.341958	0.525378	4901	
-0.332610	0.519530	4901	
-0.249681	0.488946	4303	
-0.239077	0.477543	3475	
-0.187620	0.449950	755	
-0.133495	0.419476	2671	
0.077934	0.324480	3408	
0.146164	0.338028	7317	
0.125969	0.317199	10051	
0.112363	0.296872	1153	
0.164739	0.332044	8118	
0.641186	0.310025	8491	
0.471085	0.366618	3224	
-0.439050	0.737925	6447	
-0.312334	0.761320	1934	
0.484074	0.305344	4335	
0.524331	-0.026940	4484	
-0.061791	0.442433	7906	
0.733132	0.268867	8127	
0.071996	0.451084	416	
0.121050	0.898484	8411	
0.245701	-0.032829	1362	
-0.575187	0.617959	6370	
0.068758	0.603516	7283	
0.278678	-0.054178	4616	
-0.081418	0.905212	10184	
0.592493	0.544615	11065	
0.758327	0.359046	8445	
0.604359	0.570136	1726	
0.372861	-0.053765	9853	
-0.026506	0.752397	9580	
0.059467	0.785968	9286	
0.644501	0.384049	4125	
0.394721	0.466378	3697	
0.371047	0.487470	2198	
0.104619	0.228540	7346	
0.072762	0.195635	10410	
0.041115	0.232202	4129	
0.001814	0.278871	9369	
-0.035822	0.307779	716	
-0.074305	0.328257	2202	
-0.109242	0.342971	4246	
-0.141080	0.354581	1498	
-0.166442	0.362920	8246	
-0.183455	0.368752	3647	
-0.192088	0.371628	3647	
-0.191003	0.371290	3647	
-0.180865	0.367977	3647	
-0.161206	0.361448	8246	
-0.131821	0.352118	6624	
-0.098373	0.339087	4246	
-0.061405	0.323053	1134	
-0.020694	0.298454	2144	
0.019146	0.261208	6870	
0.052981	0.215311	3784	
0.085890	0.196296	8877	
0.178839	0.334711	6497	
0.503714	0.550251	1774	
0.426449	0.490600	10170	
0.391812	0.720820	8960	
0.123588	0.788739	8781	
-0.349937	0.625431	1811	
0.718627	0.047167	10143	
0.619522	-0.072153	6787	
0.104830	0.678031	2284	
-0.903549	0.277052	2579	
0.216316	-0.060886	3170	
0.072789	0.733424	4200	
0.790667	0.116129	9326	
-0.010846	0.889781	4177	
0.243695	-0.108624	8001	
0.628546	0.221755	3005	
0.541334	0.565541	8348	
0.134601	0.307565	8155	
0.162388	0.340849	8118	
0.189289	0.370558	8550	
-0.068773	0.391324	6038	
-0.191963	0.456105	755	
-0.293858	0.507431	6426	
-0.371934	0.535747	2871	
-0.487920	0.516897	3954	
-0.645965	0.421986	1676	
-0.663923	0.409146	3746	
-0.547640	0.499071	441	
-0.468674	0.531224	11029	
-0.476147	0.529064	11029	
-0.489825	0.525785	3954	
-0.557351	0.494597	441	
-0.626607	0.444498	1676	
-0.660559	0.417527	3746	
-0.691280	0.388454	2811	
