time = 4.517	Re = 10	rotation = 0.667408
-0.398923	-0.095941	8956	
-0.432975	-0.090551	3726	
-0.579929	-0.056280	10514	
-0.421624	0.560728	1342	
-0.366129	0.524048	816	
-0.552548	0.645730	3015	
-0.696628	0.212185	753	
-0.849745	-0.146918	5126	
-0.588636	-0.266707	2894	
-0.241664	0.412934	479	
-0.320125	-0.296193	10368	
0.307194	0.856409	1314	
-0.143480	0.469345	2264	
-0.537503	-0.094887	8057	
0.463429	0.694265	8876	
-0.507624	-0.218513	2740	
-0.517805	-0.256077	2572	
-0.711558	-0.243481	9482	
0.249025	0.740126	3731	
0.274102	0.865933	6597	
-0.590737	-0.054412	5147	
-0.170786	-0.134167	3168	
-0.117139	-0.217176	4528	
-0.137095	-0.239626	2050	
-0.143716	-0.233614	2050	
-0.216813	-0.290905	7552	
-0.420043	-0.387298	8649	
-0.479982	-0.383937	7283	
-0.598568	-0.379072	7143	
-0.682642	-0.369067	10571	
-0.752638	-0.350526	4231	
-0.832999	-0.277993	9832	
-0.858221	-0.238419	1898	
-0.798719	-0.306612	8964	
-0.756533	-0.332437	4231	
-0.753577	-0.330448	4231	
-0.794141	-0.309594	8964	
-0.824754	-0.275373	9718	
-0.851294	-0.239222	1898	
-0.884835	-0.186823	8680	
-0.898417	-0.157842	4700	
-0.911131	-0.127196	8814	
-0.918662	-0.101871	10737	
-0.922973	-0.084032	7454	
-0.923813	-0.081494	7454	
-0.923514	-0.083251	7454	
-0.918901	-0.102078	10737	
-0.909576	-0.133282	8814	
-0.896547	-0.163241	4700	
-0.873955	-0.205356	10848	
-0.831094	-0.266969	8526	
-0.808403	-0.294755	9017	
-0.749960	-0.330243	4231	
-0.726842	-0.342378	10667	
-0.682140	-0.354935	10571	
-0.620428	-0.369321	7813	
-0.447122	-0.355815	5258	
-0.386167	-0.335423	1859	
-0.375851	-0.343687	3318	
-0.355388	-0.351457	3281	
-0.299845	-0.340799	9354	
-0.178507	-0.229914	2003	
-0.510095	-0.141014	1297	
0.388538	0.764330	6336	
-0.655231	0.203267	3026	
-0.711512	-0.218130	6529	
-0.459687	-0.217722	2922	
-0.797333	-0.235359	10318	
-0.413150	-0.256343	6978	
-0.824854	0.105807	1620	
-0.283735	0.828259	7789	
-0.105890	0.600335	7671	
-0.794135	-0.110662	3074	
-0.393246	0.372488	2557	
-0.093728	0.671020	5306	
-0.361387	0.799345	9886	
-0.471597	-0.276316	3019	
-0.313286	0.438403	5748	
0.316350	0.787494	7765	
