time = 0.167	Re = 10	rotation = -0.22444
-0.763970	0.353092	6522	
-0.763414	0.354437	6522	
-0.761917	0.357916	7868	
-0.759466	0.363556	6400	
-0.755955	0.371298	6400	
-0.751491	0.380726	6400	
-0.745917	0.391899	5827	
-0.739132	0.404971	5827	
-0.731117	0.419773	5024	
-0.721897	0.436120	5024	
-0.711329	0.453511	6192	
-0.699239	0.472046	5874	
-0.685665	0.491381	4613	
-0.670703	0.511196	5156	
-0.654316	0.531712	5168	
-0.636631	0.552533	5234	
-0.617609	0.573537	6299	
