time = 0.087	Re = 10	rotation = -0.0687655
-0.661252	0.521295	4310	
-0.660453	0.522410	4310	
-0.658208	0.525382	4201	
-0.654528	0.530179	4201	
-0.649374	0.536707	4201	
-0.642870	0.544669	5588	
-0.634830	0.554108	6366	
-0.625141	0.565072	5685	
-0.613870	0.577403	6873	
