time = 0.137	Re = 10	rotation = -0.160245
-0.724945	0.427211	7599	
-0.724285	0.428467	7599	
-0.722438	0.431749	7599	
-0.719440	0.437025	2064	
-0.715189	0.444285	2064	
-0.709795	0.453138	2510	
-0.703109	0.463636	8859	
-0.694995	0.475904	1555	
-0.685556	0.489733	1779	
-0.674771	0.505005	8846	
-0.662626	0.521226	6522	
-0.648864	0.538429	6400	
-0.633511	0.556337	5827	
-0.616680	0.574633	4466	
