time = 9.167	Re = 10	rotation = -12.3925
-0.277286	0.850897	6480	
0.581256	-0.095659	10562	
0.401073	0.202884	6107	
0.728312	-0.001966	10239	
0.241082	-0.047291	5486	
-0.916625	0.171429	7365	
0.481045	0.163531	7132	
0.367167	0.503522	5728	
-0.660579	0.525485	5168	
-0.808184	0.391240	5335	
0.521952	-0.049958	3778	
0.775368	-0.064560	2727	
0.788315	0.231709	6198	
0.346655	0.055290	4413	
0.171234	-0.033063	7489	
0.339190	-0.003372	743	
0.078571	0.497055	1877	
0.659820	0.159318	4718	
0.267075	0.063422	9338	
0.794222	-0.049822	3181	
0.316936	0.017348	7158	
0.733743	0.068050	4026	
-0.737219	0.538733	5964	
0.688239	0.482145	9762	
-0.652825	0.494863	544	
-0.518549	0.697564	7715	
0.206315	0.285706	4127	
0.335276	0.415192	3834	
0.086535	0.202842	8877	
0.014536	0.291795	8874	
-0.124778	0.375891	470	
-0.223268	0.425433	2391	
-0.225890	0.431751	2391	
-0.133408	0.387259	470	
-0.039896	0.342935	7866	
-0.015468	0.330515	6121	
-0.120320	0.381471	1506	
-0.142227	0.394826	3449	
-0.164112	0.408005	5869	
-0.247886	0.442696	3192	
-0.273203	0.453484	3199	
-0.300093	0.466371	5152	
-0.306979	0.472046	8999	
-0.302548	0.472408	8999	
-0.302448	0.472889	8999	
-0.303334	0.473078	8999	
-0.310057	0.473118	8999	
-0.302017	0.466442	5152	
-0.275518	0.453835	3199	
-0.212014	0.430265	872	
-0.145175	0.397156	3449	
-0.132400	0.388426	470	
-0.000153	0.321159	6202	
0.015071	0.303966	7840	
0.057773	0.246814	4268	
0.089211	0.214378	1185	
0.798426	0.328538	5733	
-0.057065	0.764033	812	
-0.105036	0.759373	9332	
-0.112208	0.766496	7547	
-0.150324	0.746481	5772	
-0.750286	0.423766	7204	
-0.056626	0.598795	6957	
-0.559070	0.538444	2350	
-0.341286	0.612564	1489	
0.057377	0.593428	8615	
0.413768	0.191092	2773	
0.254016	0.414544	2979	
0.372911	-0.083624	3403	
0.657655	0.406376	2073	
0.217968	0.899749	1475	
0.344017	0.641706	4875	
0.544752	0.112914	7402	
0.490661	0.211899	1192	
0.242220	0.640417	4019	
-0.099707	0.915748	4805	
0.859907	0.267272	2690	
0.432282	-0.018387	1090	
0.135913	0.750797	6681	
0.132845	0.657582	6019	
-0.286297	0.633222	5860	
-0.244363	0.845872	888	
-0.687025	0.549262	7430	
-0.153073	0.720919	4453	
0.373474	0.628359	3345	
0.198357	0.257025	9066	
0.442646	0.491134	10558	
0.601901	0.325681	3180	
0.316060	0.139472	4430	
0.253652	0.344154	1161	
0.311578	0.438387	10772	
0.120179	0.132755	5433	
0.110646	0.111236	5348	
0.080463	0.125112	5244	
0.060999	0.138536	5462	
0.052519	0.145977	6344	
0.053567	0.145005	6344	
0.063844	0.136428	5462	
0.086620	0.121676	5352	
0.120895	0.107885	7126	
0.140793	0.284493	6516	
0.417382	0.505230	1360	
0.158475	0.149508	9007	
0.316820	0.154244	3040	
-0.074210	0.788139	677	
0.262710	0.166042	5490	
-0.167125	0.741932	6014	
-0.554897	0.676436	9656	
-0.445982	0.602790	3096	
0.595534	-0.053429	2953	
0.164948	0.868342	7375	
0.010695	0.454212	4759	
0.397632	-0.209949	5300	
0.279924	-0.192275	10651	
-0.399174	0.612626	597	
-0.790364	0.267934	2510	
0.182907	0.671549	5950	
-0.745658	0.514666	6686	
0.534221	-0.175249	9176	
0.006575	0.909199	10607	
0.278095	0.743975	10667	
-0.257502	0.807380	5730	
0.144285	0.845882	5387	
-0.139360	0.760563	5715	
-0.092231	0.755488	10382	
0.077027	0.778105	10124	
0.328662	0.460828	8006	
0.055950	0.257258	6398	
