time = 0.107	Re = 10	rotation = -0.102052
-0.685584	0.488514	5685	
-0.684834	0.489676	5685	
-0.682722	0.492754	5685	
-0.679267	0.497723	5685	
-0.674395	0.504523	6873	
-0.668235	0.512823	6858	
-0.660646	0.522606	6858	
-0.651492	0.534036	5675	
-0.640824	0.546962	9389	
-0.628688	0.561166	7599	
-0.615138	0.576161	2064	
