time = 0.117	Re = 10	rotation = -0.120499
-0.698477	0.469633	6858	
-0.697752	0.470823	6858	
-0.695721	0.473958	6858	
-0.692403	0.479002	6858	
-0.687722	0.485941	5675	
-0.681801	0.494404	5675	
-0.674465	0.504462	6694	
-0.665604	0.516214	7599	
-0.655288	0.529462	7599	
-0.643636	0.543964	2510	
-0.630502	0.559348	8859	
-0.615696	0.575584	1779	
