time = 8.157	Re = 10	rotation = -10.5958
-0.147304	0.863682	1418	
0.749998	0.091442	7467	
0.300611	-0.057497	6723	
0.826194	0.093721	9650	
0.295852	-0.145444	5980	
-0.833685	0.432579	2984	
0.715907	0.308454	7753	
0.142837	0.359719	3581	
0.519773	0.347864	5080	
-0.308763	0.775773	4012	
0.744964	0.223720	8161	
0.838138	-0.013084	7876	
0.361233	0.622379	9273	
0.282025	-0.093719	7540	
0.216457	-0.197892	8906	
0.375297	-0.100094	4702	
-0.052386	0.612794	6567	
0.812988	0.364109	1106	
0.178510	-0.123258	4645	
0.858172	0.013043	3709	
0.259174	-0.103417	4850	
0.849176	0.183803	5595	
-0.390809	0.776100	6447	
-0.155578	0.729300	5952	
-0.023247	0.744145	9411	
0.006762	0.772649	812	
0.126500	0.241013	7388	
0.101536	0.241912	4479	
0.026779	0.326127	7064	
-0.102093	0.398941	470	
-0.222571	0.459335	2287	
-0.289492	0.501417	8361	
-0.290271	0.508450	8361	
-0.226427	0.471453	3199	
-0.156264	0.435729	8349	
-0.133994	0.427509	5869	
-0.216702	0.466959	3655	
-0.231696	0.479076	3199	
-0.245245	0.492069	4351	
-0.306617	0.517136	6588	
-0.328081	0.523326	3700	
-0.353434	0.530395	3921	
-0.362065	0.533635	3801	
-0.357928	0.535232	3801	
-0.358049	0.535700	3801	
-0.358966	0.535631	3801	
-0.365549	0.533717	3801	
-0.355182	0.530039	3921	
-0.330132	0.523216	3700	
-0.278615	0.509605	8903	
-0.233484	0.481455	3199	
-0.225161	0.473043	3199	
-0.118369	0.421785	4987	
-0.101659	0.409382	3543	
-0.031934	0.372289	3075	
0.030456	0.329695	7064	
0.376576	0.450333	4628	
0.636907	0.464409	10979	
0.624191	0.474038	3286	
0.569994	0.506127	821	
0.647318	0.417369	9202	
-0.014152	0.746601	10543	
-0.564901	0.573759	3750	
-0.808163	0.413043	974	
-0.794058	0.388838	9885	
-0.557949	0.590121	3756	
0.378552	-0.050318	6971	
0.097707	0.347845	5291	
0.537649	-0.077804	3730	
0.234263	0.419767	3242	
0.189946	0.896320	8411	
