time = 0.097	Re = 10	rotation = -0.08476
-0.673096	0.505764	4201	
-0.672321	0.506899	4201	
-0.670149	0.509912	5588	
-0.666590	0.514781	6366	
-0.661568	0.521450	5685	
-0.655224	0.529575	5685	
-0.647382	0.539190	6873	
-0.637919	0.550396	6858	
-0.626958	0.562953	5675	
-0.614499	0.576757	6694	
