time = 2.207	Re = 10	rotation = -3.32757
-0.144784	0.474257	3318	
-0.138980	0.474995	1859	
-0.124894	0.476956	2265	
-0.102612	0.480819	2043	
-0.069718	0.489745	6978	
-0.027215	0.506869	6433	
0.033162	0.542513	7175	
0.145980	0.631479	1840	
0.518392	0.592746	5026	
0.677688	0.415558	8406	
-0.616269	0.585454	10706	
0.021859	0.829869	4231	
0.716419	0.350175	10162	
0.427524	0.329870	2362	
0.494432	0.227832	3977	
0.525859	0.210206	5696	
0.531519	0.227909	6547	
0.525162	0.241915	6547	
0.503683	0.238874	5698	
0.016149	0.831143	4231	
-0.144478	0.502830	2278	
-0.280150	0.551106	6957	
-0.425903	0.531058	8145	
-0.479435	0.517687	5923	
-0.488068	0.519303	5923	
-0.679635	0.399506	4114	
-0.858409	0.161816	7450	
-0.893563	0.168442	9330	
-0.887846	0.262299	6672	
-0.849570	0.361614	982	
-0.807398	0.444024	1183	
-0.751215	0.522460	10086	
-0.720720	0.556378	9552	
-0.729066	0.541012	7690	
-0.743984	0.518516	6320	
-0.736423	0.525703	6320	
-0.713114	0.554627	9552	
-0.692216	0.576986	9840	
-0.668217	0.601278	7719	
-0.647645	0.620890	6346	
-0.634606	0.631974	5178	
-0.621440	0.642911	1313	
-0.612831	0.650257	1313	
-0.607885	0.654271	524	
-0.606890	0.655422	524	
-0.610768	0.652664	524	
-0.616953	0.647576	1313	
-0.628653	0.637617	5178	
-0.642207	0.626664	6346	
-0.659629	0.610488	6346	
-0.684792	0.584813	6832	
-0.708882	0.559476	9552	
-0.737116	0.524109	6320	
-0.764214	0.490058	8255	
-0.792693	0.446635	1183	
-0.819267	0.397449	4874	
-0.843033	0.339889	7244	
-0.863905	0.278081	6464	
-0.870480	0.227928	5964	
-0.857215	0.207614	6341	
-0.807602	0.261966	5168	
-0.579356	0.484811	1095	
0.013877	0.647093	2753	
0.567693	0.609167	7860	
0.596557	0.566358	10278	
0.389393	0.724388	1300	
0.087551	0.630580	7409	
0.105694	0.634609	4269	
0.076192	0.619397	6487	
0.081290	0.630018	6487	
0.146244	0.675426	1306	
0.275812	0.739252	1965	
0.332393	0.743760	1473	
0.271594	0.741456	10379	
0.203844	0.717863	2081	
0.123276	0.677974	2225	
0.051770	0.644500	2616	
-0.044053	0.609448	5015	
-0.134433	0.587346	7283	
-0.223895	0.572220	8395	
-0.311079	0.556042	7946	
-0.391225	0.534760	520	
-0.455875	0.508601	2185	
-0.512022	0.481325	4994	
-0.562905	0.450595	1489	
-0.602075	0.420829	663	
-0.637112	0.388503	3096	
-0.665419	0.356834	1977	
-0.688547	0.326320	5049	
-0.704663	0.302004	2350	
-0.716633	0.282544	3454	
-0.724736	0.266949	2866	
-0.731571	0.253458	669	
-0.736783	0.242500	1077	
-0.739999	0.235366	1077	
-0.741655	0.231557	1077	
-0.741696	0.231792	1077	
-0.740081	0.235920	1077	
-0.736705	0.243951	1077	
-0.731104	0.256097	669	
-0.724125	0.270388	2866	
-0.716025	0.286377	3454	
-0.702331	0.308565	2350	
-0.683098	0.336429	5049	
-0.658690	0.367316	3059	
-0.628516	0.399406	435	
-0.592132	0.430653	597	
-0.547088	0.462955	1811	
-0.492491	0.493033	5860	
-0.433231	0.520672	8145	
-0.360605	0.545542	5895	
-0.279179	0.563882	2624	
-0.194219	0.578268	9775	
-0.100517	0.596077	7386	
-0.004648	0.623816	3164	
0.103098	0.670262	1061	
0.246481	0.737596	3417	
0.449309	0.700152	1620	
0.524290	0.643958	9262	
0.516237	0.654112	9262	
0.184861	0.720484	2656	
-0.294422	0.584828	2192	
-0.713338	0.378780	4769	
-0.837054	0.233580	6819	
-0.862432	0.244651	6672	
-0.844566	0.320487	7244	
-0.808484	0.408342	4874	
-0.755839	0.495117	9751	
-0.694176	0.568608	10682	
-0.631645	0.629600	5178	
-0.576791	0.672721	6373	
-0.527514	0.706634	888	
-0.488769	0.725971	8733	
-0.467858	0.729866	8733	
-0.461873	0.726886	9393	
-0.450485	0.730524	8104	
-0.434201	0.737857	10015	
-0.418426	0.745311	10015	
-0.404809	0.751420	5476	
-0.393828	0.756298	6294	
-0.385331	0.759940	6294	
-0.379259	0.762821	5538	
-0.375199	0.764562	5538	
-0.373916	0.765425	5538	
-0.375004	0.765240	5538	
-0.378410	0.764106	5538	
-0.384048	0.761983	6294	
-0.391358	0.758730	6294	
-0.401082	0.754287	5476	
-0.412228	0.748727	6183	
-0.426185	0.741793	10015	
-0.441205	0.733604	8104	
-0.459387	0.723791	9393	
-0.474914	0.714147	8823	
-0.493676	0.702019	6550	
-0.514385	0.687909	5730	
-0.536263	0.671585	6335	
-0.558599	0.653182	10406	
-0.580193	0.633638	853	
-0.600662	0.614696	7766	
-0.618427	0.594691	10706	
-0.632104	0.575181	5034	
-0.638357	0.559661	5719	
-0.630665	0.552324	5034	
-0.600465	0.557850	4012	
-0.534530	0.580446	10263	
-0.422642	0.612486	5235	
-0.355202	0.628077	10943	
-0.386145	0.619563	4453	
-0.451386	0.601443	5957	
-0.517845	0.578777	10799	
-0.573082	0.553785	3739	
-0.616629	0.527498	2688	
-0.650367	0.501531	4912	
-0.677329	0.477139	4890	
-0.699922	0.452855	5548	
-0.719525	0.428332	5516	
-0.737181	0.399902	5464	
-0.752345	0.372743	6370	
-0.764616	0.346706	5297	
-0.775785	0.319499	4592	
-0.785013	0.294561	5234	
-0.793287	0.270451	5168	
-0.800167	0.247921	4471	
-0.806095	0.226975	5156	
-0.811015	0.207440	4613	
-0.814846	0.188225	6192	
-0.817673	0.170558	5032	
-0.820018	0.153906	4315	
-0.821759	0.139955	5024	
-0.823062	0.127762	4466	
-0.823637	0.118157	4466	
-0.824333	0.110260	4466	
-0.824853	0.104265	5827	
-0.825185	0.100340	5827	
-0.825400	0.098292	6400	
-0.825666	0.098442	6400	
-0.825849	0.100846	5827	
-0.825932	0.105373	5827	
-0.825881	0.112068	4466	
-0.825711	0.120799	4466	
-0.825504	0.131253	5024	
-0.824668	0.144274	5024	
-0.823130	0.158958	4315	
-0.820815	0.175812	6192	
-0.817782	0.193828	6192	
-0.813852	0.212912	4613	
-0.808754	0.233843	5156	
-0.802563	0.256471	4471	
-0.795292	0.280444	5168	
-0.786610	0.305309	6299	
-0.776279	0.331194	7166	
-0.764483	0.357483	6370	
-0.751121	0.384108	7598	
-0.736324	0.411359	7292	
-0.720150	0.438676	6435	
-0.702566	0.466102	5548	
-0.683928	0.492737	5559	
-0.663775	0.519177	5630	
-0.642215	0.545477	5719	
-0.619411	0.571404	5034	
