time = 11.467	Re = 10	rotation = -3.92999
-0.695357	0.620132	447	
-0.174872	0.319803	1552	
-0.860749	0.029515	10148	
0.077740	0.508860	3330	
-0.328000	0.694072	6504	
-0.662333	-0.433505	8984	
-0.642404	-0.037206	5000	
-0.853746	-0.175655	10841	
0.253077	0.770083	4392	
-0.365190	-0.286202	3974	
-0.461428	0.276527	2242	
0.233499	0.617304	4240	
-0.067141	0.493516	9614	
-0.777962	0.397825	10276	
-0.265475	0.730037	2436	
-0.508961	0.382511	3206	
-0.158799	0.651729	1113	
-0.794420	0.201807	6513	
0.062109	0.865621	7597	
0.256846	0.631843	4102	
-0.427572	0.749061	6280	
0.004768	0.473492	3790	
-0.730445	-0.365790	7788	
-0.413120	0.336718	4956	
-0.257877	-0.207653	7179	
-0.672151	-0.324899	6363	
-0.605530	0.439737	5394	
-0.786772	-0.045414	8189	
-0.366973	0.067316	8940	
-0.549793	0.107199	6733	
-0.396126	0.147095	6003	
-0.124995	0.011564	482	
-0.120278	-0.019482	9932	
-0.376229	0.146582	6505	
-0.637358	-0.011925	7662	
-0.223937	0.026854	1623	
-0.388242	0.141307	6003	
-0.358108	0.148536	7039	
-0.305919	0.146925	2224	
-0.036422	-0.135560	10053	
-0.001213	-0.179083	6931	
-0.011085	-0.219365	7316	
-0.020833	-0.231234	4524	
-0.018371	-0.225881	4524	
-0.018850	-0.226049	4524	
-0.019537	-0.227286	4524	
-0.024442	-0.235493	4524	
-0.011852	-0.221650	7316	
-0.000106	-0.182343	6931	
-0.135764	0.051907	6295	
-0.351714	0.148611	6423	
-0.375530	0.145547	6505	
-0.361715	0.081433	654	
-0.464806	0.089565	4735	
-0.664382	0.530520	3261	
-0.241567	-0.017615	10704	
-0.232033	0.440226	4810	
-0.616601	-0.297169	7730	
-0.496795	-0.261894	3177	
-0.486509	-0.217465	5750	
-0.557809	0.328816	8785	
-0.280299	-0.201684	5543	
-0.501793	0.561733	4495	
-0.255678	-0.267833	7252	
-0.171781	-0.212792	1263	
0.361967	0.791567	854	
-0.242877	0.651460	4242	
-0.701953	-0.116735	10829	
-0.746276	0.137733	9146	
0.167985	0.869745	7944	
0.211691	0.919696	11003	
-0.143763	0.506518	4353	
-0.611092	0.621705	3863	
-0.380281	-0.178884	10971	
-0.124811	0.873219	6820	
-0.311645	0.878110	972	
0.014796	0.601090	3237	
-0.617065	-0.088085	5728	
-0.338728	0.818368	9886	
-0.664468	-0.291942	9569	
-0.178783	-0.163766	7998	
-0.727650	0.575821	9392	
-0.312646	-0.223986	8191	
-0.185670	0.536961	6962	
-0.821621	-0.011745	3503	
-0.458060	-0.014611	1852	
-0.506908	-0.207839	2740	
-0.322530	0.657343	6827	
-0.705454	0.288441	1052	
-0.821735	0.226452	9425	
-0.700766	-0.149678	3345	
-0.183146	0.771751	3666	
-0.178420	0.751173	4214	
-0.282522	0.059675	2294	
-0.622081	0.399984	7523	
-0.142322	0.742119	1788	
-0.372407	0.496979	8043	
-0.581298	0.435328	4157	
-0.504851	0.072896	5107	
-0.110163	0.780664	5391	
-0.621167	0.418646	7467	
-0.889935	0.083029	9928	
-0.633573	0.061344	2971	
-0.702027	0.319195	8161	
-0.906737	-0.067669	10737	
-0.639620	0.052354	648	
-0.610001	0.327003	5664	
-0.671819	-0.329761	6363	
-0.212743	-0.198211	8739	
-0.217418	0.319040	4702	
0.153106	0.909781	8256	
-0.718696	0.350362	10333	
-0.285196	0.210236	4413	
