time = 0.003	Re = 40	rotation = 7.95775e-11
0.592845	0.688531	1857	
0.623564	-0.231237	2911	
0.297535	-0.886574	2823	
0.272656	-0.044670	1333	
0.812169	-0.040046	2198	
0.392785	0.672158	1779	
0.337396	0.296344	550	
0.368242	0.914310	1501	
0.140351	0.740175	2358	
0.473608	0.601822	1832	
0.520477	0.357759	4362	
0.720633	0.164040	385	
0.537373	0.517231	1726	
0.186332	0.473836	4740	
0.216550	-0.729564	2557	
0.324141	-0.700650	502	
0.222321	-0.227022	4935	
0.902598	-0.100100	1078	
0.099280	0.939618	1152	
0.653140	-0.658181	2047	
0.358152	0.501372	677	
0.607831	-0.349906	3276	
0.581850	-0.171263	512	
0.474698	0.247020	2396	
0.338008	0.349505	1261	
0.317202	0.556691	3217	
0.878193	0.019249	3034	
0.480894	0.377322	4770	
0.216822	0.130378	1940	
0.865103	0.017938	3034	
0.083112	-0.444563	2639	
0.647174	0.682772	2554	
0.264730	-0.204358	1396	
0.552821	-0.670119	613	
0.369808	-0.707116	1668	
0.569618	0.407475	4371	
0.288476	-0.133424	2246	
0.756107	-0.207803	3053	
0.896038	0.277842	985	
0.116202	0.534047	2189	
0.411820	0.350878	4112	
0.249796	-0.373563	2364	
0.659668	0.066413	1743	
0.230533	-0.210261	4660	
0.618809	-0.050265	933	
0.470132	0.432149	3455	
0.287991	-0.233076	4018	
0.102863	-0.815252	4666	
0.354047	0.103633	4463	
0.033625	0.937924	691	
0.320997	-0.557475	4121	
0.141264	-0.805480	4472	
0.537023	-0.104148	366	
0.099569	-0.295377	2665	
0.469249	0.682280	2913	
0.508315	-0.666305	3130	
0.411397	-0.720055	3098	
0.373291	-0.159849	2168	
0.749999	-0.321192	2814	
0.489549	-0.322030	447	
0.179490	-0.658027	2716	
0.463451	0.749146	4071	
0.944120	0.216506	3830	
0.596655	0.567288	3513	
0.267263	0.358181	2094	
0.964490	0.108485	4143	
0.212391	-0.555114	4225	
0.218749	0.139147	1496	
0.617658	0.084998	1622	
0.478596	0.354163	4324	
0.607045	0.429394	3006	
0.469497	-0.087971	2537	
0.229219	0.763171	3930	
0.904425	0.291569	1700	
0.324683	0.039422	3197	
0.425452	0.770675	4089	
0.679879	-0.087740	2171	
0.483409	0.577479	1208	
0.229442	0.760595	3930	
0.313692	0.914902	2012	
0.471752	0.423168	3455	
0.153694	0.460884	1865	
0.646264	-0.570239	881	
0.186458	0.615161	1647	
0.747079	0.349695	3165	
0.276894	-0.650182	3879	
0.704474	-0.073700	2567	
0.164959	-0.750334	1972	
0.217450	0.498509	433	
0.209157	-0.426170	2694	
0.703495	-0.636738	3630	
0.512393	0.160894	3914	
0.787542	0.212951	391	
0.218403	-0.089662	3411	
0.878870	-0.015464	3118	
0.715561	-0.027681	3514	
0.708548	-0.003720	2626	
0.410492	-0.143552	766	
0.297842	-0.197735	2920	
0.120657	0.961399	1152	
0.406120	0.138422	4166	
0.343605	0.577746	4147	
0.411372	-0.281457	3923	
0.399499	-0.396338	3042	
0.304582	0.765720	563	
0.250623	0.354824	2094	
0.810424	-0.135704	4340	
0.379034	-0.806901	4605	
0.256140	0.183870	1968	
0.476477	-0.024131	2630	
0.458515	0.049185	2321	
0.442015	0.705270	2304	
0.433439	0.653741	1360	
0.660040	-0.586811	389	
0.847275	0.362718	373	
0.178367	-0.860282	4742	
0.009688	0.784099	891	
0.133465	0.558384	1275	
0.490819	-0.061003	3621	
0.882709	-0.023180	3880	
0.414567	-0.651776	1625	
0.475289	0.567296	835	
0.556429	-0.680266	613	
0.143829	0.298926	1903	
0.539224	-0.348630	856	
0.147014	-0.680260	2477	
0.129412	0.157845	2152	
0.092260	0.821089	2325	
0.082972	0.600757	797	
0.426306	-0.053559	989	
0.580197	0.432488	1660	
0.308286	-0.534269	3188	
0.621678	0.726045	2284	
0.085001	-0.811084	4212	
0.936746	-0.105243	1104	
0.727696	0.484476	2245	
0.306986	-0.760457	3884	
0.443879	-0.216451	3336	
0.531849	0.690715	925	
0.536275	0.360540	1337	
0.092028	-0.888068	4410	
0.086532	-0.525653	388	
0.839513	0.044741	410	
0.513075	0.299664	2551	
0.580152	0.542178	3538	
0.376227	-0.017951	625	
0.374323	-0.908681	1507	
0.310068	0.663039	4393	
0.807023	0.280048	3303	
0.368102	-0.374493	1819	
0.683573	-0.238542	3216	
0.853940	-0.004644	3118	
0.427834	0.645119	1360	
0.738227	-0.105712	3754	
0.397533	0.477365	4891	
0.257233	-0.236480	3281	
0.121060	-0.516909	843	
0.228264	-0.020981	1253	
0.891523	-0.283785	4559	
0.385237	0.833454	481	
0.113817	0.262251	1376	
0.132815	-0.251511	2659	
0.324405	0.360231	1350	
0.795535	0.007867	2897	
0.296242	0.771925	1101	
0.351871	0.476781	3532	
0.555361	-0.596965	3898	
0.548519	0.039286	371	
0.148829	-0.736296	1972	
0.707917	0.418144	1228	
0.611748	0.343814	2594	
0.447516	0.392154	2888	
0.378326	-0.799936	4605	
0.019301	0.959147	564	
0.148478	-0.482595	2199	
0.215529	0.159825	2092	
0.277774	0.789726	4390	
0.168576	0.802966	4096	
0.329936	0.778467	2286	
