time = 0.001	Re = 1	rotation = 0
0.185689	0.688531	3644	
0.247127	-0.231237	2709	
-0.404931	-0.886574	4855	
-0.454687	-0.044670	5949	
0.624337	-0.040046	343	
-0.214430	0.672158	10321	
-0.325208	0.296344	8725	
-0.263517	0.914310	6590	
-0.052784	0.601822	1640	
0.040955	0.357759	1177	
0.441265	0.164040	549	
0.074746	0.517231	2266	
-0.788185	-0.052799	5278	
-0.627335	0.473836	5994	
-0.566899	-0.729564	8159	
-0.351718	-0.700650	10547	
-0.555357	-0.227022	9895	
0.805197	-0.100100	7640	
0.226127	0.804697	6815	
0.306280	-0.658181	5294	
-0.283696	0.501372	3504	
0.215661	-0.349906	9492	
-0.923149	0.268548	9401	
0.917899	0.305581	5521	
0.163701	-0.171263	4045	
-0.050605	0.247020	3101	
-0.323985	0.349505	2704	
-0.365597	0.556691	1979	
0.899142	0.325054	960	
0.756387	0.019249	8773	
-0.888571	-0.097682	9685	
-0.960025	-0.116578	5698	
-0.038213	0.377322	5414	
-0.566356	0.130378	2977	
0.730205	0.017938	6451	
-0.833775	-0.444563	10936	
0.294348	0.682772	10600	
-0.470540	-0.204358	2610	
0.105643	-0.670119	7682	
-0.260384	-0.707116	2290	
0.139237	0.407475	8212	
-0.423047	-0.133424	6733	
0.512213	-0.207803	11325	
0.792077	0.277842	4779	
0.783109	0.360111	5444	
-0.101605	0.957142	1238	
-0.767596	0.534047	9333	
-0.176360	0.350878	7998	
-0.500407	-0.373563	2222	
0.930832	0.176930	9982	
0.319337	0.066413	6142	
-0.538934	-0.210261	8182	
0.237617	-0.050265	923	
-0.059736	0.432149	1688	
-0.424018	-0.233076	6068	
0.498340	0.756904	1280	
-0.291907	0.103633	3090	
-0.358006	-0.557475	1431	
0.074045	-0.104148	1918	
-0.800862	-0.295377	4780	
-0.061502	0.682280	7438	
0.016631	-0.666305	9613	
0.558102	0.729867	8160	
-0.177207	-0.720055	7803	
-0.253418	-0.159849	6807	
-0.898824	-0.269008	3713	
0.499998	-0.321192	6537	
-0.641019	-0.658027	11075	
-0.073098	0.749146	825	
0.888240	0.216506	8217	
0.193311	0.567288	8134	
0.000053	-0.899260	8149	
-0.465475	0.358181	4528	
0.728563	0.501688	6245	
0.928980	0.108485	10494	
-0.575219	-0.555114	8358	
-0.562501	0.139147	4243	
-0.095782	0.940473	1251	
0.361089	-0.829409	7451	
-0.887163	-0.024325	6516	
0.235316	0.084998	5598	
0.709227	0.487669	6833	
-0.042807	0.354163	4702	
0.214090	0.429394	6012	
-0.061006	-0.087971	2040	
-0.541561	0.763171	9957	
0.808850	0.291569	5473	
-0.350634	0.039422	5148	
-0.149097	0.770675	8890	
0.359759	-0.087740	3087	
-0.033183	0.577479	10293	
-0.541116	0.760595	9957	
-0.056497	0.423168	2278	
-0.692611	0.460884	10363	
0.292529	-0.570239	7515	
-0.627084	0.615161	7391	
0.494159	0.349695	3203	
-0.446212	-0.650182	7321	
0.408949	-0.073700	4620	
0.680857	-0.590268	7653	
0.493988	-0.814808	541	
-0.565099	0.498509	8677	
-0.581686	-0.426170	10638	
0.354527	-0.873923	9238	
0.111298	-0.981520	8108	
0.406990	-0.636738	6379	
0.575084	0.212951	9216	
-0.563194	-0.089662	6254	
0.757739	-0.015464	8563	
0.431122	-0.027681	4893	
0.417096	-0.003720	4362	
0.689100	-0.611316	8031	
0.724620	0.560853	10451	
-0.179016	-0.143552	5976	
-0.404316	-0.197735	8261	
-0.187759	0.138422	4555	
-0.312789	0.577746	8662	
-0.177255	-0.281457	9279	
-0.201002	-0.396338	11290	
-0.349379	0.905741	4385	
-0.972103	0.066931	5771	
-0.390836	0.765720	9773	
-0.498755	0.354824	7672	
0.620848	-0.135704	10197	
0.504269	0.659204	6370	
-0.241932	-0.806901	6816	
-0.487721	0.183870	6934	
-0.082971	0.049185	8853	
-0.115969	0.705270	8304	
-0.133122	0.653741	7234	
0.018684	-0.827246	3486	
0.320080	-0.586811	8661	
0.694551	0.362718	8859	
-0.733070	0.558384	9386	
0.850327	0.430357	11382	
0.765419	-0.023180	8563	
-0.170865	-0.651776	5099	
-0.049421	0.567296	8296	
0.112859	-0.680266	5718	
-0.712341	0.298926	9616	
0.078447	-0.348630	1820	
-0.705972	-0.680260	7864	
-0.741175	0.157845	6525	
-0.147388	-0.053559	3880	
0.160394	0.432488	5746	
-0.383428	-0.534269	500	
0.006855	0.907443	8150	
0.115623	-0.805063	7119	
0.243357	0.726045	1621	
0.267216	0.898595	1904	
0.873493	-0.105243	7487	
0.455393	0.484476	5304	
-0.386028	-0.760457	5116	
-0.112243	-0.216451	1451	
0.063698	0.690715	8363	
0.072549	0.360540	2621	
0.218355	-0.803044	7933	
-0.826935	-0.525653	5299	
0.679026	0.044741	10463	
0.089182	-0.935069	1252	
0.160303	0.542178	2324	
-0.247547	-0.017951	6888	
-0.251354	-0.908681	11150	
-0.379865	0.663039	4539	
0.614046	0.280048	4875	
-0.263795	-0.374493	451	
0.367146	-0.238542	4900	
0.267862	0.853758	1462	
0.707880	-0.004644	5222	
-0.144331	0.645119	7234	
0.476453	-0.105712	5301	
0.937806	-0.273677	9154	
-0.204933	0.477365	4783	
-0.101833	0.874569	7957	
-0.485533	-0.236480	4027	
0.394283	0.794140	6826	
-0.757880	-0.516909	1225	
-0.543473	-0.020981	6965	
0.783045	-0.283785	5611	
-0.229525	0.833454	8733	
-0.772367	0.262251	9694	
-0.734370	-0.251511	1659	
-0.351190	0.360231	4750	
0.591069	0.007867	6832	
-0.407515	0.771925	10327	
-0.296259	0.476781	3548	
0.110723	-0.596965	10132	
0.097038	0.039286	10740	
0.415835	0.418144	6879	
0.223497	0.343814	3510	
-0.104968	0.392154	9749	
-0.243348	-0.799936	5312	
-0.703044	-0.482595	6834	
-0.568942	0.159825	3198	
0.776087	0.417218	7556	
-0.444453	0.789726	7276	
-0.946955	0.251273	9197	
-0.340129	0.778467	6775	
-0.226346	0.060178	6708	
0.354229	0.278055	8381	
0.096723	-0.454634	6941	
0.270114	-0.400713	9446	
-0.079561	-0.950945	2235	
0.116130	-0.277697	2653	
0.005419	-0.692745	10325	
-0.148985	0.812344	9822	
0.381787	-0.801167	1501	
-0.420448	0.078147	4619	
0.448296	-0.222265	9324	
-0.545832	-0.090280	4664	
0.829581	0.334570	7807	
-0.118668	0.370184	2674	
0.839063	0.084914	7792	
0.613339	-0.077986	10315	
0.653648	0.078236	4258	
-0.343393	-0.191150	2400	
0.089295	0.243386	9916	
-0.241288	0.084259	1167	
-0.758161	0.361394	6983	
-0.367024	-0.506930	7026	
0.125566	0.812708	8542	
0.160214	0.195873	4392	
-0.523913	0.161775	7950	
-0.708260	-0.328738	9340	
0.251056	-0.277389	3172	
-0.131689	0.035224	6755	
-0.050664	-0.631275	5769	
-0.130479	-0.624896	3337	
0.430416	0.046013	944	
0.194606	0.298157	10397	
0.327732	-0.413711	5215	
-0.381497	-0.193564	5108	
0.266124	0.781306	5426	
-0.134787	0.856437	7644	
0.184161	-0.136430	4556	
0.185561	-0.290988	4655	
0.314040	0.304618	5933	
0.643437	-0.194466	4710	
-0.103714	0.875270	7957	
0.344082	-0.466606	11063	
0.128129	0.913866	2993	
-0.773028	-0.455541	8248	
