time = 5.702	Re = 1	rotation = 0.386324
-0.418990	0.806404	9839	
-0.395680	0.601870	418	
0.921400	-0.159459	3296	
-0.337230	-0.229747	4709	
-0.242866	0.747801	10800	
-0.772967	0.003310	5458	
0.236987	-0.175575	2113	
-0.634872	-0.416056	8651	
-0.762643	0.021940	5458	
-0.139724	-0.349852	11053	
-0.672742	0.330287	2102	
-0.742299	-0.027307	4026	
-0.203312	-0.046842	1206	
0.211583	-0.351638	4816	
0.476497	0.605541	4062	
0.464045	0.627667	4110	
-0.587857	-0.035927	8239	
0.360598	0.829348	7705	
-0.755317	0.567711	7479	
0.881776	0.281323	10294	
-0.046986	-0.388178	9639	
-0.122817	0.712374	10212	
0.455556	0.001739	6714	
-0.617467	0.345341	3564	
0.055282	-0.232200	4528	
0.211763	-0.235228	4522	
-0.115102	-0.426835	7271	
0.456175	0.039742	2905	
0.092458	0.855842	7811	
-0.142644	-0.014787	5072	
-0.160446	-0.015444	4028	
-0.063216	-0.332222	7298	
0.104692	-0.093009	7483	
0.020274	0.844271	11064	
-0.392068	0.346609	3616	
-0.224263	-0.545314	1853	
-0.267215	0.901656	549	
-0.599333	-0.066623	9975	
0.762304	0.414367	2311	
0.583873	0.594495	9386	
-0.585430	-0.419009	363	
-0.537678	-0.226143	3036	
-0.058292	0.781505	9331	
0.181784	0.918085	10725	
0.204758	0.938781	10654	
0.143620	-0.425513	5869	
0.106865	-0.274093	9186	
-0.495052	0.328755	3913	
0.465798	0.864347	388	
-0.386492	-0.400117	8328	
-0.584468	-0.071272	8329	
-0.570550	-0.342652	5911	
-0.137863	-0.374442	5134	
-0.617459	0.030579	7257	
0.782510	0.208129	6178	
-0.085164	-0.126839	5382	
-0.801890	0.487961	9403	
-0.028980	0.625554	2623	
0.762049	0.259887	10395	
-0.656107	-0.123112	4718	
-0.536606	0.052906	4484	
-0.727660	0.402550	5826	
0.678991	0.522771	8034	
0.704264	0.452311	10554	
-0.763694	0.591364	7634	
-0.622758	-0.114148	8775	
-0.507974	-0.010182	529	
-0.190156	0.461739	3988	
0.207985	0.786189	8727	
-0.415167	0.532479	5500	
0.164569	0.597016	9141	
-0.622488	0.625148	9377	
0.373563	0.893325	4359	
-0.631283	0.537253	4472	
0.281366	-0.212689	9535	
0.478655	0.844789	572	
-0.119102	0.565785	4183	
0.135301	-0.074338	3425	
-0.281717	-0.336816	1107	
-0.025065	-0.311595	6202	
-0.745146	0.107300	791	
-0.564397	-0.293724	5123	
-0.785970	-0.052945	9920	
0.222915	0.922337	10420	
-0.170524	-0.150586	1496	
-0.454042	0.190768	659	
-0.655423	0.589464	7669	
-0.676897	0.249157	7581	
-0.742238	-0.062495	3529	
-0.781398	-0.067684	9326	
-0.553732	0.792987	6431	
-0.123040	-0.366940	3581	
0.259793	-0.332814	5520	
0.661660	0.583261	1500	
-0.111439	-0.472297	2945	
-0.399980	0.725237	4911	
0.210287	0.627972	7245	
-0.674364	0.266722	6827	
0.561867	0.575695	2405	
0.137499	-0.380098	2366	
-0.417174	0.392730	7864	
0.913038	0.255295	763	
-0.043366	-0.219291	4998	
-0.334259	0.739958	4392	
-0.439002	-0.233038	966	
0.125945	0.853066	10045	
-0.584804	-0.331636	5068	
-0.345505	0.347578	8684	
-0.626417	-0.133740	8899	
-0.612398	-0.061315	10118	
-0.701096	0.668920	7648	
0.008434	-0.162909	6168	
-0.229679	-0.452021	6913	
-0.570170	0.326839	427	
-0.358229	0.531598	3737	
-0.554180	0.786962	9189	
-0.801449	0.193162	5686	
0.299256	-0.200999	9100	
-0.016072	0.808743	2676	
0.878959	0.129555	7756	
0.217694	-0.057908	3701	
-0.412737	-0.325523	7727	
-0.203331	-0.241633	7630	
-0.737351	0.392690	6494	
-0.777859	0.096074	4289	
0.967078	-0.091729	5566	
0.743319	0.483898	696	
0.026544	0.919107	1814	
0.876406	-0.008515	5161	
-0.700812	-0.317715	7371	
0.076593	-0.444694	4910	
-0.522766	-0.353571	6944	
0.154838	0.853721	5254	
0.400013	0.656088	9487	
-0.697299	-0.185050	2791	
0.791923	0.372243	1105	
0.397615	-0.077210	8397	
-0.271138	0.636596	4993	
0.223217	0.590015	5013	
0.247734	0.007410	8154	
-0.820657	-0.009858	1390	
0.000408	-0.486428	2855	
-0.465815	-0.329206	2133	
-0.702550	-0.133465	7198	
0.330886	-0.343514	3789	
-0.106063	0.604652	7394	
-0.260201	0.919676	2375	
-0.621680	0.780056	4419	
0.770135	0.224627	1924	
0.537231	0.778577	939	
-0.318240	0.814905	8973	
0.717847	0.392893	6514	
-0.641181	0.197193	5580	
-0.581376	0.652085	9633	
-0.198584	-0.372621	9681	
0.877455	-0.163951	6385	
-0.227308	0.472555	3656	
-0.143169	0.803109	6760	
-0.045097	-0.294408	7777	
-0.708548	0.376297	5849	
0.939583	-0.288730	9343	
-0.605299	-0.458132	8755	
-0.201607	0.826390	5729	
-0.434335	0.460099	3961	
-0.218303	0.713014	6602	
-0.027624	0.830163	2788	
-0.769494	0.016319	6267	
-0.442911	0.604669	3060	
-0.066690	-0.377763	7451	
-0.388114	0.903294	8545	
-0.605899	0.012345	8296	
-0.245655	0.477510	4352	
-0.300684	-0.198837	10207	
0.675564	0.655646	454	
-0.602691	0.693139	4873	
0.405280	-0.017497	687	
-0.548377	-0.025410	3338	
0.219251	-0.241178	4522	
-0.444129	0.621698	3249	
-0.802571	0.200264	5686	
0.014760	-0.367561	8320	
0.495711	0.670439	8883	
-0.307480	-0.317864	1686	
0.460432	0.594746	1982	
-0.480869	0.673775	5515	
-0.629199	-0.281817	3026	
-0.010838	-0.325519	6121	
0.866602	0.158667	7209	
-0.781352	0.556877	9117	
-0.318568	0.444238	5251	
0.192936	-0.044641	4074	
-0.803183	0.238664	5676	
0.452454	0.028920	2905	
-0.815510	0.029886	1800	
-0.776232	0.338873	1556	
-0.343926	-0.325982	708	
-0.142205	-0.162495	1325	
-0.718752	0.212812	2549	
0.026155	0.712834	1368	
-0.461455	-0.547022	5017	
0.078971	0.747196	2502	
-0.410368	0.565582	7779	
0.747078	0.417172	8826	
-0.570229	0.718642	1222	
-0.815455	0.463385	6753	
-0.177498	-0.098202	4196	
-0.133657	0.753726	6013	
-0.442435	-0.238141	966	
0.033615	-0.304341	3967	
0.275436	0.875124	1577	
