time = 1.852	Re = 1	rotation = -0.270367
-0.259015	0.875978	6130	
0.258559	0.627959	7447	
0.886941	-0.296171	549	
0.008003	0.299401	2080	
0.237971	0.738227	1895	
-0.540854	0.549352	5822	
-0.324834	0.244397	9388	
-0.682731	0.306911	4051	
-0.472198	0.592117	7404	
-0.354447	0.490266	2507	
-0.058539	0.776687	9521	
-0.406337	0.615111	9463	
0.044841	0.114468	10099	
-0.478996	0.118451	755	
0.761808	0.022131	3249	
0.765236	0.118638	2349	
0.188848	0.310982	6185	
0.559906	0.708920	8559	
-0.675788	0.659760	9537	
0.916201	0.145573	949	
-0.488154	0.340876	10470	
0.432277	0.570136	9192	
-0.263018	-0.062507	616	
0.135934	0.616940	2681	
-0.284933	0.397608	4814	
-0.372345	0.252696	9354	
-0.532673	0.326262	7253	
-0.235787	-0.082960	9267	
0.383231	0.772222	4977	
0.084150	0.077018	1995	
0.106540	0.053949	2028	
-0.378863	0.442074	4003	
-0.144992	0.155954	3505	
0.346895	0.770227	6096	
0.431639	0.165776	9150	
-0.675606	0.093074	4965	
-0.131418	0.935441	5364	
0.161501	0.349784	5853	
0.850985	0.181185	7516	
0.790873	0.121021	3830	
-0.351160	0.591715	2725	
0.088951	0.357380	6423	
0.385918	0.678560	9920	
0.346430	0.869858	6670	
0.333262	0.901410	11048	
-0.533072	0.071950	3475	
-0.371487	0.341330	1859	
0.345881	0.331783	1656	
0.553531	0.809952	5651	
-0.141599	0.630176	10170	
0.171428	0.316669	6065	
-0.030363	0.641070	4259	
-0.414964	0.453618	7386	
0.188431	0.375460	686	
0.794959	-0.204339	1933	
-0.142105	0.290486	5581	
-0.724816	0.595538	2523	
0.585439	0.290762	831	
0.801543	-0.159105	4317	
0.034655	0.584415	4869	
0.270007	0.198699	419	
-0.468136	0.678554	561	
0.815960	0.199818	5167	
0.824397	0.103227	5383	
-0.698501	0.666665	697	
0.104195	0.446744	3145	
0.248897	0.148784	6455	
0.535704	0.061173	4547	
0.556139	0.602126	2793	
0.317620	0.526370	1762	
0.677828	0.097635	5389	
-0.440773	0.761808	7206	
0.483999	0.838128	5176	
-0.330129	0.758344	10835	
-0.377357	0.174680	7067	
0.576551	0.779665	5681	
0.562268	0.219338	8743	
-0.155069	0.153919	3168	
-0.154339	0.573277	3002	
-0.364333	0.429577	4469	
-0.322338	0.668830	7305	
0.021781	0.517763	564	
-0.651263	0.451000	1639	
0.367116	0.875255	9851	
-0.078409	0.298782	7858	
0.366558	0.101065	3041	
-0.477815	0.737584	5307	
0.047655	0.679077	9062	
-0.461521	0.582989	7595	
-0.650830	0.447218	1639	
-0.472804	0.843700	637	
-0.409307	0.451127	7386	
-0.465817	0.077248	2391	
0.800154	0.326102	7035	
-0.596364	0.212512	9641	
-0.017682	0.844405	8760	
0.690738	0.168522	8218	
0.040980	0.690713	6926	
0.767187	-0.043066	1771	
-0.500696	0.165575	4250	
0.407156	0.283396	659	
0.937886	0.145340	7247	
-0.213105	0.439389	3855	
0.101592	0.806191	7718	
0.064854	0.270764	7189	
0.410779	0.759968	5086	
-0.058448	0.710860	9948	
0.454852	0.085272	624	
0.084023	0.478490	3866	
0.150974	0.381129	4841	
-0.631351	0.734827	4961	
-0.182822	0.329698	7317	
-0.537357	0.378945	516	
0.244171	0.481125	4173	
0.391194	0.440520	2953	
-0.470006	0.839786	637	
-0.602645	0.555759	933	
-0.373239	0.155897	1714	
0.376898	0.714698	1511	
0.887557	-0.086555	10681	
-0.207012	0.172381	9651	
-0.038538	0.484823	10388	
-0.104817	0.422974	2335	
-0.491444	0.667041	7788	
-0.508270	0.587815	8237	
0.953195	-0.187461	8545	
0.836201	0.288731	6342	
0.222113	0.893239	10548	
0.838839	-0.259770	6374	
-0.744303	0.239189	10203	
-0.554910	0.106410	5054	
-0.006772	0.525537	3646	
0.428256	0.756580	5086	
0.744296	0.220286	6616	
-0.466160	0.560662	6912	
0.865408	0.159053	7556	
-0.309195	0.041122	8094	
0.380338	0.543385	5799	
0.695755	0.046921	6500	
-0.172048	0.062934	996	
-0.725564	0.389900	5346	
-0.594831	0.083624	7221	
-0.005566	0.456683	8548	
-0.349974	0.624453	770	
-0.459038	-0.053940	1571	
0.552126	0.301765	1778	
-0.145010	0.947170	5364	
-0.555764	0.828175	3546	
0.787156	-0.208978	1933	
0.654700	0.675859	2200	
-0.056492	0.886105	9928	
0.820925	0.006609	4862	
0.166676	0.513468	984	
-0.376755	0.787227	8526	
