time = 4.852	Re = 1	rotation = -0.0726604
0.155137	-0.895755	5901	
0.264121	-0.670728	10894	
-0.818706	0.451466	7365	
0.379623	0.134198	3579	
0.065779	-0.785031	3196	
0.748935	-0.181506	6271	
-0.160681	0.241665	8905	
0.726011	0.258212	9202	
0.735034	-0.194230	5458	
0.239236	0.314692	4488	
0.583791	-0.466352	4364	
0.726829	-0.139020	3529	
0.196668	-0.009296	6323	
-0.109413	0.399967	4816	
-0.599306	-0.468268	1982	
-0.593674	-0.492597	2090	
0.571824	-0.094216	7936	
-0.593592	-0.680669	889	
0.522387	-0.787375	675	
-0.925510	0.015589	10655	
0.157044	0.378027	7032	
-0.030205	-0.725401	8476	
-0.424949	0.109707	9114	
0.531179	-0.463133	954	
0.029122	0.248359	6247	
-0.123095	0.291906	3602	
0.228223	0.398545	7171	
-0.434694	0.074314	367	
-0.322798	-0.798909	10045	
0.137092	-0.024152	1370	
0.151861	-0.029206	3860	
0.163490	0.318226	6475	
-0.063284	0.124415	5837	
-0.240973	-0.810562	11064	
0.303637	-0.422413	3616	
0.346869	0.486094	2507	
-0.046071	-0.939438	869	
0.590942	-0.067449	8305	
-0.850375	-0.191244	10243	
-0.707070	-0.429961	1532	
0.677934	0.264732	9843	
0.571023	0.088967	7642	
-0.123928	-0.775857	3028	
-0.473630	-0.807225	9215	
-0.521896	-0.806817	9316	
-0.033072	0.456505	6863	
-0.010696	0.303731	9798	
0.414079	-0.420167	6079	
-0.752562	-0.630218	2357	
0.477787	0.290341	9664	
0.576563	-0.061087	8091	
0.640510	0.194037	5043	
0.242317	0.339890	10373	
0.588664	-0.160247	5646	
-0.810724	-0.007261	1770	
0.114665	0.107204	5382	
0.597028	-0.724177	7479	
-0.102128	-0.624747	7957	
-0.805098	-0.064480	10217	
0.663725	-0.024641	7856	
0.499190	-0.169600	1920	
0.603714	-0.570871	5826	
-0.795582	-0.333187	9027	
-0.802703	-0.262892	10554	
0.504402	-0.823658	5088	
0.627154	-0.026938	7007	
0.481843	-0.108191	7885	
0.079988	-0.498997	3988	
-0.397698	-0.710292	8727	
0.301151	-0.604460	5389	
-0.294127	-0.553239	10596	
0.421136	-0.775229	7556	
-0.668210	-0.700464	388	
0.478904	-0.676273	4472	
-0.199761	0.284417	10776	
-0.749453	-0.616694	3872	
-0.001951	-0.585007	6321	
-0.097082	0.116714	3479	
0.364926	0.258268	1107	
0.123058	0.307514	7179	
0.699706	-0.268957	1689	
0.619167	0.148773	5123	
0.774485	-0.135377	9326	
-0.523795	-0.791220	9316	
0.201807	0.106652	1496	
0.388178	-0.286917	703	
0.463277	-0.749941	10345	
0.606338	-0.384370	2409	
0.734994	-0.106142	4157	
0.773785	-0.119252	7288	
0.235517	-0.938119	9697	
0.226921	0.336602	3717	
-0.162396	0.390940	4703	
-0.797199	-0.383193	1400	
0.229322	0.444679	1877	
0.208679	-0.802049	4911	
-0.344653	-0.570649	9079	
0.600213	-0.401299	6930	
-0.676009	-0.419557	1076	
-0.029434	0.412370	3512	
0.325397	-0.468912	6317	
-0.945510	0.069670	9852	
0.113649	0.209783	2037	
0.148099	-0.799243	4392	
0.474737	0.112169	3870	
-0.355061	-0.786550	3791	
0.651775	0.181920	5911	
0.253604	-0.417116	5098	
0.636039	-0.009421	4894	
0.603345	-0.074316	10633	
0.415483	-0.875460	5974	
0.046925	0.163523	5256	
0.341588	0.390929	6913	
0.489925	-0.432421	353	
0.246219	-0.592877	2462	
0.242641	-0.931481	9697	
0.726859	-0.385833	5531	
-0.220614	0.276617	9535	
-0.180827	-0.790211	2676	
-0.878349	0.132532	7119	
-0.175734	0.123650	2166	
0.480840	0.209336	7727	
0.264256	0.185236	9066	
0.614175	-0.565166	6494	
0.731831	-0.273755	1857	
-0.868847	0.434578	7743	
-0.853539	-0.255588	5138	
-0.314579	-0.864335	10676	
-0.837653	0.255301	3864	
0.762148	0.144792	7753	
0.037664	0.461453	4910	
0.594888	0.210955	6944	
-0.386057	-0.777608	6256	
-0.539482	-0.539099	9487	
0.721532	0.022727	9704	
-0.867071	-0.135951	8602	
-0.347385	0.175883	6851	
0.137380	-0.680483	5669	
-0.351338	-0.530408	7619	
-0.223423	0.064226	8176	
0.795740	-0.195396	1390	
0.118193	0.485465	3208	
0.531576	0.199425	2133	
0.713261	-0.026655	5261	
-0.238180	0.411395	623	
-0.020231	-0.619648	10736	
-0.072872	-0.953071	9427	
0.270801	-0.960041	7199	
-0.803325	-0.028858	1924	
-0.763272	-0.556222	10282	
0.079865	-0.871653	7765	
-0.799729	-0.205001	6514	
0.582259	-0.322554	1257	
0.379247	-0.786990	9633	
0.298809	0.320168	6481	
-0.790762	0.412679	7901	
0.118473	-0.515330	3200	
-0.056836	-0.815238	6760	
0.137978	0.285168	7310	
0.599427	-0.531373	5849	
-0.764632	0.617590	1434	
0.706331	0.304554	10936	
-0.022435	-0.851170	5729	
0.333768	-0.536343	3517	
0.060563	-0.745374	9710	
-0.184095	-0.811340	2788	
0.742706	-0.192126	6271	
0.304420	-0.685158	1960	
0.174762	0.362645	7427	
0.023745	-0.982904	8851	
0.580310	-0.141515	8409	
0.137396	-0.522935	5151	
0.336055	0.113371	8639	
-0.852088	-0.402421	1642	
0.358010	-0.845881	1184	
-0.368466	0.120936	7294	
0.527918	-0.098879	4956	
-0.129901	0.299017	4711	
0.298477	-0.703637	1978	
0.725750	-0.394003	5686	
0.093737	0.372839	7423	
-0.643077	-0.518085	8551	
0.381662	0.231066	4248	
-0.581061	-0.462782	494	
0.300275	-0.771497	5515	
0.681373	0.128887	2668	
0.112267	0.325017	4840	
-0.875728	0.096412	5928	
0.538621	-0.794010	675	
0.216797	-0.502952	7433	
-0.158420	0.103598	2711	
0.714470	-0.435326	5676	
-0.428154	0.083951	1929	
0.781050	-0.230806	9520	
0.661342	-0.528086	1556	
0.416604	0.228342	708	
0.181024	0.128088	5605	
0.652202	-0.363347	4059	
-0.178778	-0.694848	4015	
0.573586	0.414761	8706	
-0.245220	-0.713538	4236	
0.288338	-0.636934	10260	
-0.835728	-0.205418	8610	
0.320047	-0.859819	5925	
0.618521	-0.704905	9645	
0.189217	0.053087	2385	
-0.037386	-0.766771	7277	
0.479743	0.116406	966	
0.065701	0.315022	740	
-0.535607	-0.744534	10858	
0.001505	-0.791479	5337	
0.023062	-0.809087	2360	
0.613613	-0.082198	9975	
0.170066	0.266886	1671	
0.148149	0.108113	5064	
-0.329799	0.260141	4053	
-0.766161	0.575458	475	
-0.774507	-0.177124	2660	
0.049447	-0.615394	1420	
0.241994	0.264879	8150	
-0.145145	0.114274	9963	
0.486918	-0.258152	10363	
0.124761	-0.714429	6535	
0.292540	0.183483	10326	
-0.580350	-0.534496	9479	
-0.477600	-0.571561	6620	
0.654984	0.271916	10783	
0.452755	0.326777	8006	
0.612525	-0.713731	10101	
-0.363622	-0.690281	8968	
0.669167	-0.563605	10315	
0.607495	-0.072088	10633	
0.140041	-0.949283	4915	
0.606892	-0.353831	2489	
0.172168	-0.691447	4022	
0.690876	-0.249931	3720	
-0.377983	-0.747414	1357	
0.485400	-0.839917	7648	
0.023997	-0.983095	8851	
-0.536708	-0.616104	5662	
0.282069	-0.451814	4695	
-0.061892	0.463862	8349	
-0.502861	-0.460813	802	
0.767570	-0.095632	8574	
0.502013	0.067563	7281	
-0.086353	0.154987	6931	
-0.350985	0.037899	7160	
0.034040	0.428354	1868	
0.776323	-0.244996	9520	
-0.806255	0.062114	4509	
0.264198	-0.669225	10894	
0.533914	0.216196	9624	
-0.726570	0.574277	6312	
0.620938	0.155587	3361	
-0.823713	0.392166	6938	
0.540940	0.424675	9321	
0.573251	-0.310097	1011	
0.461145	-0.077205	3410	
0.702303	-0.098750	7301	
0.386261	-0.481273	8743	
-0.092064	0.355325	1580	
0.487064	-0.503201	4042	
-0.515488	-0.810227	9316	
0.755369	-0.163517	6283	
-0.049506	-0.886372	5399	
-0.197896	-0.722092	7115	
-0.143153	-0.695398	9926	
-0.591836	0.743394	7480	
0.230519	0.012182	10436	
0.558613	-0.171234	6511	
0.802180	-0.148225	8388	
-0.029203	0.351838	10178	
0.208459	-0.617908	3737	
0.404824	0.018398	10273	
-0.605309	-0.500806	9339	
-0.870891	0.104390	5928	
-0.401111	-0.840756	10725	
0.715439	-0.473206	5574	
0.669645	-0.018899	7721	
-0.525308	-0.612291	2821	
-0.912151	0.100621	11021	
0.311971	0.074229	4750	
0.463427	0.442849	7409	
-0.127706	-0.648249	9667	
0.673151	-0.379138	4161	
0.318422	0.271270	5238	
-0.279256	0.282998	1196	
0.409641	0.394533	5981	
-0.390289	-0.749454	7659	
0.127709	-0.958656	4915	
-0.887147	0.226624	8656	
0.091192	-0.727059	1268	
0.669155	0.341633	579	
0.455457	-0.763510	10345	
-0.358741	0.271748	462	
0.206014	0.034618	7378	
-0.152826	-0.903497	767	
0.680498	0.001016	3676	
-0.089442	-0.582396	5871	
0.661409	-0.139763	4657	
-0.228487	0.390580	8835	
-0.737633	0.613433	1864	
0.560353	-0.652133	7449	
0.107768	-0.647086	4208	
-0.674215	0.706770	9169	
0.800855	-0.289056	3284	
0.386992	-0.715524	4591	
0.343322	0.244087	1161	
0.009670	0.215631	7322	
0.109844	-0.727300	978	
0.634826	-0.321620	1343	
0.098059	-0.520703	3656	
0.442153	-0.275845	6334	
0.199022	-0.690160	8607	
0.307615	-0.755167	4826	
-0.295833	-0.542125	7385	
0.246203	-0.450630	3596	
-0.873346	0.178334	6029	
0.708436	-0.224187	3375	
0.502086	-0.239743	7735	
0.344647	-0.727407	2382	
-0.166827	-0.829334	5475	
-0.772067	0.432385	7834	
0.704377	-0.367876	6545	
0.520629	0.311030	8336	
-0.158184	-0.974978	10098	
0.580028	-0.393576	6915	
-0.139469	-0.755369	9331	
-0.295129	0.274783	3176	
0.745278	0.212838	1056	
-0.101528	-0.814862	6058	
-0.348577	0.105060	6064	
-0.263783	0.167290	7959	
0.061196	0.203188	4801	
-0.158536	-0.598531	7254	
0.417194	-0.717124	5233	
-0.003107	0.345094	5101	
0.379406	-0.767775	7563	
0.183356	0.440094	2943	
0.347757	-0.481143	9988	
0.286039	0.050541	399	
-0.047082	-0.643998	5896	
0.544366	-0.554844	1946	
0.436829	-0.250934	4838	
-0.738115	-0.425097	10356	
0.258145	-0.002590	1441	
0.694570	-0.467910	9390	
0.621660	-0.359096	2489	
-0.095550	0.130985	4685	
-0.084310	0.405741	3465	
0.496647	-0.045165	8812	
0.547657	-0.514912	1712	
0.209484	0.226538	6012	
-0.773505	-0.135358	7754	
0.632976	-0.454173	7896	
0.336088	-0.898820	9189	
-0.880877	-0.234011	8102	
-0.050383	-0.738755	5236	
0.540675	-0.526024	1744	
-0.868217	-0.279895	1260	
0.286833	0.038669	1561	
-0.794549	-0.474442	6233	
-0.075898	0.384392	9606	
-0.837632	-0.505807	3467	
0.602638	-0.238888	3787	
-0.120821	-0.885892	10664	
-0.566804	-0.796654	4611	
-0.357178	-0.617337	2799	
0.327042	-0.774960	7291	
0.055211	0.469364	3254	
0.462067	-0.730257	7122	
0.509748	-0.789795	2291	
-0.832795	0.528663	6969	
