time = 2.052	Re = 1	rotation = -0.313466
-0.343347	0.850525	9250	
0.118087	0.673025	4934	
0.913642	-0.198448	767	
-0.074725	0.296640	2092	
0.102385	0.769018	6683	
-0.628692	0.442851	7611	
-0.370560	0.134416	4929	
-0.724780	0.177880	9411	
-0.573370	0.493223	10615	
-0.457746	0.382782	2759	
-0.209041	0.729320	4266	
-0.519845	0.523184	468	
0.013780	0.123794	10099	
-0.488399	-0.014004	755	
0.746227	0.152490	1771	
0.734631	0.244698	3060	
0.092606	0.366869	7027	
0.469759	0.772082	8106	
-0.742067	0.584090	10605	
0.894639	0.245396	2060	
-0.548912	0.211830	10498	
0.314454	0.646513	879	
-0.228497	-0.148736	787	
-0.017924	0.636741	2681	
-0.372088	0.295464	4960	
-0.418247	0.133946	9354	
-0.587571	0.194577	5329	
-0.196493	-0.160573	6776	
0.271355	0.819016	10018	
0.058128	0.098812	1995	
0.084586	0.085044	1190	
-0.469594	0.328152	3090	
-0.175662	0.101651	2959	
0.229456	0.813739	3709	
0.371739	0.280661	9312	
-0.678824	-0.045006	4239	
-0.213744	0.918114	2000	
0.056134	0.396635	5643	
0.819796	0.291488	9655	
0.761880	0.244040	3838	
-0.472104	0.498559	8339	
-0.015823	0.382632	5907	
0.263934	0.736834	6267	
0.248832	0.902720	447	
0.242056	0.930075	365	
-0.531018	-0.064376	3475	
-0.439407	0.223658	2265	
0.247300	0.420745	1656	
0.477996	0.856722	7702	
-0.302095	0.565547	5000	
0.074185	0.367687	7319	
-0.201656	0.614060	402	
-0.504756	0.337470	7544	
0.076609	0.427929	1311	
0.815934	-0.081317	5797	
-0.208811	0.229504	6012	
-0.785156	0.513092	9216	
0.512430	0.409114	6644	
0.815676	-0.034897	4387	
-0.123652	0.581303	9121	
0.200043	0.280157	733	
-0.570408	0.597822	5994	
0.779189	0.314206	6369	
0.800356	0.222561	5547	
-0.760077	0.595434	9453	
-0.023783	0.472688	3145	
0.191893	0.227107	7792	
0.503086	0.193349	5295	
0.457634	0.681502	6761	
0.188249	0.592538	1524	
0.644667	0.230764	6500	
-0.538290	0.700852	1460	
0.401256	0.880785	5565	
-0.446157	0.709700	8902	
-0.403269	0.055581	1714	
0.499883	0.830960	7744	
0.498901	0.343039	2844	
-0.184924	0.095904	3520	
-0.297872	0.504049	9424	
-0.453537	0.316409	3019	
-0.453502	0.595895	2075	
-0.121287	0.514795	4928	
-0.715703	0.335097	7000	
0.273821	0.908842	1035	
-0.153402	0.262161	1692	
0.320823	0.208959	2141	
-0.572757	0.669511	8526	
-0.117828	0.668907	2783	
-0.563804	0.482648	9463	
-0.714919	0.330771	7000	
-0.550474	0.795945	3871	
-0.499146	0.335190	7544	
-0.465228	-0.053060	2391	
0.749445	0.430436	7122	
-0.624857	0.074758	5803	
-0.136552	0.819699	9262	
0.646465	0.296774	7542	
-0.124830	0.677238	8642	
0.762662	0.087733	1096	
-0.521097	0.030918	863	
0.321234	0.386135	659	
0.918199	0.240101	2666	
-0.315905	0.353555	3621	
-0.032507	0.805065	10218	
-0.013729	0.290919	1561	
0.301301	0.810458	3863	
-0.244097	0.668759	9948	
0.414359	0.208104	624	
-0.051126	0.496850	3866	
0.038059	0.423569	5787	
-0.699003	0.670849	3984	
-0.257915	0.254050	6666	
