time = 3.702	Re = 1	rotation = -0.429388
0.198594	0.887236	6685	
0.095131	0.711324	3570	
0.574725	-0.736491	649	
-0.311535	0.199676	4072	
0.279442	0.738957	3991	
-0.554429	0.535673	2594	
-0.193244	-0.225184	6794	
-0.726626	0.165545	493	
-0.526602	0.543023	1052	
-0.478408	0.015757	2329	
-0.272122	0.680512	3375	
-0.532484	0.511379	9911	
-0.087179	0.130343	2411	
-0.292664	-0.324528	5776	
0.738393	0.056621	7596	
0.750125	0.103693	6839	
-0.290157	0.435427	7602	
0.817867	0.383720	10183	
-0.180849	0.927045	10536	
0.867386	-0.345276	6233	
-0.472896	-0.107606	2043	
0.379455	0.627763	8566	
0.107030	-0.346565	8708	
-0.198549	0.657423	9565	
-0.306662	-0.086242	6258	
-0.247188	-0.232346	1466	
-0.523562	-0.083510	1594	
0.137404	-0.332309	6064	
0.622121	0.601573	7765	
-0.050875	0.114962	7940	
-0.045964	0.126164	10402	
-0.441775	-0.042485	679	
-0.112473	-0.092061	8289	
0.554073	0.644187	5720	
0.100479	0.493714	3628	
-0.619971	-0.142509	5334	
0.401636	0.850882	7247	
-0.328932	0.432252	2362	
0.862310	-0.110106	7438	
0.786318	0.040614	7951	
-0.688436	0.274485	1348	
-0.391903	0.347733	5938	
0.454805	0.648142	3217	
0.752258	0.558350	785	
0.795510	0.539524	9427	
-0.361544	-0.331056	909	
-0.326804	-0.155058	7414	
-0.034749	0.563691	2408	
0.938115	0.286924	5444	
-0.551029	0.204294	926	
-0.310818	0.420713	5568	
-0.571099	0.354348	2178	
-0.498241	-0.006295	3118	
-0.293893	0.481425	7029	
0.774424	-0.346979	9317	
-0.190360	0.008987	10041	
-0.272321	0.897556	8803	
0.459944	0.464435	10180	
0.791248	-0.274859	5030	
-0.469527	0.444740	1541	
-0.166472	0.434784	2963	
-0.302811	0.767532	1800	
0.833739	-0.000704	5632	
0.822951	-0.061782	5993	
-0.148565	0.954201	760	
-0.404406	0.431214	1644	
-0.168456	0.385578	9313	
0.321602	0.413909	2288	
