time = 3.752	Re = 1	rotation = -0.422138
0.268020	0.868823	5963	
0.143256	0.703678	1447	
0.514812	-0.779501	6669	
-0.303761	0.214536	4072	
0.332757	0.716598	3755	
-0.516315	0.570556	992	
-0.197912	-0.219224	7226	
-0.718043	0.211114	1981	
-0.489148	0.575771	8163	
-0.472910	0.036398	2329	
-0.226412	0.698069	10239	
-0.498275	0.543191	10438	
-0.082122	0.135514	2411	
-0.304701	-0.311295	5776	
0.740077	0.008067	6364	
0.754855	0.052838	7403	
-0.271074	0.451749	7602	
0.845176	0.318751	6413	
-0.106316	0.938561	586	
0.835381	-0.417976	1710	
-0.473416	-0.085612	10155	
0.421995	0.599834	436	
0.095660	-0.354059	8708	
-0.156657	0.669955	9565	
-0.305139	-0.074684	6654	
-0.252583	-0.223413	1466	
-0.523493	-0.057900	1069	
0.126753	-0.341225	6064	
0.666437	0.551881	854	
-0.046374	0.117451	7940	
-0.041510	0.128538	10402	
-0.438583	-0.023634	635	
-0.114080	-0.088988	8289	
0.601501	0.599973	5033	
0.124496	0.489279	3628	
-0.625226	-0.106149	9972	
0.468475	0.815992	9195	
-0.309627	0.450347	1403	
0.852715	-0.175972	4082	
0.787251	-0.014086	9245	
-0.676828	0.311844	1774	
-0.378283	0.367617	6583	
0.500917	0.613031	2149	
0.794315	0.496628	869	
0.836314	0.473786	553	
-0.375288	-0.312793	909	
-0.328541	-0.142198	8320	
-0.004315	0.566448	9176	
0.958226	0.210156	7174	
-0.539655	0.228510	926	
-0.292758	0.437868	5568	
-0.553744	0.381144	2178	
-0.493887	0.015978	3118	
-0.270435	0.498323	7029	
0.743746	-0.409132	7651	
-0.187226	0.017913	10041	
-0.200216	0.916386	3295	
0.487532	0.434259	10180	
0.771015	-0.337501	9386	
-0.445760	0.469767	5267	
-0.148437	0.445161	3371	
-0.245857	0.788041	4212	
0.831919	-0.061611	4232	
0.817449	-0.121472	8324	
-0.071247	0.963077	8745	
-0.383834	0.452770	1644	
-0.154263	0.396011	5597	
0.341527	0.396540	2288	
0.707682	0.415979	6760	
0.111207	0.660088	351	
0.614771	0.233316	602	
-0.017583	0.880889	6241	
0.916623	0.310693	7418	
-0.093788	0.819665	6874	
-0.194176	-0.284539	6986	
0.948513	0.201182	7174	
0.409115	0.443612	7222	
-0.101687	-0.112737	5191	
-0.464382	0.164917	3578	
-0.408799	-0.045427	6288	
-0.412011	0.611223	2373	
-0.485198	0.380812	9575	
-0.579910	0.544097	5026	
0.831076	0.458925	1543	
-0.229418	0.088793	9780	
0.014918	0.442939	6878	
-0.065346	0.877595	6698	
-0.260066	0.649358	9060	
-0.528435	0.526402	725	
-0.588020	0.534051	3805	
0.219568	0.942006	11014	
-0.484072	0.007665	4814	
-0.259258	-0.345991	6816	
0.859723	-0.013950	794	
-0.545394	-0.115294	6591	
0.196366	0.804927	4316	
0.648930	0.236918	1016	
-0.250697	0.658380	10001	
0.746834	-0.058819	4215	
-0.368132	-0.260714	4985	
0.098931	0.547574	7698	
0.819020	-0.486119	7194	
-0.313186	0.002555	835	
0.254950	0.772446	881	
-0.316597	0.286837	3963	
0.689850	0.524571	5760	
-0.568441	0.391044	2444	
0.177060	0.445622	5098	
-0.407564	0.450016	2977	
-0.324482	0.461343	2547	
0.031688	0.968454	8512	
-0.212131	-0.030571	3505	
-0.574118	0.028776	4762	
-0.101328	0.623642	9357	
0.172898	0.614591	8527	
0.209251	0.939549	11014	
-0.426538	0.696500	4510	
-0.174105	-0.296941	7508	
0.549027	0.603616	2687	
0.724218	-0.532857	1260	
-0.087327	-0.175354	1224	
-0.441745	0.262057	9384	
-0.335566	0.121762	6205	
-0.258784	0.787993	1800	
-0.458947	0.623218	1895	
0.568383	-0.787629	10249	
0.875486	-0.116870	9515	
0.678099	0.623283	5410	
0.611411	-0.629899	8602	
-0.751741	0.275243	3074	
-0.428360	-0.266654	8450	
-0.502572	0.341776	3201	
0.712579	0.501945	6336	
0.750337	0.133063	6659	
