time = 3.001	Re = 1	rotation = 9.50608e-11
0.342276	-0.833718	3388	
-0.392419	0.537394	2449	
-0.933255	-0.065148	549	
0.160745	-0.224264	3265	
-0.705603	-0.399685	2428	
-0.300482	-0.685341	1470	
0.253263	0.315990	945	
0.883826	-0.435055	1313	
-0.475277	-0.463850	1136	
-0.422474	-0.604698	1162	
-0.586283	0.213806	835	
-0.710639	-0.218185	2723	
-0.545327	-0.476976	1126	
0.123584	0.444386	3093	
-0.351860	0.669382	1384	
-0.502962	0.571185	833	
0.042988	-0.315705	664	
-0.462080	-0.790975	3472	
0.852907	-0.398826	3271	
-0.831481	-0.399095	3486	
-0.607731	0.118046	806	
-0.509317	0.486663	942	
0.023843	0.753392	3520	
0.119982	0.633121	998	
0.182603	0.425595	2305	
-0.599229	0.086497	649	
-0.445652	-0.775860	1777	
-0.507625	0.315765	1042	
0.243874	-0.042795	522	
-0.500119	-0.725076	2452	
0.272216	-0.362158	300	
0.470315	-0.810663	277	
0.122805	-0.311472	3294	
-0.860389	-0.038366	2574	
-0.659803	0.456268	2249	
-0.649150	-0.325000	1912	
0.151355	-0.279434	292	
-0.765034	-0.036245	1582	
0.045035	-0.933875	526	
0.221334	-0.933616	3384	
0.086732	0.516691	1835	
-0.077588	0.690356	483	
0.384133	-0.234390	2116	
0.120053	-0.973656	1269	
-0.558556	0.343565	2185	
0.051240	-0.308655	651	
-0.268703	0.581941	370	
-0.650869	0.029420	2584	
0.216577	-0.300776	1527	
-0.552716	0.593393	1532	
0.356928	-0.011081	1429	
0.854385	-0.378254	619	
0.308986	0.597798	2014	
-0.564510	0.578063	1532	
0.282353	0.483381	1809	
-0.106069	-0.293063	1035	
-0.047787	-0.808129	1773	
-0.840227	0.129709	2213	
-0.805732	0.280215	1961	
0.936199	-0.229465	362	
0.373891	-0.149481	1571	
-0.155230	-0.225204	2681	
0.515198	-0.155915	2592	
-0.791874	-0.111748	1670	
0.309427	0.518118	1089	
0.274938	0.670976	2673	
0.296701	-0.816038	3053	
0.112345	-0.961099	2823	
-0.213932	-0.777242	1679	
0.218889	0.309331	945	
0.015640	-0.971151	3176	
0.510248	0.302174	2004	
0.249500	-0.040714	522	
-0.451605	0.460364	2635	
0.432579	-0.882593	1330	
-0.408318	0.417838	984	
-0.582006	-0.461491	1216	
0.417627	0.207300	735	
-0.140109	-0.740469	1177	
0.109689	-0.941404	2981	
0.287530	-0.146719	1156	
-0.084478	-0.365796	1436	
0.325754	-0.803520	3403	
-0.612758	0.339606	1068	
-0.485480	-0.538980	1420	
-0.157924	-0.733465	1181	
0.844200	-0.469106	2962	
-0.635420	0.085007	1294	
0.129759	0.368834	210	
-0.840989	-0.118871	2061	
-0.496389	0.254219	1145	
-0.384606	-0.727739	2194	
-0.061116	0.794881	656	
-0.646387	0.254704	1896	
-0.341468	0.684233	1384	
0.026131	0.706584	3439	
0.428917	-0.204924	1671	
-0.779543	-0.536082	693	
0.157650	0.587431	758	
-0.481569	-0.690243	2521	
0.117110	-0.205484	2020	
-0.483830	-0.749911	2452	
-0.674913	0.175778	614	
-0.662722	0.193355	2309	
0.238389	-0.394539	644	
0.428747	-0.025793	1132	
0.205364	-0.292509	1307	
0.359484	0.190636	1751	
-0.625311	-0.097769	564	
0.475812	0.126824	932	
0.442756	0.341865	1257	
0.819993	-0.500753	3441	
0.036030	-0.795233	1942	
0.227071	0.281217	659	
-0.737944	-0.342907	2257	
-0.896633	0.039226	1772	
0.298208	-0.006842	3022	
0.388693	0.251844	692	
0.372726	0.240914	692	
0.004749	-0.813569	1942	
-0.292210	-0.699054	1470	
-0.842220	-0.228681	2947	
0.047034	-0.914718	1753	
-0.825001	0.334225	2252	
-0.304494	-0.624536	1666	
0.037527	0.704151	3439	
0.380749	0.296542	1279	
-0.476189	-0.759144	1777	
-0.586353	0.498015	1351	
-0.530895	-0.473761	1126	
-0.865985	-0.084497	2570	
0.202719	0.175117	3341	
-0.068735	0.757112	301	
0.237420	0.711868	2976	
0.142107	0.147107	1622	
0.087612	-0.771573	3514	
0.055333	0.610069	3004	
0.419308	0.039779	1365	
-0.615293	-0.390326	1637	
0.401239	0.478245	1846	
-0.846762	-0.489657	2844	
0.576358	-0.759287	322	
-0.510224	0.620415	948	
-0.325521	-0.890644	293	
-0.060128	-0.861058	3113	
-0.700351	0.438172	2272	
0.455333	0.169112	1109	
0.176441	-0.841550	2244	
-0.638120	0.105514	1294	
-0.822892	0.365100	2093	
0.520502	-0.112323	1148	
-0.562065	-0.646603	1747	
-0.390089	0.450378	880	
-0.368486	-0.679802	1607	
0.357093	-0.103390	1838	
-0.504329	-0.462037	1093	
-0.314894	-0.797186	2220	
0.494520	0.161919	1337	
-0.681302	0.283138	1250	
-0.564472	-0.657143	1747	
-0.347095	-0.659065	1458	
-0.721287	0.086462	706	
-0.623104	0.091992	641	
0.833049	-0.521239	1360	
0.136947	-0.323057	1388	
0.524147	-0.083970	1485	
0.175852	-0.146739	456	
-0.540032	-0.765333	288	
0.576632	-0.705669	2777	
0.162766	0.179650	279	
-0.080762	-0.272869	3025	
0.180203	0.419524	2382	
-0.710956	-0.353252	1941	
0.059735	-0.796637	574	
-0.476430	0.326310	995	
-0.814063	0.165968	2355	
0.185844	0.578769	745	
-0.225176	0.744121	3030	
-0.356578	-0.728638	2158	
-0.675120	-0.274707	1095	
-0.430889	0.389424	2368	
-0.890985	0.068349	1943	
0.923390	-0.252680	3106	
0.478415	-0.162388	872	
0.258124	-0.022191	848	
0.354209	-0.913975	1361	
0.140986	-0.797451	1546	
0.916449	-0.374951	2863	
0.036512	-0.775856	1733	
0.170403	-0.805281	2193	
0.296184	0.413988	1848	
0.380058	0.010087	2344	
-0.665170	-0.361604	1986	
-0.457708	0.537544	1070	
-0.569394	-0.267515	1514	
-0.724561	0.287315	1348	
0.026881	0.761150	3520	
-0.856786	0.064930	1799	
0.539689	-0.732599	2964	
0.861005	-0.361458	619	
0.264279	-0.132228	824	
-0.728370	0.132615	1499	
0.109929	-0.218522	454	
-0.330128	0.480030	1741	
-0.191869	-0.910305	365	
-0.728940	-0.339246	2257	
-0.563024	-0.635615	1747	
0.285826	-0.250433	2297	
-0.413820	0.457202	1368	
0.375227	0.024045	2344	
0.144985	0.247280	3028	
-0.945869	-0.145611	3331	
-0.439635	0.648956	3155	
0.440996	0.405050	1120	
-0.455027	0.432261	2363	
0.274039	-0.036716	848	
0.023973	-0.359646	1158	
-0.475313	0.496199	818	
0.398276	0.137334	1052	
-0.717220	0.373814	2030	
-0.553983	0.514060	851	
-0.693764	0.092511	690	
-0.663872	0.059169	1176	
0.871445	-0.343966	339	
-0.763125	0.161592	2066	
0.431484	-0.736386	2045	
0.233574	-0.280073	1304	
0.745426	-0.601689	536	
-0.066789	0.739316	2390	
-0.293171	0.603620	495	
-0.662685	-0.354289	1986	
-0.730694	-0.408532	2603	
0.945619	-0.209493	271	
0.834354	-0.519545	1360	
-0.803853	0.026404	2176	
0.357980	-0.305312	461	
0.075271	0.482281	1628	
0.199132	0.760519	2776	
-0.209026	-0.714988	1054	
0.083573	-0.208960	444	
0.344022	0.041013	1141	
-0.179688	0.547834	382	
0.030007	-0.777677	1733	
-0.469162	0.656822	2973	
-0.368604	0.551431	967	
0.944363	-0.237036	362	
0.399407	0.231193	717	
-0.913903	0.198740	476	
0.398312	0.266499	1410	
-0.917607	0.101823	381	
-0.587310	-0.165780	2524	
0.459917	0.007792	1186	
-0.155799	-0.196298	599	
-0.700964	-0.144224	1147	
0.487190	-0.024535	1208	
0.125307	0.518988	195	
0.163804	0.666294	2978	
-0.858144	-0.481178	2874	
0.222275	-0.932643	3384	
-0.261988	-0.702398	1203	
-0.040213	-0.877288	3057	
-0.702630	0.319817	1586	
-0.387427	0.577110	2754	
-0.935788	0.190625	471	
0.079316	-0.334956	919	
0.078984	-0.767117	3297	
-0.097282	0.652245	3035	
0.383488	0.443583	1444	
-0.607195	0.490567	1351	
-0.887476	0.114504	3087	
0.075383	-0.925663	3307	
0.319289	-0.766813	2242	
0.111645	0.704526	2736	
-0.796731	0.098581	1949	
-0.877462	-0.254001	3361	
-0.563633	0.084886	2664	
0.118524	0.756253	2630	
-0.505006	-0.550840	1420	
-0.487057	0.404576	2419	
0.193458	0.245509	2847	
-0.613257	-0.194588	2927	
-0.698622	-0.482729	1898	
0.789479	-0.556869	3199	
-0.906058	-0.114607	2930	
-0.579478	0.423784	1344	
-0.643502	0.177742	826	
0.389495	-0.784509	2385	
0.067006	0.327624	1687	
0.225182	-0.088255	3259	
0.156194	-0.897457	1711	
-0.687245	0.148479	648	
0.472397	0.404368	1887	
0.287519	0.482982	1809	
0.078703	0.382520	1086	
-0.952511	-0.111241	2909	
0.199806	-0.817010	2262	
0.309627	0.553327	1293	
-0.963958	-0.152406	3120	
0.384119	-0.725886	2237	
-0.422255	-0.675949	2099	
-0.253691	0.572831	493	
0.230664	0.436961	1928	
-0.615039	0.389761	1767	
-0.588531	0.378713	1767	
0.534284	-0.079099	1485	
-0.030673	-0.363925	1673	
-0.363981	0.558469	967	
-0.434961	-0.682807	2099	
0.319657	0.633439	2335	
0.345266	-0.327814	402	
-0.900508	0.059251	1943	
-0.590088	-0.446641	974	
0.021488	-0.353315	1158	
-0.477390	-0.653067	1873	
-0.412178	-0.779918	1847	
-0.759913	0.456820	1558	
-0.252613	-0.727587	1661	
-0.598852	0.274886	878	
0.118996	0.706268	2786	
-0.727184	0.176299	1490	
0.184600	0.240462	2937	
-0.433223	-0.504358	2277	
-0.571260	-0.641468	1747	
0.189352	0.149287	378	
0.293292	0.112756	822	
0.227316	0.458193	1482	
0.342659	0.578336	1760	
-0.260569	-0.763942	2172	
-0.215615	0.554468	238	
-0.006531	-0.839227	405	
-0.471540	0.294909	1040	
0.469053	-0.115578	834	
0.276208	0.618078	2421	
-0.557701	-0.552275	1802	
-0.098821	-0.337776	1219	
-0.820984	0.203300	2433	
0.125754	-0.802602	1546	
-0.631634	0.283616	1224	
0.289135	-0.051601	247	
0.115331	0.489001	226	
0.287571	-0.946654	3315	
-0.732369	-0.041386	1225	
-0.081754	-0.229920	432	
-0.707763	-0.253384	3211	
-0.127933	0.665069	3216	
-0.372672	0.691634	2441	
-0.509396	-0.558110	1387	
0.846747	-0.447032	3501	
-0.788323	-0.437295	251	
-0.653260	0.365059	1723	
-0.701717	-0.279512	3211	
-0.777885	-0.450725	251	
-0.625811	-0.666166	3233	
0.108961	0.546892	3369	
-0.061791	-0.977499	3170	
0.442000	-0.044796	1132	
-0.034230	-0.885699	3057	
0.327715	-0.920139	3450	
-0.423259	0.586047	888	
-0.216826	-0.792447	1918	
-0.194557	0.625258	2618	
0.062707	0.679616	363	
0.152901	-0.834065	2244	
0.820175	-0.450769	3508	
-0.878173	-0.446422	2841	
0.244149	-0.792031	2799	
0.450688	0.239004	856	
-0.743645	-0.244987	2879	
0.049019	0.694629	363	
-0.706636	-0.356215	1941	
0.203529	0.759286	2776	
-0.708065	-0.217879	2723	
-0.719334	0.195503	1290	
-0.339085	0.552512	830	
0.442061	0.001171	877	
-0.737106	0.477256	2477	
0.135762	-0.920333	2981	
-0.543916	0.569552	1017	
-0.437041	-0.854103	2837	
-0.136778	-0.929329	3144	
-0.852839	-0.032932	2574	
0.510803	-0.117997	1148	
0.558840	0.086343	1601	
0.421151	-0.802077	1851	
0.175434	-0.151983	456	
-0.394277	0.647099	2510	
-0.059581	-0.320866	1195	
-0.887008	0.186897	3085	
-0.801908	0.077617	2044	
0.268084	0.599000	864	
-0.384313	-0.851300	217	
0.284956	0.476267	1809	
0.507292	0.076173	1134	
0.300848	0.622837	2014	
0.314194	0.507948	1089	
-0.925544	-0.068953	549	
0.094444	-0.763864	3514	
-0.109783	0.649547	558	
-0.520584	0.529869	857	
-0.897043	-0.295706	498	
0.212927	0.282960	590	
0.194237	0.545252	906	
0.135888	-0.941890	2915	
-0.019381	-0.768838	1400	
-0.031937	-0.239162	3213	
-0.688924	-0.363891	1941	
-0.749850	-0.587278	3156	
0.402436	0.019640	2057	
0.664493	-0.653795	237	
-0.202450	0.739269	2953	
-0.427365	0.665252	3146	
0.284680	-0.140715	841	
-0.088667	-0.297476	1035	
-0.609788	-0.040014	535	
-0.347428	-0.608865	1274	
0.086980	-0.976317	2823	
0.409534	0.176720	1579	
0.235557	0.370001	1889	
0.319171	-0.301324	2455	
0.361246	0.557658	2287	
-0.137846	-0.247593	367	
-0.668295	-0.655565	3426	
-0.626597	0.030328	566	
-0.662509	0.276731	1896	
-0.093682	-0.747389	1284	
-0.678602	0.376553	1899	
