time = 1.001	Re = 1	rotation = 3.52077e-12
-0.643948	0.631240	3385	
0.611474	0.257471	2563	
0.919466	0.171721	667	
0.251560	-0.113655	3290	
0.367697	0.742991	870	
-0.494774	0.561154	1070	
0.302177	0.315767	937	
-0.908449	0.380940	3447	
-0.467396	0.472703	2613	
-0.403215	0.626281	2696	
0.225622	0.651301	2641	
0.281121	0.723999	2940	
-0.278504	0.697665	553	
0.153862	0.476136	3080	
0.735823	-0.201044	2230	
0.769557	-0.072901	1475	
0.168009	-0.270035	3021	
0.247060	0.886444	1018	
-0.923356	0.182041	476	
0.752305	0.542183	1727	
0.041247	0.748370	2989	
0.662003	0.227346	1512	
0.577089	0.179009	2292	
0.359995	0.397421	1684	
0.272172	0.396635	1554	
-0.140749	0.687887	2886	
0.162784	0.887574	3526	
0.225637	0.625912	2762	
0.237439	0.077505	485	
0.195908	0.868755	3264	
0.142356	-0.429379	347	
-0.660169	0.665599	350	
0.222412	-0.249815	2649	
0.800315	0.336824	2027	
0.798391	0.015899	1829	
-0.002859	0.799646	3519	
0.252760	-0.192438	1006	
0.546804	0.565802	2922	
-0.277950	0.895181	3239	
-0.367585	0.886515	2746	
0.102540	0.531954	195	
0.278519	0.479515	1809	
0.295728	-0.338985	399	
-0.188426	0.963387	2919	
0.444382	0.501227	2188	
0.177676	-0.256817	3165	
0.529334	0.321713	2330	
0.122127	0.733740	2744	
0.263846	-0.260423	1937	
0.791056	-0.226235	3167	
0.357673	0.066068	1081	
-0.924113	0.135547	548	
0.605151	-0.221759	1812	
0.795507	-0.194222	3178	
0.531065	0.120114	1427	
0.030974	-0.310678	664	
-0.565007	0.577685	1532	
0.803478	0.236518	3041	
0.822104	0.110961	2453	
-0.959797	0.090752	3303	
0.372414	-0.160084	1571	
-0.020864	-0.273262	3226	
0.222010	-0.490104	1633	
0.600291	0.554458	2902	
0.584202	-0.030878	2616	
0.601027	-0.326742	2506	
-0.680861	0.540788	2112	
-0.229017	0.941079	3377	
-0.442988	0.676348	3230	
0.240519	0.354000	1481	
-0.115071	0.965611	2695	
0.476334	-0.358090	1424	
0.240876	0.084452	485	
0.450315	0.436361	1576	
-0.490865	0.851660	3269	
0.258257	0.577203	864	
-0.156763	0.776540	2700	
0.475356	0.010572	1186	
-0.600238	0.450751	1442	
-0.298157	0.900907	3493	
0.323711	-0.024758	3458	
-0.031887	-0.374689	1673	
-0.701877	0.511442	2893	
0.534028	0.431008	2231	
-0.358889	0.644822	1704	
-0.593811	0.453538	1442	
-0.901213	0.346941	3371	
0.145313	0.714884	2786	
0.139701	0.437710	3093	
0.739479	0.442278	2488	
-0.147763	0.634867	2005	
-0.204982	0.818527	2732	
0.677509	-0.206894	3123	
0.512916	0.492670	2438	
0.730565	-0.242980	3143	
0.147961	0.552588	914	
0.291920	-0.375286	1103	
0.709470	0.630172	3068	
0.416820	0.335490	1310	
0.031599	0.865838	605	
0.193665	-0.135155	487	
0.207346	0.875754	3264	
0.474911	0.544278	2749	
0.463427	0.545333	2710	
0.077449	-0.453957	356	
0.419495	-0.109549	962	
0.268875	-0.235569	1455	
0.391274	0.159671	1346	
-0.224544	0.644229	2505	
0.471354	-0.160502	872	
0.534624	-0.175624	1592	
-0.889634	0.362506	3314	
-0.642610	0.468226	2056	
0.232816	0.339635	1221	
0.443704	0.701785	971	
0.873572	0.178610	2911	
0.278498	0.126133	3006	
0.468270	0.072939	1023	
0.441269	0.118867	1804	
-0.592753	0.555216	1335	
-0.483919	0.583406	803	
0.736028	0.488292	2227	
-0.348548	0.849772	468	
0.877547	-0.056042	2463	
-0.567838	0.395252	1344	
0.100825	0.594462	3491	
0.487387	0.065740	1134	
0.208085	0.878673	3264	
0.771893	0.029213	1829	
-0.328177	0.651700	2778	
0.802920	0.356449	2027	
0.156741	0.258381	3028	
0.636483	0.074646	1559	
0.607525	-0.343329	2132	
0.134374	0.153584	1622	
-0.692240	0.352404	1768	
0.070067	0.616373	3004	
0.426745	-0.025402	1132	
-0.118521	0.781668	2658	
0.563113	-0.254864	2009	
0.828228	0.522483	1272	
-0.709003	0.637712	2996	
0.776330	-0.253173	1886	
0.179939	0.932791	679	
-0.420742	0.756600	2512	
0.820796	-0.018389	2140	
0.483225	-0.096465	834	
-0.615879	0.599705	2123	
0.204913	0.684065	2715	
0.885318	-0.118238	2602	
0.274502	-0.456442	1379	
0.219130	0.842257	716	
0.305304	0.535832	1092	
-0.378099	0.684196	2674	
0.371854	-0.048747	2469	
-0.411112	0.553981	2638	
-0.167356	0.857402	3212	
0.475045	-0.224354	759	
0.606898	0.394292	2562	
0.250273	0.840618	873	
-0.461129	0.587586	1572	
0.506934	0.552964	2758	
0.079175	0.741620	2409	
-0.867540	0.461007	2872	
0.218861	-0.272977	1304	
0.301664	-0.437306	1561	
0.219385	-0.066451	452	
0.394645	0.851883	3091	
-0.791918	0.452626	2974	
0.125150	0.234961	2906	
0.063871	-0.277633	3267	
0.261858	0.400986	1554	
0.349184	0.736600	870	
-0.651953	0.460447	2249	
0.139276	0.672543	2965	
0.771652	0.261917	2554	
0.482478	0.258007	1191	
0.698699	-0.280596	1231	
-0.283234	0.776056	3166	
0.121344	0.779680	2657	
0.223830	0.605297	791	
0.869270	0.166503	2911	
-0.953075	0.089014	381	
0.282616	-0.418869	1056	
0.240504	0.105174	415	
-0.423926	0.883865	955	
-0.680740	0.439715	2312	
-0.930558	0.338602	3221	
-0.667807	0.395391	2222	
-0.678472	0.467140	2528	
0.478006	0.175511	1109	
0.385017	0.042859	2057	
0.153193	0.787553	2918	
0.698230	0.134694	2076	
-0.382984	0.506459	884	
0.684808	0.305591	2934	
0.612098	0.108068	2303	
0.815736	0.257910	2987	
-0.769654	0.486930	2916	
-0.926223	0.115090	548	
0.297091	0.007741	3022	
0.578727	0.490302	1608	
0.198886	-0.142121	487	
0.253983	0.552038	925	
-0.032663	0.934881	3351	
0.407895	0.714049	1090	
0.198416	0.841923	3436	
0.312833	-0.215596	1434	
0.348975	0.500610	1850	
0.378329	0.064048	1349	
0.124464	0.321884	225	
0.935847	0.205436	492	
0.756050	-0.252216	1652	
0.540386	-0.257788	1693	
0.377608	0.496099	1968	
0.262154	0.101209	332	
0.103876	-0.344780	1445	
0.631805	0.259058	2838	
0.425939	0.069341	1993	
0.779304	0.125345	2332	
0.760095	0.037672	1585	
0.417893	0.597754	2640	
0.244391	0.677230	2698	
-0.930274	0.107495	381	
0.682914	0.380221	1810	
-0.779434	0.351489	2181	
0.284749	-0.227400	1171	
-0.837940	0.463593	222	
0.565672	0.215134	2416	
0.632125	0.184659	1509	
0.129734	0.791372	2657	
0.463511	0.713459	2397	
-0.964656	0.087828	3303	
-0.868327	0.459971	2872	
0.697736	0.426145	2083	
0.196546	-0.426516	897	
0.079016	0.515227	1835	
0.591953	-0.421638	2016	
-0.568627	0.476805	1014	
0.152158	-0.163805	455	
0.333287	0.127981	987	
0.120491	0.625539	998	
-0.662820	0.406407	2222	
0.755691	-0.319294	2052	
0.612758	0.246952	2563	
-0.964125	0.135905	3066	
0.469025	0.053301	733	
0.925195	-0.049132	587	
0.487154	0.037312	1149	
0.911137	0.064688	2320	
-0.348047	0.512787	947	
0.433371	-0.166034	2966	
-0.040665	-0.247866	3213	
0.237902	0.721529	2976	
0.404714	-0.277025	2899	
0.207557	0.474803	1764	
0.580553	0.126585	2053	
0.845843	0.504369	1272	
-0.371234	0.884282	2746	
-0.523067	0.534799	1251	
-0.392817	0.788827	2653	
0.678542	0.296151	2752	
0.691727	0.108255	1230	
0.945588	-0.093758	2497	
0.176977	-0.294627	1307	
-0.693056	0.338439	1586	
0.213401	0.524054	1030	
0.567632	-0.130816	2634	
0.782533	0.013467	1454	
0.872006	0.130114	2968	
-0.330976	0.870011	429	
-0.747677	0.365657	2178	
0.542666	0.215294	2416	
0.717193	0.372658	1309	
0.820647	0.415220	2809	
-0.252639	0.544861	479	
0.654132	-0.118332	2543	
-0.281160	0.717611	3060	
0.397366	0.500664	1846	
0.169961	0.332589	2324	
-0.280763	0.610765	495	
0.426296	0.748620	1007	
-0.858725	0.441911	2840	
0.875150	0.273676	3509	
0.629114	0.300850	2842	
0.370018	0.596497	1957	
-0.727935	0.489302	2892	
0.065495	0.356702	1722	
0.241270	0.023741	320	
-0.467751	0.782271	2633	
0.474722	0.552803	2710	
0.506610	-0.360330	1879	
0.537057	0.105492	1427	
0.078675	0.429916	3078	
0.944639	0.166944	3163	
-0.667506	0.512697	2538	
0.600635	-0.110538	2634	
0.960204	0.177940	3194	
-0.781399	0.258138	2095	
-0.245847	0.780474	3056	
0.463198	0.383516	1408	
0.387388	0.304614	1324	
0.620545	0.325398	1144	
0.537677	0.406364	2231	
0.286843	-0.457984	1561	
0.041146	-0.363228	1158	
0.624612	0.226990	2563	
-0.181694	0.815900	2889	
0.578456	-0.359885	2396	
0.159527	-0.447967	1111	
0.881741	0.150360	2911	
-0.146801	0.778630	2734	
0.110889	-0.335119	1445	
-0.112739	0.834322	2687	
0.073737	0.891664	3282	
0.863888	-0.196858	1721	
-0.491821	0.592298	803	
0.417895	0.543809	2440	
0.568562	0.170450	2292	
0.618500	0.439633	1750	
0.158922	0.326226	1826	
-0.504725	0.430922	657	
0.239885	0.837752	716	
0.144025	0.214103	2711	
0.255291	0.217369	1533	
0.406822	0.294833	1324	
0.585896	-0.284835	2125	
-0.397162	0.709140	2678	
0.219221	0.539885	925	
-0.528556	0.651706	960	
-0.111261	0.674147	3209	
0.351994	-0.332503	402	
0.617562	-0.163684	2848	
-0.046556	0.829594	2625	
-0.005806	-0.352177	1354	
0.797536	0.199672	3065	
-0.668905	0.461422	2312	
0.517086	0.477077	2465	
0.284780	0.088886	434	
0.152989	0.498698	2293	
-0.326552	0.933869	3097	
0.426139	0.629340	2447	
0.032899	-0.241778	3489	
0.277754	0.732832	666	
0.434251	0.376894	1163	
0.728695	-0.316854	2052	
-0.251030	0.741922	3011	
-0.911520	0.292255	2530	
0.662141	0.621353	2791	
0.650413	0.305930	2934	
0.262237	0.743112	285	
0.642440	0.638511	3291	
0.451220	0.800442	2338	
0.176926	0.502886	2293	
-0.005756	0.980047	2693	
0.414974	-0.167519	2966	
-0.371969	0.808199	418	
-0.409315	0.887120	2721	
0.732294	0.009206	1169	
-0.399170	0.723545	2678	
0.509224	0.322730	2313	
0.093387	0.599854	3512	
-0.624175	0.573722	2434	
-0.909475	0.219806	3138	
0.868987	0.466476	2855	
-0.711602	0.427438	2412	
0.505387	-0.108133	842	
0.422220	0.683950	902	
0.049825	0.690616	363	
0.334243	0.741469	584	
0.587726	-0.429976	1663	
0.269266	0.727437	2940	
0.616981	0.432127	2468	
0.567157	0.298545	2028	
0.430318	-0.119806	2763	
0.855088	-0.203532	1721	
-0.385391	0.848046	3357	
0.787635	-0.134086	1870	
0.335179	0.900340	308	
-0.062786	0.941222	2672	
0.786029	0.352287	2027	
0.285875	-0.439667	1561	
0.366955	-0.433095	2426	
-0.692894	0.584799	2049	
0.222070	-0.067912	452	
0.747208	-0.180551	2474	
0.066247	-0.319506	919	
0.890421	0.043149	2033	
0.718444	0.381305	1788	
0.612589	-0.080537	871	
0.206084	0.913583	3349	
