time = 6.001	Re = 1	rotation = 7.60486e-10
-0.905906	0.026128	1772	
-0.134781	-0.646443	2702	
0.275253	0.900770	403	
-0.045378	-0.273480	3500	
0.528092	0.622491	1862	
0.395070	0.650550	2594	
0.260121	0.224938	1533	
-0.492930	-0.852655	2822	
0.663270	-0.007242	672	
0.542338	0.500791	2751	
0.075220	-0.621713	828	
0.735130	0.111741	2046	
0.662281	0.294238	2934	
0.118751	0.337786	225	
0.238342	-0.701539	1183	
0.484484	-0.585585	1374	
-0.151597	-0.279926	314	
-0.558529	0.719389	3174	
-0.614932	-0.711413	569	
-0.088161	0.928673	783	
0.142322	-0.603457	585	
0.236549	-0.661696	765	
-0.537097	-0.321905	1895	
-0.324438	0.422254	772	
0.156525	0.334467	2324	
0.098268	-0.598481	3136	
-0.472497	0.750150	2614	
-0.182680	-0.574129	620	
0.149936	-0.196901	366	
-0.346273	0.804015	3235	
0.410308	-0.192029	2082	
-0.899105	-0.247760	3438	
-0.050245	-0.331426	1107	
0.642235	0.575649	463	
0.761772	-0.256219	1652	
0.714084	0.134842	1869	
-0.042827	-0.315559	1195	
0.762474	0.039414	1585	
-0.917457	0.213502	3138	
-0.955507	-0.090087	2909	
0.080058	0.461389	529	
-0.460581	0.266331	959	
0.443907	-0.045899	1132	
-0.979606	-0.065060	2971	
0.116293	-0.646587	3390	
-0.149900	-0.273766	334	
-0.448558	-0.414559	1022	
0.392285	-0.520513	2561	
0.136188	-0.345739	1651	
0.721332	-0.374764	2003	
0.323922	-0.139553	895	
-0.620807	-0.696453	2900	
-0.613276	-0.148521	517	
0.720435	-0.370567	1955	
-0.237968	0.511668	934	
-0.264859	-0.163445	922	
-0.386380	0.701306	2674	
0.762023	0.375417	2096	
0.814655	0.246932	2987	
-0.371721	-0.891191	473	
0.369916	-0.146916	1571	
-0.269373	-0.051206	268	
0.329857	0.425602	1848	
0.737115	0.308070	2612	
-0.566003	0.186867	2212	
-0.483775	-0.477474	1150	
-0.858248	0.226493	2552	
-0.969788	-0.009578	255	
-0.189355	0.809257	2714	
0.259815	0.182213	3037	
-0.970427	0.082208	3107	
-0.390069	0.441942	1368	
0.150333	-0.202908	366	
-0.116637	-0.634837	816	
-0.905702	-0.379680	2859	
-0.375822	-0.450356	670	
0.648732	0.363540	1453	
0.273046	0.346603	1215	
0.179731	0.790807	192	
-0.949381	0.077623	284	
0.152728	-0.284017	292	
-0.160488	-0.339894	3110	
-0.864504	0.196215	2499	
0.389231	-0.584075	911	
0.622914	0.371504	1542	
0.228026	0.764135	234	
-0.594556	-0.760823	2830	
0.292425	-0.570533	2442	
0.153968	0.248616	3028	
0.623207	0.580266	463	
-0.301812	-0.476219	2716	
-0.077637	0.859302	2936	
-0.079194	-0.723747	1284	
0.431695	-0.545946	1222	
0.267041	-0.699013	813	
-0.237050	0.480828	2017	
0.456199	0.103764	1830	
-0.361593	0.871265	3431	
-0.361454	0.404686	1130	
-0.083697	0.869905	2928	
-0.032652	-0.235401	3213	
-0.425872	0.775314	2544	
0.504276	-0.483340	1119	
0.458063	-0.518068	904	
0.411962	-0.206561	2082	
0.412365	0.071896	1993	
0.090574	-0.346990	1752	
0.340182	0.167455	1411	
0.403429	-0.487778	673	
0.271803	0.397890	1554	
-0.274706	0.526041	478	
-0.638773	-0.716490	2995	
-0.388562	0.684104	2674	
0.278913	0.140888	3050	
