time = 2.001	Re = 1	rotation = 2.81661e-11
-0.748306	-0.502566	1785	
0.269004	0.654787	2606	
-0.167888	0.924142	486	
0.213286	-0.174813	3453	
-0.648612	0.487436	2352	
-0.738559	-0.112727	1200	
0.272077	0.324120	1211	
-0.408181	-0.896440	606	
-0.663783	0.009300	2584	
-0.737437	0.013805	961	
-0.336577	0.543510	1283	
-0.572223	0.473636	1199	
-0.705906	0.163478	648	
0.133561	0.467408	341	
0.546772	0.535427	2790	
0.437126	0.649961	2448	
0.108035	-0.299396	3294	
-0.859259	0.317205	2417	
-0.291535	-0.895138	312	
-0.525892	0.758170	3253	
-0.413933	0.464445	880	
0.252261	0.705095	2976	
0.378909	0.483935	1577	
0.226452	0.516854	990	
0.217139	0.424119	1928	
-0.441007	0.414598	2363	
-0.854101	0.264905	2120	
-0.262388	0.575378	370	
0.247647	0.018403	320	
-0.826487	0.303621	2252	
0.209698	-0.401105	319	
-0.744911	-0.568988	3040	
0.175335	-0.284945	3021	
-0.273843	0.826764	2615	
0.317623	0.758638	711	
-0.642597	0.336783	1045	
0.206409	-0.241479	3165	
-0.414139	0.651347	3146	
-0.920048	-0.166307	3175	
-0.912565	-0.295886	420	
0.092573	0.528028	197	
0.151521	0.600876	3096	
0.344156	-0.289998	2403	
-0.968348	-0.157105	3120	
-0.160994	0.713206	2709	
0.117024	-0.289811	3294	
0.252077	0.616715	2762	
-0.459818	0.462882	2613	
0.240890	-0.281628	1304	
0.506751	0.653944	2503	
0.358771	0.029315	1567	
-0.257865	-0.898019	246	
0.597345	0.236744	2533	
0.484625	0.667360	2444	
0.430655	0.330448	1257	
-0.038611	-0.309599	1195	
-0.757602	-0.280495	1839	
-0.089425	0.867521	2928	
0.132509	0.860706	3069	
-0.159467	-0.950637	426	
0.373667	-0.153964	1571	
-0.091458	-0.257991	432	
0.405645	-0.354615	1179	
-0.438339	0.673359	3146	
0.510029	0.282036	1844	
0.643353	0.227980	1430	
-0.705820	-0.506521	1603	
-0.951674	-0.174127	392	
-0.795364	-0.124795	1885	
0.223324	0.338597	1221	
-0.968636	-0.071461	2971	
0.594098	-0.030833	2616	
0.252502	0.023342	320	
0.098620	0.740571	2728	
-0.867476	-0.462053	2874	
-0.167132	0.642681	3334	
-0.704622	0.235205	1172	
0.456870	0.116471	1830	
-0.701665	-0.268090	3211	
-0.924743	-0.207140	3506	
0.311545	-0.086946	1140	
-0.058342	-0.371003	1198	
-0.684634	-0.533311	1965	
-0.063859	0.781315	317	
-0.720883	0.080313	702	
-0.702852	-0.255210	3211	
-0.408961	-0.874759	606	
-0.426316	0.482808	2741	
0.131880	0.406446	210	
-0.375924	0.767579	2653	
-0.335077	0.456396	854	
-0.818268	0.083647	2044	
0.582786	0.402286	2587	
-0.218882	0.707630	3048	
0.570695	0.518991	2825	
0.100953	0.614344	3512	
0.370601	-0.298030	379	
-0.618811	0.715933	490	
0.279231	0.474075	1809	
-0.810908	0.223590	2433	
0.158849	-0.174646	455	
-0.839044	0.303061	2417	
-0.301886	0.654908	1426	
-0.292984	0.653813	528	
0.160516	-0.431872	369	
0.426624	-0.066559	661	
0.238834	-0.265922	1304	
0.373789	0.179973	1403	
-0.541835	0.322964	1366	
0.495692	-0.014727	1208	
0.551706	0.098435	1427	
-0.432929	-0.857484	2837	
-0.701135	-0.374368	2235	
0.224540	0.315147	945	
-0.606002	0.543331	1335	
-0.116179	0.900301	3392	
0.294202	0.062867	1184	
0.436564	0.171987	1579	
0.410101	0.187841	1579	
-0.745056	-0.322877	2257	
-0.748557	-0.109609	1200	
-0.443084	0.754545	2512	
-0.893091	-0.202834	3359	
0.243450	0.864020	873	
-0.671471	-0.171027	2665	
0.074860	0.638395	413	
0.447093	0.194186	1367	
-0.843895	0.300509	2417	
0.345350	0.715603	584	
-0.699597	0.130657	648	
-0.307518	0.821499	3310	
0.176927	0.217995	2937	
0.435472	0.478724	1758	
0.651571	0.245889	2598	
0.137922	0.151012	1622	
-0.638308	-0.441811	1834	
0.059432	0.620912	2534	
0.424576	0.009464	877	
-0.673751	0.277214	1364	
0.599781	0.140587	1960	
-0.525520	0.825197	3023	
-0.702192	-0.644955	358	
0.535701	0.620643	2270	
-0.920070	0.228807	3150	
-0.841850	-0.188001	2071	
0.315031	0.781220	754	
0.488395	0.041543	1149	
-0.754313	-0.412042	2516	
-0.407796	0.508634	884	
0.288932	0.858386	230	
0.434104	-0.309824	500	
-0.785604	0.341868	2149	
-0.098953	0.711426	2737	
-0.772759	-0.005231	1407	
0.365400	-0.075185	1763	
-0.680438	0.067007	1478	
-0.854610	0.060841	1799	
0.522810	-0.030740	1217	
-0.085964	0.796163	811	
-0.788746	0.358440	2093	
-0.741309	-0.065799	1229	
-0.352019	0.650981	1704	
-0.427166	0.466056	2635	
-0.491431	-0.850711	2822	
0.179459	-0.300875	1307	
0.449966	-0.283524	650	
0.201840	-0.108710	453	
-0.829351	0.434988	3299	
-0.589391	-0.695960	1754	
0.142103	0.207791	2711	
-0.008842	-0.284934	409	
0.211583	0.422367	2305	
-0.629129	0.484616	2056	
-0.695206	-0.391448	2235	
-0.265866	0.546443	478	
-0.076694	0.855562	2936	
0.338622	0.438864	1857	
0.606952	0.445780	2205	
-0.809957	0.034479	2176	
-0.614501	0.390652	1767	
-0.201637	0.607209	2622	
-0.087323	0.900899	3490	
-0.170661	-0.941975	426	
0.402077	-0.306840	450	
0.256355	0.043705	400	
-0.899311	-0.389845	2859	
-0.675435	-0.446833	2259	
-0.356899	-0.923709	1358	
-0.665589	-0.398502	2266	
-0.685864	-0.455331	2545	
0.395885	0.314916	1324	
0.382414	0.028271	2057	
-0.653603	0.382084	2015	
0.329425	0.661442	2513	
-0.608683	0.153250	575	
0.019556	0.827778	216	
0.421599	0.465231	1758	
-0.157516	0.861752	3212	
-0.620776	-0.665915	3233	
-0.239069	-0.902563	246	
0.288903	-0.063818	247	
-0.288758	0.706564	3060	
0.158979	-0.185788	366	
-0.084224	0.709436	483	
-0.928152	0.061209	2896	
-0.611808	0.521905	1749	
-0.781307	0.332529	2181	
0.300067	-0.233605	2219	
-0.002188	0.750313	612	
0.377075	0.046124	1349	
0.131554	0.283793	261	
-0.218419	0.933413	270	
0.554879	0.575558	2983	
0.589646	0.091737	2341	
-0.039817	0.752047	295	
0.275681	0.034271	400	
0.064383	-0.354376	1079	
0.242457	0.694974	2692	
0.412856	0.107401	1135	
0.208957	0.806306	193	
0.354091	0.697856	696	
-0.375226	0.603504	1511	
-0.429757	0.514275	629	
-0.226100	-0.909024	2836	
-0.187183	0.791368	2742	
-0.571885	-0.635527	1747	
0.260473	-0.255270	1937	
-0.535372	-0.794391	351	
0.351456	0.511286	1815	
0.339484	0.592064	1760	
-0.651557	0.374126	2015	
-0.634334	0.546712	2294	
