time = 4.001	Re = 1	rotation = 2.25329e-10
0.886058	0.165912	2911	
-0.647645	0.115752	1655	
-0.055787	-0.933847	703	
0.097497	-0.258668	3343	
0.088569	-0.806836	523	
0.415412	-0.619283	1137	
0.245643	0.294774	945	
0.459048	0.871902	3142	
-0.008804	-0.664066	560	
0.263953	-0.686011	813	
-0.593187	-0.200400	2927	
-0.201778	-0.717887	1054	
0.068024	-0.721020	1401	
0.118291	0.412985	1613	
-0.740340	0.064642	702	
-0.747403	-0.139162	1822	
-0.023649	-0.318076	892	
0.697754	-0.593031	3149	
0.494260	0.802923	422	
0.264473	-0.883545	305	
-0.552998	-0.281126	2051	
-0.698822	-0.087555	885	
-0.432811	0.453551	2229	
-0.100861	0.649289	3035	
0.164402	0.406298	2366	
-0.538169	-0.280005	2051	
0.658092	-0.605271	2651	
-0.599804	-0.025543	608	
0.225625	-0.101283	323	
0.576997	-0.664503	1742	
0.327408	-0.313222	402	
0.864171	0.362701	3424	
0.066824	-0.328551	919	
-0.213132	-0.834950	2942	
-0.690741	-0.407240	2428	
-0.110642	-0.719740	731	
0.089467	-0.305440	1078	
-0.348855	-0.682481	1458	
0.931709	-0.081052	3027	
0.948601	0.144767	2802	
0.083324	0.501562	1835	
-0.197406	0.542195	382	
0.414456	-0.173539	2966	
0.977707	0.083268	3157	
-0.643003	-0.136661	2364	
-0.017444	-0.312413	397	
-0.527431	0.301707	1042	
-0.495144	-0.423972	794	
0.190703	-0.318210	1610	
-0.765065	-0.267756	3238	
0.351002	-0.053477	1483	
0.485660	0.800125	3376	
-0.278187	0.598567	495	
-0.757795	-0.279717	1839	
0.145442	0.617010	3096	
-0.168544	-0.261994	314	
0.721065	-0.369563	1955	
-0.387597	-0.757489	2400	
-0.514730	-0.680517	1595	
0.280845	0.925000	2784	
0.373335	-0.146833	2588	
-0.207987	-0.177048	310	
0.531500	0.067812	1413	
-0.234370	-0.765684	1679	
-0.014818	0.742761	3268	
-0.439877	0.522137	629	
0.866664	0.062652	1945	
0.966515	0.050324	470	
0.619403	-0.515160	1998	
0.224568	0.272503	659	
0.970412	-0.040258	3134	
0.287758	0.551370	907	
0.230700	-0.102423	323	
-0.641959	0.047138	2152	
0.896811	0.402189	2827	
-0.564748	0.145216	1914	
0.069061	-0.739518	3054	
0.366788	0.277236	941	
0.557569	-0.506523	1713	
0.947914	0.009025	520	
0.252177	-0.200949	1006	
-0.110970	-0.358887	1522	
0.862697	0.091384	2381	
