time = 0.117	Re = 25	rotation = -0.120499
-0.712342	0.580583	7110	
-0.711668	0.581381	7110	
-0.710093	0.583204	3837	
-0.707549	0.586155	3837	
-0.703985	0.590404	3837	
-0.699617	0.595770	3837	
-0.694294	0.602116	3837	
-0.688195	0.609181	8215	
-0.681166	0.616917	8215	
-0.673362	0.625478	8233	
-0.664646	0.634926	8617	
-0.655084	0.644895	9589	
