time = 0.001	Re = 1	rotation = 0
0.593533	0.687938	5341	
0.623332	-0.231860	6658	
0.296648	-0.886871	8337	
0.272611	-0.044942	2995	
0.812128	-0.040858	5467	
0.393457	0.671764	4637	
0.337692	0.296006	3295	
0.141091	0.740034	2348	
0.474210	0.601348	5569	
0.520835	0.357238	1460	
0.720796	0.163319	7321	
0.537890	0.516694	1192	
0.105855	-0.052905	2081	
0.186806	0.473650	7039	
0.215821	-0.729780	894	
0.323440	-0.700974	7426	
0.222094	-0.227244	4902	
0.902498	-0.101003	4455	
0.100220	0.939518	2708	
0.652482	-0.658834	7655	
0.358653	0.501014	5479	
0.607480	-0.350513	1543	
0.038694	0.268510	1497	
0.581679	-0.171845	2746	
0.474944	0.246545	2332	
0.338357	0.349166	1604	
0.317758	0.556373	7974	
0.013817	0.245678	2996	
0.878212	0.018371	8033	
0.055617	-0.097737	7485	
0.019871	-0.116598	432	
0.481271	0.376841	7982	
0.216952	0.130161	5268	
0.865120	0.017073	8033	
0.010041	0.684674	4868	
0.647857	0.682125	4085	
0.264526	-0.204623	2435	
0.552151	-0.670672	7570	
0.369101	-0.707486	736	
0.570026	0.406905	6588	
0.288343	-0.133712	1779	
0.755899	-0.208559	3800	
0.896316	0.276946	794	
0.891914	0.359219	884	
0.116736	0.533931	5558	
0.412171	0.350466	3172	
0.249423	-0.373813	8887	
0.965593	0.175965	7019	
0.659734	0.065753	5732	
0.230323	-0.210492	3630	
0.618758	-0.050884	2817	
0.470564	0.431679	7956	
0.287758	-0.233363	566	
0.102048	-0.815355	2602	
0.354150	0.103278	4477	
0.034563	0.937889	9377	
0.320440	-0.557795	3043	
0.140458	-0.805621	995	
0.536918	-0.104685	2668	
0.099274	-0.295476	4441	
0.469931	0.681811	8218	
0.507649	-0.666813	6465	
0.410676	-0.720466	4689	
0.034188	0.965116	8085	
0.373131	-0.160222	3920	
0.050319	-0.269058	4173	
0.016089	-0.538532	672	
0.749678	-0.321942	5004	
0.489227	-0.322519	8319	
0.178832	-0.658206	4672	
0.464200	0.748682	7780	
0.944336	0.215562	8808	
0.597222	0.566692	6541	
0.267621	0.357914	7502	
0.964598	0.107520	3770	
0.211835	-0.555326	7405	
0.218888	0.138928	5599	
0.617743	0.084380	522	
0.478950	0.353684	5882	
0.607474	0.428787	4714	
0.469409	-0.088440	6185	
0.229982	0.762941	7065	
0.904716	0.290665	1476	
0.324722	0.039098	9449	
0.426222	0.770249	5818	
0.679791	-0.088420	7399	
0.483986	0.576995	504	
0.230202	0.760365	7065	
0.314607	0.914588	7454	
0.472175	0.422696	8806	
0.154155	0.460730	5938	
0.645694	-0.570885	3795	
0.187073	0.614974	1247	
0.747429	0.348947	1248	
0.276243	-0.650459	1883	
0.704400	-0.074404	2379	
0.164208	-0.750498	2235	
0.217949	0.498291	9249	
0.208731	-0.426379	2064	
0.702858	-0.637441	9198	
0.512554	0.160382	3338	
0.787755	0.212163	5561	
0.218313	-0.089881	2416	
0.878854	-0.016342	7565	
0.715533	-0.028396	6901	
0.708544	-0.004428	5323	
0.410348	-0.143963	7387	
0.297644	-0.198033	2276	
0.121618	0.961278	2879	
0.406259	0.138015	8239	
0.344183	0.577402	671	
0.411091	-0.281868	3162	
0.399102	-0.396738	2836	
0.326216	0.905416	8992	
0.305348	0.765415	5505	
0.250977	0.354573	1113	
0.810288	-0.136514	7728	
0.378227	-0.807279	3951	
0.256323	0.183614	9039	
0.476453	-0.024607	1401	
0.458564	0.048727	6209	
0.442720	0.704827	8274	
0.434093	0.653307	5849	
0.508515	-0.827755	5596	
0.659453	-0.587471	3182	
0.847638	0.361871	5483	
0.177507	-0.860460	6288	
0.010472	0.784089	457	
0.134024	0.558250	7977	
0.490757	-0.061494	2643	
0.882686	-0.024063	7565	
0.413915	-0.652190	9390	
0.475857	0.566820	504	
0.555749	-0.680822	7570	
0.144128	0.298782	5214	
0.538875	-0.349170	5619	
0.146334	-0.680407	813	
0.129570	0.157715	604	
0.093081	0.820997	6567	
0.083572	0.600674	6420	
0.426252	-0.053985	6364	
0.580629	0.431908	1349	
0.027532	0.462767	8486	
0.307752	-0.534577	1157	
0.557006	-0.805620	4265	
0.622404	0.725423	7618	
0.158617	0.984701	2005	
