Coord_center_el.x 	 Coord_center_el.y 	 vectorElement[i].U_y	Time: 8.0900	Mesh (Number of cells): 691
0.4382211091 	 -0.5308502115 	 0.1945455734 	 0.1945454066 	 167
-0.4382211091 	 0.5308502115 	 -0.1945458444 	 -0.1945456773 	 168
-0.9420855487 	 -0.1331292433 	 -0.9818572635 	 -0.9818572655 	 169
0.9420855487 	 0.1331292433 	 0.9818572627 	 0.9818572647 	 170
0.0813834716 	 0.3419122056 	 -0.0013231137 	 -0.0013231080 	 171
-0.0813834716 	 -0.3419122056 	 0.0013243537 	 0.0013243465 	 172
-0.2415627693 	 0.0694724318 	 0.0502014835 	 0.0502013942 	 173
0.2415627693 	 -0.0694724318 	 -0.0502014327 	 -0.0502013435 	 174
-0.3038494240 	 0.0879660119 	 0.1166701910 	 0.1166700046 	 175
0.3038494240 	 -0.0879660119 	 -0.1166700328 	 -0.1166698465 	 176
-0.7286047222 	 0.4007459260 	 -0.5829272656 	 -0.5829270809 	 177
0.7286047222 	 -0.4007459260 	 0.5829271418 	 0.5829269573 	 178
-0.0750808357 	 0.6477565294 	 0.0002287968 	 0.0002287987 	 179
0.0750808357 	 -0.6477565294 	 -0.0002278021 	 -0.0002278052 	 180
-0.0750808357 	 -0.6477565294 	 -0.0011137207 	 -0.0011137201 	 181
0.0750808357 	 0.6477565294 	 0.0011147175 	 0.0011147157 	 182
-0.6572692588 	 0.4402758727 	 -0.4815238191 	 -0.4815235694 	 183
0.6572692588 	 -0.4402758727 	 0.4815236279 	 0.4815233785 	 184
-0.0258280251 	 -0.7687218258 	 -0.1133271001 	 -0.1133269507 	 185
0.0258280251 	 0.7687218258 	 0.1133269442 	 0.1133267950 	 186
0.3855783737 	 -0.5756376183 	 0.1813507138 	 0.1813505803 	 187
-0.3855783737 	 0.5756376183 	 -0.1813509729 	 -0.1813508390 	 188
0.1425100589 	 0.7264625982 	 0.1505930484 	 0.1505928993 	 189
-0.1425100589 	 -0.7264625982 	 -0.1505930573 	 -0.1505929081 	 190
-0.8742655748 	 -0.1958592468 	 -0.8915964760 	 -0.8915964726 	 191
0.8742655748 	 0.1958592467 	 0.8915964657 	 0.8915964624 	 192
0.3557273469 	 0.2259771683 	 -0.1105913475 	 -0.1105911485 	 193
