time = 6.127	Re = 4	rotation = -6.80405
-0.567256	0.555330	6198	
-0.580630	0.544766	6198	
-0.586986	0.539891	1210	
-0.609866	0.521795	2002	
-0.636323	0.498103	7573	
-0.650609	0.484186	6305	
-0.658633	0.476636	6305	
-0.681058	0.454991	5187	
-0.726815	0.403015	1583	
-0.745584	0.378749	7964	
-0.777725	0.333904	8305	
-0.791652	0.313043	8642	
-0.806333	0.291575	9456	
-0.828592	0.257854	5327	
-0.845365	0.233503	8947	
-0.854181	0.221284	9887	
-0.868985	0.205203	9257	
-0.878783	0.195842	9226	
-0.891236	0.193307	5235	
-0.909031	0.195953	5235	
-0.911982	0.220038	5737	
-0.909503	0.256157	6681	
-0.903420	0.288968	659	
-0.880517	0.357687	727	
-0.858184	0.409706	2220	
-0.831439	0.462445	2909	
-0.792507	0.525297	1325	
-0.763024	0.567946	7211	
-0.722197	0.616348	2211	
-0.677058	0.663045	8940	
-0.650216	0.689343	3525	
-0.621997	0.713254	882	
-0.590427	0.737407	3479	
-0.572286	0.748960	6243	
-0.568851	0.750782	9529	
-0.580227	0.743426	6243	
-0.581271	0.744339	6243	
-0.578885	0.747468	6243	
-0.577946	0.748715	6243	
-0.575584	0.750850	6243	
-0.570605	0.754845	9529	
-0.568619	0.756192	9529	
-0.568818	0.756678	9529	
-0.575138	0.751483	6243	
-0.580639	0.746787	6243	
-0.587037	0.741456	3479	
-0.602362	0.729238	808	
-0.619166	0.714773	882	
-0.632042	0.704006	1771	
-0.658094	0.680252	6030	
-0.671419	0.667218	8940	
-0.705590	0.633372	9603	
-0.735159	0.598702	477	
-0.770659	0.555505	987	
-0.794174	0.520551	1325	
-0.827336	0.467577	2909	
-0.855465	0.411675	791	
-0.878005	0.361021	727	
-0.897467	0.305854	6762	
-0.907233	0.246936	6681	
-0.907900	0.219537	5737	
-0.907746	0.205172	5235	
-0.889567	0.207799	8368	
-0.874186	0.214723	9257	
-0.843321	0.256671	5327	
-0.795735	0.325748	8642	
-0.731021	0.413079	6747	
-0.673023	0.476712	3566	
-0.703253	0.445027	5279	
-0.738995	0.400979	1583	
-0.763409	0.367282	1025	
-0.758138	0.373265	1025	
-0.744109	0.390153	1583	
-0.743847	0.388467	1876	
-0.712618	0.427887	8749	
-0.669883	0.471309	3566	
-0.637605	0.502868	7573	
-0.603805	0.531158	2002	
-0.578346	0.550684	6198	
-0.555431	0.568272	5493	
-0.528300	0.585176	2354	
-0.463079	0.625179	4356	
-0.390666	0.660047	3152	
-0.375715	0.665938	7944	
-0.356874	0.673653	4141	
-0.361958	0.671326	4141	
-0.366900	0.668924	7944	
-0.364912	0.669606	4141	
-0.375392	0.664852	7944	
-0.370806	0.666725	7944	
-0.376349	0.664406	3152	
-0.379629	0.663123	3152	
-0.379769	0.663102	3152	
-0.379619	0.663249	3152	
-0.381913	0.662500	3152	
-0.381525	0.662893	3152	
-0.380615	0.663510	3152	
-0.384466	0.662272	3152	
-0.391018	0.659571	3152	
-0.398794	0.656406	2625	
-0.448982	0.632650	4356	
-0.518932	0.591097	3195	
-0.547096	0.573749	5493	
-0.577623	0.550897	6198	
-0.594032	0.538529	6198	
-0.627620	0.511264	7573	
-0.649578	0.491149	6305	
-0.678530	0.463581	3566	
-0.717787	0.422102	8749	
-0.743411	0.389599	1876	
-0.762547	0.366295	1025	
-0.800592	0.309667	9456	
-0.823523	0.277761	6074	
-0.836556	0.260346	5327	
-0.853365	0.239013	9537	
-0.868756	0.223135	9887	
-0.881957	0.207458	8368	
-0.893428	0.211228	8368	
-0.900249	0.212025	5235	
-0.906925	0.230339	6681	
-0.903950	0.277961	783	
-0.889044	0.325321	8721	
-0.870805	0.372479	1213	
-0.842894	0.433400	391	
-0.817540	0.480474	8403	
-0.782114	0.534497	665	
-0.748432	0.580049	679	
-0.709816	0.626200	9787	
-0.670138	0.665655	8940	
-0.635037	0.698712	1771	
-0.600313	0.728572	808	
-0.573211	0.748152	6243	
-0.545968	0.766821	8950	
-0.526320	0.777205	1246	
-0.518525	0.781076	1246	
-0.531929	0.774213	1246	
-0.533725	0.774777	1246	
-0.528279	0.779006	1246	
-0.526918	0.780516	1246	
-0.523215	0.783596	1246	
-0.520359	0.785685	1246	
-0.519397	0.786391	2110	
-0.520098	0.785958	2110	
-0.523241	0.783590	1246	
-0.528220	0.780249	1246	
-0.535888	0.775443	1246	
-0.550123	0.765525	9529	
-0.567194	0.752785	9529	
-0.580922	0.741364	6243	
-0.603208	0.724464	808	
-0.618867	0.711228	882	
-0.648885	0.684831	6030	
-0.671327	0.662386	8940	
-0.709186	0.624611	9787	
-0.730553	0.599503	477	
-0.766465	0.554357	987	
-0.796815	0.510789	8637	
-0.826985	0.460467	2909	
-0.851257	0.414060	791	
-0.877060	0.352634	727	
-0.890547	0.312879	6762	
-0.899069	0.281488	659	
-0.900294	0.249396	9317	
-0.893175	0.234751	9317	
-0.871824	0.245996	9537	
-0.839606	0.284171	6488	
-0.796803	0.342338	3770	
-0.766198	0.384785	7501	
-0.779309	0.366770	1025	
-0.801001	0.332568	7016	
-0.814466	0.310478	8582	
-0.811908	0.312138	9456	
-0.802967	0.322277	7016	
-0.802183	0.320090	8642	
-0.779960	0.354412	1093	
-0.753892	0.386962	1583	
-0.732379	0.412692	6747	
-0.710857	0.437087	5279	
-0.698253	0.450031	3772	
-0.682239	0.466155	3566	
-0.661123	0.485115	6153	
-0.620113	0.522865	2002	
-0.576040	0.557441	6198	
-0.567092	0.563842	8780	
-0.561262	0.568216	8780	
-0.562631	0.566572	8780	
-0.565380	0.563702	8780	
-0.564889	0.563864	8780	
-0.567728	0.561290	8780	
-0.568934	0.560272	8780	
-0.569484	0.559770	8780	
-0.570442	0.559161	6198	
-0.571776	0.558238	6198	
-0.571751	0.558396	6198	
-0.573287	0.557468	6198	
-0.575036	0.556489	6198	
-0.573755	0.557943	6198	
-0.576554	0.556273	6198	
-0.580675	0.553308	6198	
-0.586954	0.548644	6198	
-0.613590	0.528233	2002	
-0.659590	0.486371	6153	
-0.678241	0.469701	3566	
-0.698878	0.448936	5279	
-0.708004	0.439994	5279	
-0.729582	0.415552	6747	
-0.745205	0.397131	1583	
-0.764134	0.374656	1025	
-0.785327	0.347070	1093	
