time = 17.237	Re = 4	rotation = -26.9538
-0.176275	0.249925	6308	
-0.182357	0.250953	9607	
-0.184970	0.253347	9607	
-0.193479	0.260324	1407	
-0.202114	0.277239	10174	
-0.210445	0.283496	4202	
-0.212302	0.288363	4202	
-0.222785	0.295231	6128	
-0.240482	0.324288	9143	
-0.252656	0.337291	8465	
-0.261511	0.367739	2852	
-0.267934	0.382261	4272	
-0.271685	0.400676	6683	
-0.272971	0.435885	8326	
-0.274913	0.475804	5223	
-0.280299	0.492557	6344	
-0.288199	0.512818	7497	
-0.315895	0.526514	1008	
-0.375271	0.523695	6617	
-0.588795	0.399981	5368	
-0.602196	0.388491	6838	
-0.716624	0.213694	8116	
-0.757831	0.098812	4141	
-0.778029	0.022431	2954	
-0.792002	-0.068104	2722	
-0.791137	-0.156605	6198	
-0.784636	-0.205982	2002	
-0.785091	-0.228043	7573	
-0.795528	-0.253533	6288	
-0.820967	-0.259905	5449	
-0.853148	-0.244024	7204	
-0.871747	-0.223024	5951	
-0.912549	-0.162933	8940	
-0.903266	-0.172226	8800	
-0.900684	-0.175397	8800	
-0.907775	-0.169751	8940	
-0.918750	-0.149489	6030	
-0.922843	-0.137023	6162	
-0.931509	-0.118980	1771	
-0.938242	-0.102359	1771	
-0.946300	-0.079506	808	
-0.945892	-0.081119	808	
-0.954665	-0.045942	3479	
-0.939171	-0.100042	882	
-0.929384	-0.123448	8119	
-0.925214	-0.134281	6162	
-0.914252	-0.161330	6030	
-0.865631	-0.228817	5951	
-0.861481	-0.233321	5951	
-0.833536	-0.264962	7204	
-0.815488	-0.259336	6288	
-0.798630	-0.249124	5449	
-0.789453	-0.231083	7573	
-0.779812	-0.235530	7573	
-0.791703	-0.169229	3654	
-0.790636	-0.153826	6198	
-0.789445	-0.046021	4448	
-0.772576	0.043903	2625	
-0.752734	0.115308	3317	
-0.622403	0.365836	6995	
-0.526966	0.454182	5398	
-0.548944	0.436806	4259	
-0.340285	0.530802	2821	
-0.276462	0.512654	7196	
