time = 0.167	Re = 4	rotation = -0.22444
-0.804317	0.447021	6162	
-0.803357	0.448728	6162	
-0.800865	0.452982	8119	
-0.796972	0.459455	8119	
-0.791808	0.468092	8927	
-0.785517	0.478545	8770	
-0.778131	0.490299	8770	
-0.769891	0.502884	7008	
-0.760887	0.516126	6057	
-0.750986	0.530405	6057	
-0.740005	0.545823	8950	
-0.728199	0.561465	1246	
-0.715523	0.577374	9028	
-0.702288	0.593437	9704	
-0.688114	0.609823	6205	
-0.673286	0.625930	8185	
-0.657899	0.642041	9055	
