time = 0.157	Re = 4	rotation = -0.202671
-0.793336	0.466196	8800	
-0.792365	0.467838	8800	
-0.789729	0.472097	8800	
-0.785671	0.478518	8800	
-0.780295	0.487022	8940	
-0.773732	0.497361	6162	
-0.766011	0.508996	6162	
-0.757426	0.521419	8119	
-0.748005	0.534519	8927	
-0.737671	0.548546	8770	
-0.726366	0.563591	7008	
-0.714260	0.578891	6057	
-0.701283	0.594469	8239	
-0.687612	0.610298	8950	
-0.673096	0.626313	9028	
-0.657771	0.642179	9028	
