time = 0.001	Re = 1	rotation = 0
0.593533	0.687938	4768	
0.623332	-0.231860	3924	
0.296648	-0.886871	1779	
0.272611	-0.044942	4503	
0.812128	-0.040858	3711	
0.393457	0.671764	1228	
0.337692	0.296006	1137	
0.141091	0.740034	8505	
0.474210	0.601348	4326	
0.520835	0.357238	2562	
0.720796	0.163319	934	
0.537890	0.516694	4839	
0.105855	-0.052905	4391	
0.186806	0.473650	1806	
0.215821	-0.729780	1131	
0.323440	-0.700974	7558	
0.222094	-0.227244	2565	
0.902498	-0.101003	7255	
0.100220	0.939518	4034	
0.652482	-0.658834	8423	
0.358653	0.501014	6122	
0.607480	-0.350513	3352	
0.038694	0.268510	987	
0.581679	-0.171845	6476	
0.474944	0.246545	2723	
0.338357	0.349166	367	
0.317758	0.556373	3423	
0.013817	0.245678	7436	
0.878212	0.018371	6896	
0.055617	-0.097737	803	
0.019871	-0.116598	4327	
0.481271	0.376841	2913	
0.216952	0.130161	6295	
0.865120	0.017073	6094	
0.082668	-0.444646	7450	
0.010041	0.684674	420	
0.647857	0.682125	1610	
0.264526	-0.204623	2501	
0.552151	-0.670672	6474	
0.369101	-0.707486	1189	
0.570026	0.406905	2348	
0.288343	-0.133712	6088	
0.755899	-0.208559	6356	
0.896316	0.276946	489	
0.891914	0.359219	7957	
0.116736	0.533931	1451	
0.412171	0.350466	5097	
0.249423	-0.373813	737	
0.965593	0.175965	5238	
0.659734	0.065753	4339	
0.230323	-0.210492	1525	
0.618758	-0.050884	960	
0.470564	0.431679	2554	
0.287758	-0.233363	3747	
0.102048	-0.815355	7451	
0.354150	0.103278	6861	
0.034563	0.937889	7664	
0.320440	-0.557795	3239	
0.140458	-0.805621	7062	
0.536918	-0.104685	3921	
0.099274	-0.295476	3267	
0.469931	0.681811	6541	
0.507649	-0.666813	5834	
0.410676	-0.720466	3503	
0.034188	0.965116	2758	
0.373131	-0.160222	3093	
0.050319	-0.269058	7350	
0.016089	-0.538532	8740	
0.749678	-0.321942	4627	
0.489227	-0.322519	4085	
0.178832	-0.658206	8264	
0.464200	0.748682	5036	
0.944336	0.215562	8487	
0.597222	0.566692	4322	
0.267621	0.357914	2284	
0.964598	0.107520	5472	
0.211835	-0.555326	1231	
0.218888	0.138928	6561	
0.617743	0.084380	2794	
0.478950	0.353684	2569	
0.607474	0.428787	7552	
0.469409	-0.088440	7455	
0.229982	0.762941	1156	
0.904716	0.290665	489	
0.324722	0.039098	6953	
0.426222	0.770249	7856	
0.679791	-0.088420	4120	
0.483986	0.576995	3144	
0.230202	0.760365	1156	
0.314607	0.914588	2382	
0.472175	0.422696	4771	
0.154155	0.460730	5851	
0.645694	-0.570885	4393	
0.187073	0.614974	2114	
0.747429	0.348947	312	
0.276243	-0.650459	2146	
0.704400	-0.074404	6620	
0.164208	-0.750498	3935	
0.217949	0.498291	7121	
0.208731	-0.426379	8397	
0.702858	-0.637441	592	
0.512554	0.160382	2775	
0.787755	0.212163	3142	
0.218313	-0.089881	7787	
0.878854	-0.016342	6741	
0.715533	-0.028396	958	
0.708544	-0.004428	6276	
0.410348	-0.143963	2908	
0.297644	-0.198033	5454	
0.121618	0.961278	3278	
0.406259	0.138015	3594	
0.344183	0.577402	5824	
0.411091	-0.281868	7696	
0.399102	-0.396738	2122	
0.326216	0.905416	5855	
0.305348	0.765415	5805	
0.250977	0.354573	5773	
0.810288	-0.136514	3627	
0.378227	-0.807279	8329	
0.256323	0.183614	8435	
0.476453	-0.024607	7935	
0.458564	0.048727	5847	
0.442720	0.704827	6018	
0.434093	0.653307	6796	
0.508515	-0.827755	926	
0.659453	-0.587471	5356	
0.847638	0.361871	7891	
0.177507	-0.860460	329	
0.010472	0.784089	8168	
0.134024	0.558250	3200	
0.490757	-0.061494	1891	
0.882686	-0.024063	6741	
0.413915	-0.652190	5964	
0.475857	0.566820	3302	
0.555749	-0.680822	7852	
0.144128	0.298782	6224	
0.538875	-0.349170	8821	
0.146334	-0.680407	4045	
0.129570	0.157715	8104	
0.093081	0.820997	2528	
0.083572	0.600674	4693	
0.426252	-0.053985	4181	
0.580629	0.431908	3673	
0.307752	-0.534577	2515	
0.557006	-0.805620	1100	
0.622404	0.725423	8351	
0.158617	0.984701	3412	
0.084190	-0.811169	7451	
0.936641	-0.106180	6178	
0.728180	0.483748	7308	
0.306225	-0.760764	3034	
0.443662	-0.216895	5696	
0.532540	0.690183	8679	
0.536635	0.360004	2659	
0.091139	-0.888160	7005	
0.086007	-0.525740	6590	
0.839557	0.043902	5717	
0.513374	0.299151	2548	
0.580694	0.541598	3532	
0.376208	-0.018327	2613	
0.373414	-0.909055	4280	
0.310731	0.662728	2042	
0.807302	0.279241	4595	
0.367728	-0.374861	8934	
0.683334	-0.239225	4665	
0.853935	-0.005498	6094	
0.428479	0.644691	6796	
0.738120	-0.106450	636	
0.398011	0.476968	8476	
0.449958	0.874119	4396	
0.256997	-0.236738	2278	
0.120543	-0.517029	3602	
0.228243	-0.021210	7492	
0.891238	-0.284676	2760	
0.386071	0.833068	8750	
0.114079	0.262137	4013	
0.132563	-0.251644	8220	
0.324765	0.359906	2109	
0.795542	0.007072	3019	
0.297014	0.771628	3499	
0.352347	0.476429	4517	
0.554764	-0.597520	4845	
0.548558	0.038737	3849	
0.148093	-0.736444	6366	
0.708335	0.417436	4429	
0.612092	0.343202	2555	
0.447908	0.391707	774	
0.377526	-0.800314	7999	
0.020260	0.959127	7664	
0.147995	-0.482744	2203	
0.215689	0.159609	5429	
0.278563	0.789448	3499	
0.026774	0.251247	6746	
0.169379	0.802797	2784	
0.330714	0.778136	6811	
0.512473	0.020745	3127	
0.386887	0.059791	2292	
0.677392	0.277378	5258	
0.547906	-0.455182	5159	
0.148981	0.712457	6575	
0.634656	-0.401348	6694	
0.557787	-0.278255	8569	
0.502017	-0.693247	5020	
0.426320	0.811918	6196	
0.009449	0.937719	7664	
0.289854	0.077857	2968	
0.723925	-0.222989	1094	
0.226994	-0.090507	7787	
