time = 0.001	Re = 1	rotation = 0
0.593533	0.687938	7550	
0.623332	-0.231860	8950	
0.296648	-0.886871	1501	
0.272611	-0.044942	2935	
0.812128	-0.040858	10123	
0.393457	0.671764	2136	
0.337692	0.296006	9297	
0.141091	0.740034	7921	
0.474210	0.601348	4107	
0.520835	0.357238	1223	
0.720796	0.163319	3054	
0.537890	0.516694	2052	
0.105855	-0.052905	1807	
0.186806	0.473650	12073	
0.215821	-0.729780	3470	
0.323440	-0.700974	1627	
0.222094	-0.227244	4756	
0.902498	-0.101003	12371	
0.100220	0.939518	9850	
0.652482	-0.658834	10278	
0.358653	0.501014	8566	
0.607480	-0.350513	4869	
0.038694	0.268510	5722	
0.581679	-0.171845	5505	
0.474944	0.246545	11292	
0.338357	0.349166	8788	
0.317758	0.556373	2705	
0.013817	0.245678	6271	
0.878212	0.018371	1291	
0.055617	-0.097737	10848	
0.019871	-0.116598	4273	
0.481271	0.376841	11115	
0.216952	0.130161	8560	
0.865120	0.017073	1291	
0.082668	-0.444646	5113	
0.647857	0.682125	10539	
0.264526	-0.204623	11490	
0.552151	-0.670672	6554	
0.369101	-0.707486	6788	
0.570026	0.406905	7912	
0.288343	-0.133712	575	
0.755899	-0.208559	4952	
0.896316	0.276946	12149	
0.891914	0.359219	12623	
0.116736	0.533931	1660	
0.412171	0.350466	2226	
0.249423	-0.373813	7058	
0.965593	0.175965	10432	
0.659734	0.065753	6240	
0.230323	-0.210492	1752	
0.618758	-0.050884	9859	
0.470564	0.431679	9094	
0.287758	-0.233363	9378	
0.102048	-0.815355	2437	
0.354150	0.103278	1900	
0.034563	0.937889	9864	
0.320440	-0.557795	2630	
0.140458	-0.805621	3129	
0.536918	-0.104685	12435	
0.099274	-0.295476	6045	
0.469931	0.681811	9420	
0.507649	-0.666813	11874	
0.410676	-0.720466	9640	
0.034188	0.965116	1147	
0.373131	-0.160222	4431	
0.050319	-0.269058	4808	
0.749678	-0.321942	5364	
0.489227	-0.322519	8534	
0.178832	-0.658206	11957	
0.464200	0.748682	2125	
0.944336	0.215562	8961	
0.597222	0.566692	6452	
0.267621	0.357914	8516	
0.964598	0.107520	10207	
0.211835	-0.555326	559	
0.218888	0.138928	1151	
0.056394	-0.024381	2492	
0.617743	0.084380	2448	
0.478950	0.353684	7059	
0.607474	0.428787	1714	
0.469409	-0.088440	4985	
0.229982	0.762941	10051	
0.904716	0.290665	12670	
0.324722	0.039098	10806	
-0.000321	-0.376279	5544	
0.426222	0.770249	12682	
0.679791	-0.088420	10132	
0.483986	0.576995	3350	
0.230202	0.760365	10051	
0.314607	0.914588	6869	
0.472175	0.422696	9094	
0.154155	0.460730	11732	
0.645694	-0.570885	9725	
0.187073	0.614974	9510	
0.747429	0.348947	7804	
0.276243	-0.650459	8422	
0.704400	-0.074404	4973	
0.164208	-0.750498	2854	
0.217949	0.498291	3198	
0.208731	-0.426379	10507	
0.702858	-0.637441	12130	
0.512554	0.160382	12246	
0.787755	0.212163	1281	
0.218313	-0.089881	12131	
0.878854	-0.016342	6958	
0.715533	-0.028396	7578	
0.708544	-0.004428	7108	
0.003587	-0.461045	2877	
0.410348	-0.143963	9498	
0.297644	-0.198033	12004	
0.121618	0.961278	1253	
0.406259	0.138015	9492	
0.344183	0.577402	8182	
0.411091	-0.281868	7978	
0.399102	-0.396738	7931	
0.326216	0.905416	1277	
0.014015	0.066917	10264	
0.305348	0.765415	11561	
0.250977	0.354573	6462	
0.810288	-0.136514	7587	
0.378227	-0.807279	10344	
0.256323	0.183614	3980	
0.476453	-0.024607	874	
0.458564	0.048727	6801	
0.442720	0.704827	8287	
0.434093	0.653307	3516	
0.508515	-0.827755	4693	
0.659453	-0.587471	9725	
0.847638	0.361871	5792	
0.177507	-0.860460	8538	
0.134024	0.558250	3154	
0.490757	-0.061494	12197	
0.882686	-0.024063	6958	
0.413915	-0.652190	3317	
0.475857	0.566820	11905	
0.555749	-0.680822	8070	
0.144128	0.298782	8450	
0.538875	-0.349170	8294	
0.146334	-0.680407	9143	
0.129570	0.157715	11249	
0.093081	0.820997	475	
0.083572	0.600674	6378	
0.426252	-0.053985	2647	
0.580629	0.431908	8903	
0.027532	0.462767	6108	
0.307752	-0.534577	2599	
0.557006	-0.805620	3569	
0.622404	0.725423	1111	
0.158617	0.984701	1671	
0.084190	-0.811169	2553	
0.936641	-0.106180	883	
0.728180	0.483748	8893	
0.306225	-0.760764	8501	
0.443662	-0.216895	6657	
0.532540	0.690183	7047	
0.536635	0.360004	3581	
0.091139	-0.888160	9839	
0.086007	-0.525740	2347	
0.839557	0.043902	7394	
0.513374	0.299151	6444	
0.580694	0.541598	9762	
0.376208	-0.018327	3036	
0.373414	-0.909055	10598	
0.310731	0.662728	10230	
0.807302	0.279241	9235	
0.367728	-0.374861	3558	
0.683334	-0.239225	3499	
0.853935	-0.005498	8690	
0.428479	0.644691	3516	
0.738120	-0.106450	5899	
0.398011	0.476968	12578	
0.449958	0.874119	10127	
0.256997	-0.236738	7461	
0.120543	-0.517029	5289	
0.228243	-0.021210	2062	
0.891238	-0.284676	1798	
0.386071	0.833068	4967	
0.114079	0.262137	5605	
0.132563	-0.251644	6416	
0.324765	0.359906	2743	
0.795542	0.007072	1607	
0.297014	0.771628	11561	
0.352347	0.476429	519	
0.554764	-0.597520	4117	
0.548558	0.038737	10546	
0.148093	-0.736444	2796	
0.708335	0.417436	4199	
0.612092	0.343202	11677	
0.447908	0.391707	1629	
0.377526	-0.800314	10344	
0.020260	0.959127	12696	
0.147995	-0.482744	1996	
0.215689	0.159609	573	
0.278563	0.789448	11766	
0.026774	0.251247	11687	
0.169379	0.802797	7886	
0.330714	0.778136	7907	
0.512473	0.020745	7614	
0.386887	0.059791	597	
0.677392	0.277378	8619	
0.547906	-0.455182	6210	
0.148981	0.712457	6488	
0.634656	-0.401348	3486	
0.557787	-0.278255	3676	
0.502017	-0.693247	11772	
0.426320	0.811918	12431	
0.009449	0.937719	11351	
0.289854	0.077857	9367	
0.723925	-0.222989	3910	
0.226994	-0.090507	11261	
0.915125	0.333655	5954	
0.441036	0.369743	4556	
0.919616	0.083994	11586	
0.806591	-0.078793	9699	
0.826902	0.077410	6228	
0.328112	-0.191478	856	
0.544890	0.242841	5040	
0.379440	0.083880	10158	
0.121281	0.361273	5987	
0.286205	-0.914334	2922	
0.115311	-0.787257	10103	
0.315981	-0.507247	358	
0.580302	0.195293	1312	
0.238205	0.161536	3845	
0.145541	-0.328884	6954	
0.625250	-0.278014	2372	
0.434191	0.034790	9782	
0.474036	-0.631749	7120	
0.434136	-0.625331	3381	
0.715253	0.045298	887	
0.597601	0.297559	3763	
0.006130	0.940438	11351	
0.663452	-0.414375	11876	
0.201216	0.851204	11864	
0.309058	-0.193873	6581	
0.433463	0.856004	1769	
