Time	U_x	U_y	P	Max.Res.	Omega_1(Wall)
0	0	0	0	0	1
0.0005	5.028897445e-05	-4.551200297e-05	0.1789584819	1	1
0.001	0.0002797167043	-0.0001003883434	0.7789449569	36.86714964	1
0.0015	0.0005186174936	-8.371617588e-05	1.045168638	15.30050813	1
0.002	0.0008260807063	-4.91150316e-05	0.8660090244	7.8079204	1
0.0025	0.001200843134	-6.447273397e-06	0.4653319088	25.90789173	1
0.003	0.00162241555	4.713028328e-05	0.003085790025	12.24682516	1
0.0035	0.0020648887	0.0001109250152	-0.4248649124	4.0689772	1
0.004	0.002502491869	0.0001822704563	-0.7751661425	4.044620539	1
0.0045	0.002915581465	0.0002577768903	-1.035337838	2.914345378	1
0.005	0.003293618065	0.0003339827328	-1.205959651	2.914259935	1
0.0055	0.003634827	0.0004078148808	-1.290610145	4.725537814	1
0.006	0.00394391762	0.0004767729169	-1.292645761	4.991507394	1
0.0065	0.004229274652	0.0005389505884	-1.215855556	3.67280714	1
0.007	0.004500477786	0.0005929888464	-1.066346204	4.736382019	1
0.0075	0.004766513873	0.0006380176154	-0.8539876471	4.671438409	1
0.008	0.005034725273	0.0006736086482	-0.5927272852	2.257665669	1
0.0085	0.005310371829	0.0006997409896	-0.2997738321	4.376927717	1
0.009	0.005596627073	0.0007167712998	0.005979698276	12.16863899	1
0.0095	0.005894836591	0.0007253998206	0.3058164282	2.613917254	1
0.01	0.006204901675	0.0007266248692	0.5829244505	0.9985398642	1
0.0105	0.006525693573	0.0007216828678	0.8237182619	1.376037017	1
0.011	0.006855440757	0.0007119748026	1.018629209	2.319368453	1
0.0115	0.007192059729	0.0006989832834	1.162366443	1.885167598	1
0.012	0.007533418374	0.0006841864524	1.253730862	0.8336569178	1
0.0125	0.007877531845	0.0006689757412	1.295103297	1.596523344	1
0.013	0.008222696495	0.0006545840696	1.291733399	1.459412361	1
0.0135	0.008567569656	0.000642029709	1.250940336	0.9752455443	1
0.014	0.008911203583	0.0006320790918	1.181311988	1.440167043	1
0.0145	0.009253041851	0.000625229885	1.091962549	1.841047852	1
0.015	0.009592886276	0.0006217135912	0.9918860555	0.8985314609	1
0.0155	0.009930842417	0.0006215153399	0.8894259597	1.035420129	1
0.016	0.01026725133	0.0006244074647	0.791868548	5.518555284	1
