time = 2.8	Re = 10
0.122364	0.165260	0
0.153984	0.137865	1
0.182037	0.115366	2
0.200714	0.082602	3
0.215465	0.058391	4
0.227901	0.016105	5
0.236794	-0.010975	6
0.234807	-0.049353	7
0.233985	-0.078436	8
0.227457	-0.111081	9
0.222255	-0.141908	10
0.221241	-0.201020	11
0.261552	-0.230719	12
0.288590	-0.218329	13
0.318416	-0.198526	14
0.346090	-0.159707	15
0.369958	-0.111746	16
0.383800	-0.053810	17
0.385441	-0.023323	18
0.386559	0.009003	19
0.381335	0.040051	20
0.373883	0.072565	21
0.360699	0.106469	22
0.344123	0.141084	23
0.322625	0.175113	24
0.295282	0.211735	25
0.262750	0.251233	26
0.224219	0.294134	27
0.201809	0.322651	28
0.179687	0.355328	29
0.160107	0.394179	30
0.140493	0.442296	31
0.130304	0.477044	32
0.121850	0.509638	33
0.113811	0.543396	34
0.105419	0.577727	35
0.104268	0.610948	36
0.094364	0.644946	37
0.067563	0.675690	38
0.049494	0.692584	39
0.018886	0.721166	40
-0.008474	0.715175	41
-0.042072	0.716086	42
-0.039919	0.713112	43
-0.017991	0.705377	44
-0.010709	0.713758	45
-0.057269	0.687113	46
-0.105413	0.664687	47
-0.134925	0.644945	48
-0.173084	0.627479	49
-0.210778	0.610985	50
-0.244388	0.595297	51
-0.275199	0.580281	52
-0.305421	0.564784	53
-0.345208	0.542686	54
-0.371260	0.527315	55
-0.397408	0.511872	56
-0.412898	0.499582	57
-0.439805	0.479849	58
-0.466708	0.459359	59
-0.489080	0.438832	60
-0.511501	0.418036	61
-0.532508	0.393619	62
-0.564513	0.354823	63
-0.593288	0.314244	64
-0.605242	0.292231	65
-0.629423	0.247979	66
-0.650332	0.202580	67
-0.666979	0.153721	68
-0.679806	0.104412	69
-0.689452	0.051681	70
-0.695366	-0.001217	71
-0.696251	-0.041699	72
-0.695443	-0.084143	73
-0.691518	-0.129861	74
-0.684868	-0.178498	75
-0.670881	-0.236139	76
-0.658684	-0.275032	77
-0.644058	-0.316349	78
-0.623180	-0.361651	79
-0.604618	-0.397624	80
-0.583106	-0.435810	81
-0.551894	-0.480690	82
-0.515349	-0.526518	83
-0.495061	-0.548678	84
-0.474791	-0.570830	85
-0.452347	-0.592558	86
-0.428997	-0.614892	87
-0.389989	-0.646721	88
-0.345049	-0.679974	89
-0.295439	-0.713321	90
-0.267146	-0.730764	91
-0.237516	-0.748835	92
-0.184819	-0.776445	93
-0.152051	-0.791553	94
-0.117167	-0.806085	95
-0.078816	-0.817792	96
-0.038718	-0.826957	97
0.007346	-0.831628	98
0.052958	-0.831931	99
0.087059	-0.827920	100
0.118807	-0.823725	101
0.151710	-0.816500	102
0.182988	-0.809823	103
0.214909	-0.800635	104
0.245585	-0.791954	105
0.277416	-0.781535	106
0.308600	-0.771797	107
0.333359	-0.761915	108
0.359049	-0.753160	109
0.384747	-0.742265	110
0.411296	-0.731666	111
0.435156	-0.719505	112
0.460201	-0.707995	113
0.484938	-0.694289	114
0.510512	-0.680515	115
0.551576	-0.654561	116
0.594789	-0.624972	117
0.635538	-0.592999	118
0.676452	-0.556805	119
0.710222	-0.522342	120
0.745047	-0.483656	121
0.777765	-0.442191	122
0.809337	-0.397856	123
0.834537	-0.357063	124
0.859133	-0.313156	125
0.880297	-0.269104	126
0.900170	-0.222513	127
0.915141	-0.179827	128
0.929426	-0.133450	129
0.941337	-0.081171	130
0.946703	-0.050572	131
0.951805	-0.018398	132
0.957041	0.024004	133
0.961188	0.067283	134
0.964009	0.103191	135
0.966455	0.138559	136
0.974118	0.169032	137
0.981796	0.198694	138
