time = 1.65	Re = 10
0.130773	0.154301	0
0.177674	0.127191	1
0.204679	0.093398	2
0.228335	0.067126	3
0.244732	0.032891	4
0.259868	0.002969	5
0.279059	-0.038616	6
0.316998	-0.040510	7
0.352532	0.004059	8
0.363858	0.043956	9
0.369727	0.087638	10
0.365302	0.140258	11
0.353038	0.194026	12
0.341465	0.221858	13
0.329723	0.249786	14
0.313885	0.279518	15
0.297701	0.307936	16
0.278660	0.336726	17
0.258649	0.366972	18
0.238415	0.398796	19
0.215626	0.435469	20
0.188538	0.481939	21
0.161386	0.534876	22
0.143052	0.572079	23
0.128480	0.612722	24
0.109073	0.653302	25
0.081073	0.687609	26
0.048035	0.709834	27
0.019388	0.725212	28
-0.019220	0.727130	29
-0.065883	0.716255	30
-0.085783	0.705174	31
-0.138246	0.681467	32
-0.156839	0.668965	33
-0.196434	0.652471	34
-0.211198	0.643158	35
-0.254149	0.628270	36
-0.307167	0.604640	37
-0.335644	0.592004	38
-0.363544	0.579197	39
-0.409563	0.554918	40
-0.459638	0.526340	41
-0.492654	0.502473	42
-0.535798	0.470238	43
-0.561837	0.446165	44
-0.600955	0.409706	45
-0.626384	0.379986	46
-0.651489	0.348338	47
-0.675756	0.314429	48
-0.698856	0.278812	49
-0.716192	0.247232	50
-0.733282	0.214592	51
-0.749151	0.179239	52
-0.764429	0.142417	53
-0.775233	0.109004	54
-0.785810	0.074676	55
-0.794440	0.038765	56
-0.802359	0.001782	57
-0.806711	-0.029340	58
-0.810883	-0.060609	59
-0.813567	-0.095668	60
-0.815789	-0.131533	61
-0.815509	-0.164023	62
-0.814898	-0.196842	63
-0.811948	-0.230703	64
-0.808637	-0.264790	65
-0.803713	-0.295492	66
-0.798725	-0.326354	67
-0.791821	-0.357448	68
-0.784708	-0.388755	69
-0.775935	-0.417973	70
-0.767033	-0.447239	71
-0.756018	-0.477168	72
-0.744636	-0.507257	73
-0.719797	-0.561429	74
-0.705634	-0.588550	75
-0.691449	-0.615713	76
-0.660592	-0.666272	77
-0.640844	-0.693456	78
-0.619653	-0.721626	79
-0.589291	-0.761744	80
-0.561526	-0.798194	81
-0.538922	-0.843789	82
