time = 0.5	Re = 10
0.138399	0.144934	0
0.197683	0.143215	1
0.245104	0.147555	2
0.280286	0.171157	3
0.306568	0.210375	4
0.324791	0.262073	5
0.330118	0.293017	6
0.335008	0.324397	7
0.335058	0.360147	8
0.334006	0.397190	9
0.328900	0.436889	10
0.321758	0.477992	11
0.309412	0.521523	12
0.294128	0.566257	13
0.273078	0.612830	14
0.246728	0.659858	15
0.212971	0.707847	16
0.192457	0.730715	17
0.171741	0.753464	18
0.147173	0.773941	19
0.122378	0.794091	20
0.094286	0.811170	21
0.066283	0.827736	22
0.037730	0.839307	23
0.009544	0.850974	24
-0.042812	0.868123	25
-0.089145	0.883095	26
-0.129617	0.897698	27
-0.165727	0.913160	28
-0.196828	0.930850	29
-0.223927	0.974886	30
