time = 1.45	Re = 10
0.132160	0.152551	0
0.176612	0.129314	1
0.201267	0.102569	2
0.225524	0.078084	3
0.258252	0.030021	4
0.280867	-0.005053	5
0.318353	-0.002553	6
0.350033	0.042103	7
0.358332	0.080348	8
0.362753	0.121479	9
0.357435	0.170840	10
0.345779	0.221306	11
0.324498	0.274682	12
0.310232	0.303076	13
0.295704	0.331054	14
0.279188	0.358641	15
0.261259	0.388422	16
0.242896	0.419936	17
0.222867	0.453972	18
0.197715	0.496548	19
0.172651	0.543126	20
0.156268	0.574283	21
0.142648	0.605729	22
0.117006	0.656296	23
0.095299	0.679418	24
0.070939	0.702334	25
0.039610	0.720792	26
0.002801	0.731230	27
-0.022743	0.730045	28
-0.067884	0.722814	29
-0.091401	0.711161	30
-0.128118	0.697082	31
-0.145248	0.685953	32
-0.179319	0.673794	33
-0.225799	0.653067	34
-0.274571	0.634119	35
-0.316301	0.616947	36
-0.362046	0.598758	37
-0.394284	0.582270	38
-0.436114	0.561952	39
-0.463100	0.545289	40
-0.503032	0.522307	41
-0.531105	0.501442	42
-0.559330	0.479446	43
-0.587419	0.455559	44
-0.615023	0.430504	45
-0.637188	0.407136	46
-0.659357	0.383330	47
-0.681282	0.356840	48
-0.703183	0.329474	49
-0.720788	0.303241	50
-0.738357	0.276778	51
-0.754953	0.248247	52
-0.771299	0.219295	53
-0.795170	0.168750	54
-0.806981	0.139729	55
-0.818832	0.110521	56
-0.836639	0.055499	57
-0.851211	-0.002673	58
-0.861210	-0.056856	59
-0.868467	-0.112673	60
-0.872061	-0.166526	61
-0.873021	-0.222626	62
-0.870772	-0.274733	63
-0.865978	-0.327754	64
-0.858176	-0.378954	65
-0.844436	-0.437112	66
-0.836509	-0.476644	67
-0.829127	-0.514150	68
-0.829600	-0.559963	69
