time = 1.5002	Re = 25	rotation = -1.87584e-05
0.255245	-0.689984	1917	
0.256796	-0.688010	1917	
0.257902	-0.686670	1917	
0.258999	-0.685256	1917	
0.260202	-0.683672	1917	
0.261353	-0.682247	1917	
0.262525	-0.680844	1917	
0.263079	-0.679974	1917	
0.263779	-0.678925	1917	
0.264368	-0.678081	1917	
0.264827	-0.677346	1917	
0.265482	-0.676351	1917	
0.266219	-0.675121	1917	
0.267072	-0.674001	1127	
0.267783	-0.672917	1127	
0.268513	-0.671696	1127	
0.269525	-0.670327	1127	
0.270222	-0.669046	1127	
0.270880	-0.667810	1127	
0.271354	-0.666910	1127	
0.272025	-0.665446	953	
0.272833	-0.663323	953	
0.273272	-0.661639	953	
0.273632	-0.660316	953	
0.273938	-0.659107	953	
0.275284	-0.656497	953	
0.275871	-0.654825	953	
0.276610	-0.652471	953	
0.277266	-0.650538	953	
0.277784	-0.648699	953	
0.278293	-0.646890	953	
0.278753	-0.645341	953	
0.279130	-0.644105	953	
0.279491	-0.642765	953	
0.279810	-0.641383	953	
0.280138	-0.640084	953	
0.280551	-0.638672	953	
0.280897	-0.637264	953	
0.281211	-0.635488	953	
0.281432	-0.634033	4241	
0.281498	-0.632697	7891	
0.281612	-0.631429	8045	
0.281746	-0.629770	8045	
0.281781	-0.627817	8045	
0.281783	-0.626418	8045	
0.281725	-0.624847	8045	
0.282155	-0.622310	8045	
0.282230	-0.620572	1337	
0.282166	-0.618451	1337	
0.282209	-0.616286	1337	
0.282130	-0.614273	1337	
0.281893	-0.611841	8045	
0.280969	-0.607255	8045	
0.279962	-0.604776	8045	
0.279098	-0.602214	10027	
0.278273	-0.600155	10027	
0.277433	-0.597868	10027	
0.276767	-0.595573	10114	
0.275957	-0.593516	10114	
0.274955	-0.591209	10114	
0.274064	-0.588248	10114	
0.272956	-0.585302	10114	
0.272551	-0.584194	10114	
0.271889	-0.582658	10114	
0.271223	-0.581207	10114	
0.270256	-0.579433	8210	
0.269340	-0.577140	8210	
0.268376	-0.575341	6973	
0.267459	-0.573741	6973	
0.266507	-0.572197	6973	
0.265319	-0.570444	6973	
0.264125	-0.568808	6973	
0.262773	-0.567028	6973	
0.261116	-0.564941	6973	
0.259798	-0.563242	6973	
0.257965	-0.561141	6973	
0.256684	-0.559318	6973	
0.254798	-0.556929	6973	
0.253347	-0.554832	6124	
0.251709	-0.552641	6124	
0.249900	-0.550508	5423	
0.247978	-0.548339	5423	
0.245453	-0.545785	5423	
0.243736	-0.544129	5423	
0.241362	-0.541982	5423	
0.240032	-0.540696	5423	
0.238011	-0.538279	6810	
0.235961	-0.536259	6810	
0.233810	-0.534262	6810	
0.231429	-0.532169	6961	
0.229228	-0.530278	6961	
0.226276	-0.527906	6785	
0.223787	-0.525952	6785	
0.220585	-0.523524	6785	
0.217377	-0.521134	6785	
0.214187	-0.517965	6785	
0.210832	-0.515106	6965	
0.207225	-0.512322	6965	
0.204376	-0.510216	6965	
0.200260	-0.507310	6965	
0.196308	-0.504648	6750	
0.192095	-0.501913	6976	
0.187770	-0.498773	6087	
0.183495	-0.495880	6087	
0.179223	-0.493154	6087	
0.174498	-0.490250	6087	
0.170103	-0.487631	4942	
0.164938	-0.484715	4942	
0.157474	-0.480329	4942	
0.149820	-0.475727	8995	
0.143544	-0.472233	2263	
0.138032	-0.469281	2263	
0.132880	-0.466615	2263	
0.126425	-0.463337	9615	
0.120184	-0.460035	9615	
0.113141	-0.456496	1304	
0.105287	-0.452698	1292	
0.098647	-0.449669	9149	
0.092283	-0.446825	9149	
0.086708	-0.444410	6562	
0.078689	-0.440630	9053	
0.072562	-0.437841	9053	
0.066855	-0.435380	9801	
0.060158	-0.432480	9801	
0.053129	-0.429577	5325	
0.046143	-0.426867	5321	
0.039860	-0.424416	5321	
0.033887	-0.422021	5321	
0.027441	-0.419563	4504	
0.019756	-0.416774	4504	
0.011407	-0.413900	5319	
0.001923	-0.410748	4501	
-0.007877	-0.407541	4501	
-0.016914	-0.404437	3605	
-0.028221	-0.400539	3605	
-0.036268	-0.398100	3265	
-0.042568	-0.396224	3265	
-0.051145	-0.393746	2814	
-0.058765	-0.391621	1950	
-0.067306	-0.389150	1950	
-0.074561	-0.387052	1950	
-0.081511	-0.385124	2333	
-0.089626	-0.382934	2333	
-0.097393	-0.380897	2175	
-0.107549	-0.378333	9842	
-0.116506	-0.376033	9842	
-0.124572	-0.374055	10733	
-0.133736	-0.371895	8246	
-0.142051	-0.369962	8246	
-0.150720	-0.367943	1498	
-0.162002	-0.365384	470	
-0.177076	-0.361912	1506	
-0.189217	-0.359233	1506	
-0.200896	-0.356736	2110	
-0.212349	-0.354352	2110	
-0.222037	-0.352369	7067	
-0.231363	-0.350451	7067	
-0.242417	-0.348202	8253	
-0.253959	-0.346036	9788	
-0.266251	-0.343864	9756	
-0.276102	-0.342078	485	
-0.288731	-0.339780	9354	
-0.301609	-0.337545	3587	
-0.313113	-0.335740	1176	
-0.323998	-0.334128	2931	
-0.334100	-0.332696	2931	
-0.347829	-0.330807	3340	
-0.359561	-0.329098	3340	
-0.368955	-0.327812	1859	
-0.378501	-0.326471	1859	
-0.386131	-0.325362	1859	
-0.396427	-0.323868	3886	
-0.407808	-0.322249	4722	
-0.418511	-0.320862	4722	
-0.427997	-0.319590	2122	
-0.436533	-0.318469	2122	
-0.446785	-0.316784	1594	
-0.456205	-0.315512	2831	
-0.466064	-0.314190	2831	
-0.477675	-0.312674	3090	
-0.486505	-0.311527	3090	
-0.495372	-0.310191	3090	
-0.505792	-0.308150	5857	
-0.515050	-0.306683	5857	
-0.523528	-0.305491	5015	
-0.530258	-0.304407	5015	
-0.538159	-0.303210	6451	
-0.545644	-0.302061	5014	
-0.553060	-0.300485	5014	
-0.560704	-0.298675	5014	
-0.567920	-0.297091	6368	
-0.574680	-0.295667	4536	
-0.582854	-0.293487	4536	
-0.588375	-0.292139	4536	
-0.594325	-0.290650	5149	
-0.598987	-0.289504	5149	
-0.604259	-0.287528	2629	
-0.609415	-0.286124	2629	
-0.615099	-0.284444	2629	
-0.619782	-0.283104	2725	
-0.624011	-0.281915	2725	
-0.628287	-0.280716	2725	
-0.633265	-0.279372	2725	
-0.639200	-0.277557	3105	
-0.644767	-0.275758	3105	
-0.650425	-0.273369	642	
-0.655220	-0.271504	642	
-0.659131	-0.270004	642	
-0.662417	-0.268620	770	
-0.666673	-0.266870	770	
-0.670255	-0.265343	770	
-0.673099	-0.264129	770	
-0.676067	-0.262983	384	
-0.679031	-0.261568	384	
-0.681933	-0.260175	384	
-0.685408	-0.258609	384	
-0.688880	-0.256950	9265	
-0.692016	-0.255258	9265	
-0.694727	-0.253674	9265	
-0.697525	-0.252020	8455	
-0.700219	-0.250452	8455	
-0.702552	-0.249119	8455	
-0.704035	-0.248202	9482	
-0.705977	-0.247024	9482	
-0.708346	-0.245798	9482	
-0.710727	-0.244450	9482	
-0.712820	-0.243155	9482	
-0.715322	-0.241789	9488	
-0.717254	-0.240695	9488	
-0.718974	-0.239682	9488	
-0.720877	-0.238668	9488	
-0.722381	-0.237790	9488	
-0.723495	-0.237090	9488	
-0.725226	-0.236076	9488	
-0.726328	-0.235348	9488	
-0.727880	-0.234468	9488	
-0.728671	-0.233928	8360	
-0.729169	-0.233562	8360	
-0.729508	-0.233246	8360	
-0.727470	-0.233903	8360	
-0.726921	-0.233984	8360	
-0.727142	-0.233730	8360	
-0.727185	-0.233535	8360	
-0.727278	-0.233330	8360	
-0.727291	-0.233181	8360	
-0.727357	-0.233012	8360	
-0.727641	-0.232737	8360	
-0.727784	-0.232525	8360	
-0.727967	-0.232324	8360	
-0.727968	-0.232179	8360	
-0.728543	-0.231818	8360	
-0.728546	-0.231687	8360	
-0.728731	-0.231508	8360	
-0.728641	-0.231384	8360	
-0.729510	-0.230931	8360	
-0.729409	-0.230799	8360	
-0.729519	-0.230595	8360	
-0.729557	-0.230407	8360	
-0.730176	-0.229918	8360	
-0.730283	-0.229734	8360	
-0.731332	-0.229049	8360	
-0.731798	-0.228672	7775	
-0.732166	-0.228343	7775	
-0.733099	-0.227742	7775	
-0.733989	-0.227168	7775	
-0.735546	-0.226224	7775	
-0.737087	-0.225338	7775	
-0.737139	-0.225188	7775	
-0.737358	-0.224965	7775	
-0.738000	-0.224436	7775	
-0.738748	-0.223865	7775	
-0.740113	-0.223128	8433	
-0.740454	-0.222859	8433	
-0.741060	-0.222485	8433	
-0.741172	-0.222294	8433	
-0.741767	-0.221921	8433	
-0.742711	-0.221364	8433	
-0.742991	-0.221102	8433	
-0.743884	-0.220545	8433	
-0.744542	-0.220136	8433	
-0.745453	-0.219549	8433	
-0.746018	-0.219079	8433	
-0.746822	-0.218517	8433	
-0.747386	-0.218104	8433	
-0.747988	-0.217711	8433	
-0.748229	-0.217471	8433	
-0.749109	-0.216937	8433	
-0.749805	-0.216478	9480	
-0.750379	-0.216059	9480	
-0.751009	-0.215625	9480	
-0.751713	-0.215179	9480	
-0.752484	-0.214716	9480	
-0.753112	-0.214305	9480	
-0.753809	-0.213830	9480	
-0.754354	-0.213478	9480	
-0.755055	-0.213036	9480	
-0.755587	-0.212617	9480	
-0.756303	-0.212160	9480	
-0.756738	-0.211818	9480	
-0.757460	-0.211355	9480	
-0.758198	-0.210880	9480	
-0.759422	-0.210209	9480	
-0.760269	-0.209713	9480	
-0.761310	-0.209122	9998	
-0.762203	-0.208618	9998	
-0.763040	-0.208105	9998	
-0.763580	-0.207713	9998	
-0.764008	-0.207379	9998	
-0.764602	-0.206964	9998	
-0.765415	-0.206463	9998	
-0.766335	-0.205927	9998	
-0.766777	-0.205593	9998	
-0.767719	-0.205072	9938	
-0.768261	-0.204697	9938	
-0.768720	-0.204359	9938	
-0.769403	-0.203940	9938	
-0.769836	-0.203609	9938	
-0.770644	-0.203133	9938	
-0.771812	-0.202514	9938	
-0.772192	-0.202204	9938	
-0.773069	-0.201711	9938	
-0.773692	-0.201314	9493	
-0.775253	-0.200821	9493	
-0.776341	-0.200349	9493	
-0.777430	-0.199767	9493	
-0.778071	-0.199272	9493	
-0.779299	-0.198465	9493	
-0.780758	-0.197552	9493	
-0.781973	-0.196672	9493	
-0.782872	-0.196063	9493	
-0.783509	-0.195585	9493	
-0.784416	-0.194985	9493	
-0.785405	-0.194322	9493	
-0.786166	-0.193778	6731	
-0.787011	-0.193205	6731	
-0.787957	-0.192562	6731	
-0.788589	-0.192094	6731	
-0.789366	-0.191556	6731	
-0.790207	-0.190986	6731	
-0.790879	-0.190513	6731	
-0.791598	-0.189997	6731	
-0.792520	-0.189368	6731	
-0.792905	-0.189031	6731	
-0.793569	-0.188540	6731	
-0.794291	-0.187870	6731	
-0.795032	-0.187368	6731	
-0.795544	-0.186973	6731	
-0.796140	-0.186547	6731	
-0.796624	-0.186106	6731	
-0.797172	-0.185648	6731	
-0.797705	-0.185227	6731	
-0.798618	-0.184673	6731	
-0.799339	-0.184337	6731	
-0.799693	-0.184021	9401	
-0.800396	-0.183557	9401	
-0.801263	-0.182999	9401	
-0.802270	-0.182384	9401	
-0.802908	-0.181938	9401	
-0.803842	-0.181368	8552	
-0.805070	-0.180671	8552	
-0.805715	-0.180253	8552	
-0.806703	-0.179677	8552	
-0.807493	-0.179179	8884	
-0.808174	-0.178749	8884	
-0.809218	-0.178123	8884	
-0.809994	-0.177641	8884	
-0.811082	-0.177008	8884	
-0.812131	-0.176361	8884	
-0.812807	-0.175917	8884	
-0.813534	-0.175439	8884	
-0.814234	-0.174955	8884	
-0.814934	-0.174479	8884	
-0.815523	-0.174073	8884	
-0.816294	-0.173554	8884	
-0.816977	-0.173080	8884	
-0.817497	-0.172693	8884	
-0.818206	-0.172210	8884	
-0.818700	-0.171838	8884	
-0.819623	-0.171241	8884	
-0.820058	-0.170896	8884	
-0.820731	-0.170440	8884	
-0.821309	-0.170025	8884	
-0.821617	-0.169744	8884	
-0.822059	-0.169406	8884	
-0.822548	-0.169026	9643	
-0.822842	-0.168770	9643	
-0.823083	-0.168529	9643	
-0.823640	-0.168113	9643	
-0.824169	-0.167717	9643	
-0.824562	-0.167389	9643	
-0.825225	-0.166903	9643	
-0.825715	-0.166533	9643	
-0.826312	-0.166082	9643	
-0.826615	-0.165817	9643	
-0.827197	-0.165379	9643	
-0.827726	-0.164976	9643	
-0.828190	-0.164601	9643	
-0.828670	-0.164220	9643	
-0.829296	-0.163752	9643	
-0.829786	-0.163366	9643	
-0.830093	-0.163087	9643	
-0.830602	-0.162682	9643	
-0.830832	-0.162468	9643	
-0.831231	-0.162127	9643	
-0.831692	-0.161752	9643	
-0.832355	-0.161254	9643	
-0.832582	-0.161026	9643	
-0.833006	-0.160682	9643	
-0.833450	-0.160323	9643	
-0.833862	-0.159961	9643	
-0.834048	-0.159773	9643	
-0.834416	-0.159430	9643	
-0.834687	-0.159114	9643	
-0.835083	-0.158727	9643	
-0.835228	-0.158540	9643	
-0.835496	-0.158257	9643	
-0.835561	-0.158128	9643	
-0.835737	-0.157924	9643	
-0.835911	-0.157718	9643	
-0.835809	-0.157705	9643	
-0.836013	-0.157482	9643	
-0.836104	-0.157343	9418	
-0.836119	-0.157247	9418	
-0.836031	-0.157220	9418	
-0.836198	-0.157026	9418	
-0.836323	-0.156873	9418	
-0.836231	-0.156835	9418	
-0.836208	-0.156792	9418	
-0.836531	-0.156500	9418	
-0.836296	-0.156587	9418	
-0.836200	-0.156587	9418	
-0.836123	-0.156554	9418	
-0.836203	-0.156454	9418	
-0.836101	-0.156435	9418	
-0.836031	-0.156426	9418	
-0.835803	-0.156510	9418	
-0.835706	-0.156514	9418	
-0.835661	-0.156479	9418	
-0.835313	-0.156644	9418	
-0.835424	-0.156526	9418	
-0.835092	-0.156690	9418	
-0.835002	-0.156684	9418	
-0.834615	-0.156895	9418	
-0.834722	-0.156766	9418	
-0.834569	-0.156809	9418	
-0.834050	-0.157117	9418	
-0.834028	-0.157083	9418	
-0.833636	-0.157280	9418	
-0.833473	-0.157332	9418	
-0.833121	-0.157533	9418	
-0.832635	-0.157791	9418	
-0.832536	-0.157836	9418	
-0.832080	-0.158072	9643	
-0.832025	-0.158055	9643	
-0.831261	-0.158512	9643	
-0.830956	-0.158669	9643	
-0.830644	-0.158831	9643	
-0.830099	-0.159138	9643	
-0.829874	-0.159246	9643	
-0.829409	-0.159508	9643	
-0.829104	-0.159660	9643	
-0.828558	-0.159970	9643	
-0.828263	-0.160109	9643	
-0.827999	-0.160236	9643	
-0.827203	-0.160700	9643	
-0.826637	-0.161014	9643	
-0.826348	-0.161156	9643	
-0.825614	-0.161579	9643	
-0.825495	-0.161620	9643	
-0.824831	-0.161995	9643	
-0.824416	-0.162219	9643	
-0.824261	-0.162275	9643	
-0.823511	-0.162689	9643	
-0.823045	-0.162945	9643	
-0.822570	-0.163182	9643	
-0.822277	-0.163331	9643	
-0.821644	-0.163676	9643	
-0.821348	-0.163821	9643	
-0.820937	-0.164033	9643	
-0.820276	-0.164382	9643	
-0.819449	-0.164818	9643	
-0.818822	-0.165136	8884	
-0.818158	-0.165462	8884	
-0.817321	-0.165857	8884	
-0.816858	-0.166071	8884	
-0.816077	-0.166451	8884	
-0.815015	-0.166948	8884	
-0.814244	-0.167319	8884	
-0.813584	-0.167630	8884	
-0.812862	-0.167951	8884	
-0.811857	-0.168420	8884	
-0.810963	-0.168819	8552	
-0.810100	-0.169197	8552	
-0.809219	-0.169576	8552	
-0.808441	-0.169877	8552	
-0.807415	-0.170270	8552	
-0.806707	-0.170593	8552	
-0.805853	-0.170988	8552	
-0.804902	-0.171432	8552	
-0.804188	-0.171755	8552	
-0.803222	-0.172196	8552	
-0.802420	-0.172565	8552	
-0.801490	-0.172989	8552	
-0.800486	-0.173447	8552	
-0.799670	-0.173815	8552	
-0.798792	-0.174220	8552	
-0.797762	-0.174681	9401	
-0.796984	-0.175029	9401	
-0.795632	-0.175788	9401	
-0.794614	-0.176253	9401	
-0.793630	-0.176709	9401	
-0.792379	-0.177290	9401	
-0.791567	-0.177653	9401	
-0.790428	-0.178127	9401	
-0.789228	-0.178639	9401	
-0.788198	-0.179060	9401	
-0.786868	-0.179623	9401	
-0.785788	-0.180060	9401	
-0.784666	-0.180535	9401	
-0.783371	-0.181056	9401	
-0.781400	-0.181896	9401	
-0.780245	-0.182442	9452	
-0.779148	-0.182992	9452	
-0.778017	-0.183663	9340	
-0.777487	-0.184264	9340	
-0.776051	-0.184794	9340	
-0.774933	-0.185205	9340	
-0.773534	-0.185694	9938	
-0.772022	-0.186224	9938	
-0.770567	-0.186727	9938	
-0.768801	-0.187313	9938	
-0.767309	-0.187808	9938	
-0.765524	-0.188374	9938	
-0.764128	-0.188807	9938	
-0.762851	-0.189241	9938	
-0.761207	-0.189792	9938	
-0.759436	-0.190382	9938	
-0.757649	-0.190992	9998	
-0.755450	-0.191702	9998	
-0.753602	-0.192276	9998	
-0.751219	-0.192964	4371	
-0.748690	-0.193720	4371	
-0.745954	-0.194599	4371	
-0.744284	-0.195268	4371	
-0.742746	-0.195940	4371	
-0.741048	-0.196573	4371	
-0.739002	-0.197349	4371	
-0.737002	-0.198091	4371	
-0.734902	-0.198873	2749	
-0.732507	-0.199920	2749	
-0.730130	-0.200679	2749	
-0.728206	-0.201286	2749	
-0.726105	-0.202079	2749	
-0.723614	-0.202992	2022	
-0.720813	-0.203972	2022	
-0.718942	-0.204752	2022	
-0.717192	-0.205470	2022	
-0.715205	-0.206352	5572	
-0.713274	-0.207237	5572	
-0.710890	-0.208227	5572	
-0.708456	-0.209211	5572	
-0.706200	-0.210123	5572	
-0.703973	-0.211055	5572	
-0.701625	-0.211996	5572	
-0.699094	-0.212953	5572	
-0.697195	-0.213849	5572	
-0.694927	-0.214879	2763	
-0.692205	-0.216133	4875	
-0.689492	-0.217394	4875	
-0.686425	-0.218962	4875	
-0.683407	-0.220727	4875	
-0.680754	-0.222028	4875	
-0.677896	-0.223380	4875	
-0.675049	-0.224871	7163	
-0.672100	-0.226707	7163	
-0.668867	-0.228196	7163	
-0.665671	-0.229705	7163	
-0.662397	-0.231200	4609	
-0.659088	-0.232732	4609	
-0.655759	-0.234154	6727	
-0.652210	-0.235736	6727	
-0.649006	-0.237091	6727	
-0.645734	-0.238550	6727	
-0.642501	-0.240041	6727	
-0.639263	-0.241382	8339	
-0.635825	-0.242845	7797	
-0.632146	-0.244455	7797	
-0.627924	-0.246341	7797	
-0.624359	-0.247579	7797	
-0.620846	-0.248836	7797	
-0.617999	-0.249653	7797	
-0.615605	-0.250329	7610	
-0.613034	-0.251094	7610	
-0.611068	-0.251683	7610	
-0.609178	-0.252217	7610	
-0.607788	-0.252481	2718	
-0.606539	-0.252681	2718	
-0.605692	-0.252740	2718	
-0.604860	-0.252795	2718	
-0.604107	-0.252831	2718	
-0.603682	-0.252741	2718	
-0.603198	-0.252658	2718	
-0.602816	-0.252541	2718	
-0.602538	-0.252402	2718	
-0.602632	-0.252112	2718	
-0.603122	-0.251693	2718	
-0.603909	-0.251173	2718	
-0.604604	-0.250677	2718	
-0.605651	-0.250035	2718	
-0.606400	-0.249506	2718	
-0.607552	-0.248829	2718	
-0.608348	-0.248273	2718	
-0.609535	-0.247547	2718	
-0.611013	-0.246670	2718	
-0.612355	-0.245871	7610	
-0.613810	-0.245022	7610	
-0.614935	-0.244278	7797	
-0.615975	-0.243562	7797	
-0.617119	-0.242710	7797	
-0.618654	-0.241730	5342	
-0.619828	-0.240919	5342	
-0.621291	-0.240027	5342	
-0.622306	-0.239340	5342	
-0.623461	-0.238571	5342	
-0.624891	-0.237751	5342	
-0.625905	-0.236620	5342	
-0.626926	-0.235784	5342	
-0.627990	-0.234876	5342	
-0.629305	-0.233873	5342	
-0.630511	-0.232955	5342	
-0.631857	-0.231943	4321	
-0.632678	-0.231244	4321	
-0.633461	-0.230573	4321	
-0.634245	-0.229882	4321	
-0.634940	-0.229213	4321	
-0.635763	-0.228486	4321	
-0.636657	-0.227663	4321	
-0.637478	-0.226836	4321	
-0.638151	-0.226210	4321	
-0.638894	-0.225578	4321	
-0.639274	-0.225038	4321	
-0.639759	-0.224446	4321	
-0.640295	-0.223822	4321	
-0.640839	-0.223243	4321	
-0.641531	-0.222597	4321	
-0.642259	-0.221911	4321	
-0.642748	-0.221355	4321	
-0.643121	-0.220870	4321	
-0.643589	-0.220322	4321	
-0.644053	-0.219812	4321	
-0.644390	-0.219382	4321	
-0.644804	-0.218887	1605	
-0.645115	-0.218462	1605	
-0.645411	-0.218043	1605	
-0.645719	-0.217594	1605	
-0.646050	-0.217149	1042	
-0.646147	-0.216826	1042	
-0.646355	-0.216418	1042	
-0.646714	-0.215950	1042	
-0.646854	-0.215625	1042	
-0.647180	-0.215206	1042	
-0.647230	-0.214937	1042	
-0.647472	-0.214571	1042	
-0.647483	-0.214337	1042	
-0.647603	-0.214028	1042	
-0.647749	-0.213706	1042	
-0.647884	-0.213396	1042	
-0.647935	-0.213146	1042	
-0.648100	-0.212836	1042	
-0.648213	-0.212532	1042	
-0.648280	-0.212271	1042	
-0.648341	-0.212006	1042	
-0.648454	-0.211723	1042	
-0.648571	-0.211423	1042	
-0.648683	-0.211135	1042	
-0.648799	-0.210845	1042	
-0.649127	-0.210446	1042	
-0.649323	-0.210098	1042	
-0.649486	-0.209772	1042	
-0.649701	-0.209434	1042	
-0.649831	-0.209129	1042	
-0.649940	-0.208846	1042	
-0.649918	-0.208630	1042	
-0.649955	-0.208383	1042	
-0.649864	-0.208070	1042	
-0.649875	-0.207824	1042	
-0.649899	-0.207592	1042	
-0.649762	-0.207469	1042	
-0.649800	-0.207238	1042	
-0.649854	-0.206967	1042	
-0.649874	-0.206745	1042	
-0.649911	-0.206533	1042	
-0.650039	-0.206253	1042	
-0.650209	-0.205962	1042	
-0.650249	-0.205742	1042	
-0.650592	-0.205344	1042	
-0.650768	-0.205030	1042	
-0.650956	-0.204707	1042	
-0.651232	-0.204346	1042	
-0.651468	-0.204014	1042	
-0.651762	-0.203762	1042	
-0.651855	-0.203464	1042	
-0.651975	-0.203210	1042	
-0.652043	-0.202980	1042	
-0.652150	-0.202725	1042	
-0.652334	-0.202411	1042	
-0.652615	-0.202066	1042	
-0.652933	-0.201698	1042	
-0.653202	-0.201345	1042	
-0.653383	-0.201045	1042	
-0.653570	-0.200762	1042	
-0.653761	-0.200469	1042	
-0.654070	-0.200116	1042	
-0.654243	-0.199846	1042	
-0.654499	-0.199487	1042	
-0.654851	-0.199058	1042	
-0.655250	-0.198623	1042	
-0.655474	-0.198277	1042	
-0.655762	-0.197930	1042	
-0.656040	-0.197625	1042	
-0.656311	-0.197300	1061	
-0.656523	-0.197037	801	
-0.656708	-0.196679	801	
-0.656980	-0.196329	801	
-0.657336	-0.195932	2225	
-0.657467	-0.195689	2225	
-0.657803	-0.195344	2225	
-0.658191	-0.194969	2225	
-0.658639	-0.194569	2225	
-0.659133	-0.194130	2225	
-0.659643	-0.193700	2225	
-0.660079	-0.193329	2225	
-0.660466	-0.192949	2225	
-0.660862	-0.192573	2225	
-0.661267	-0.192210	2225	
-0.661762	-0.191843	2225	
-0.662197	-0.191436	2225	
-0.662563	-0.191005	2225	
-0.663014	-0.190631	2225	
-0.663455	-0.190262	2225	
-0.664000	-0.189854	2225	
-0.664445	-0.189541	2225	
-0.664898	-0.189203	2225	
-0.665337	-0.188886	2225	
-0.665829	-0.188548	2225	
-0.666388	-0.188201	2225	
-0.666880	-0.187876	2225	
-0.667540	-0.187391	2225	
-0.668148	-0.186949	2225	
-0.668813	-0.186510	2225	
-0.669448	-0.186138	2225	
-0.670113	-0.185759	2225	
-0.670761	-0.185384	2225	
-0.671338	-0.185033	2225	
-0.671895	-0.184680	2225	
-0.672511	-0.184314	2225	
-0.673146	-0.183964	2225	
-0.673806	-0.183613	3507	
-0.674411	-0.183297	3507	
-0.675045	-0.182999	3507	
-0.675735	-0.182738	3507	
-0.676450	-0.182480	3507	
-0.677129	-0.182235	3507	
-0.677806	-0.181993	3507	
-0.678506	-0.181737	3507	
-0.679082	-0.181532	3507	
-0.679666	-0.181325	3507	
-0.680385	-0.181075	3507	
-0.680728	-0.180765	3507	
-0.681353	-0.180524	3507	
-0.682063	-0.180290	3507	
-0.682851	-0.180014	3507	
-0.683703	-0.179728	3507	
-0.684439	-0.179493	3507	
-0.685185	-0.179260	3507	
-0.686114	-0.179002	3507	
-0.686983	-0.178752	3507	
-0.687848	-0.178522	3507	
-0.688753	-0.178274	3345	
-0.689512	-0.178057	3345	
-0.689942	-0.177708	3345	
-0.690907	-0.177478	3345	
-0.691911	-0.177292	3345	
-0.692948	-0.177093	3345	
-0.693898	-0.176911	3345	
-0.694786	-0.176753	3345	
-0.695722	-0.176579	3345	
-0.696767	-0.176382	2797	
-0.697874	-0.176152	2797	
-0.698908	-0.175944	2797	
-0.699921	-0.175744	2797	
-0.700871	-0.175542	2797	
-0.702009	-0.175328	2797	
-0.703091	-0.175147	2797	
-0.704289	-0.174954	2797	
-0.705524	-0.174748	2797	
-0.706720	-0.174562	2797	
-0.707946	-0.174369	2797	
-0.709122	-0.174204	2797	
-0.710179	-0.174049	2797	
-0.711299	-0.173921	2797	
-0.712446	-0.173793	2797	
-0.713626	-0.173657	2797	
-0.714608	-0.173464	2797	
-0.715827	-0.173313	2075	
-0.716971	-0.173152	2075	
-0.718126	-0.172988	2075	
