time = 3.0002	Re = 25	rotation = 7.50309e-05
0.715867	-0.614999	1275	
0.715856	-0.615018	1275	
0.716397	-0.614305	1275	
0.716822	-0.613759	1275	
0.718776	-0.611214	1275	
0.718561	-0.611489	1275	
0.719298	-0.610546	1275	
0.719761	-0.610020	1275	
0.719935	-0.609830	1275	
0.719778	-0.610008	1275	
0.722070	-0.606816	1035	
0.725195	-0.602372	1035	
0.727139	-0.599496	1035	
0.730531	-0.594643	447	
0.733575	-0.590174	447	
0.736757	-0.585489	447	
0.737820	-0.583884	447	
0.740193	-0.580397	447	
0.743016	-0.576125	447	
0.746047	-0.571425	365	
0.746634	-0.570513	365	
0.749714	-0.565808	365	
0.753493	-0.559739	1979	
0.756082	-0.555633	1979	
0.760100	-0.549485	9392	
0.764181	-0.542932	9392	
0.764435	-0.542467	9392	
0.768115	-0.536116	9254	
0.771612	-0.529482	9254	
0.774590	-0.523703	9254	
0.777652	-0.517829	8910	
0.778182	-0.516824	8910	
0.782278	-0.508345	11022	
0.784391	-0.503728	11022	
0.787434	-0.496575	11022	
0.789296	-0.492124	11022	
0.791580	-0.486563	10694	
0.795224	-0.477632	10694	
0.796978	-0.472910	10337	
0.799101	-0.466607	10337	
0.803875	-0.451047	7499	
0.806907	-0.440727	7499	
0.804786	-0.447749	7499	
0.805031	-0.446932	7499	
0.806548	-0.441674	7499	
0.808032	-0.434122	10656	
0.808418	-0.432650	10656	
0.809191	-0.429069	9514	
0.809504	-0.426616	9514	
0.810049	-0.420655	9514	
0.810227	-0.415751	9514	
0.810639	-0.411306	9514	
0.809644	-0.405261	2690	
0.809247	-0.401478	2690	
0.808870	-0.393897	2690	
0.809382	-0.388427	3070	
0.808741	-0.385131	3070	
0.807622	-0.380209	10342	
0.806760	-0.376708	10342	
0.805147	-0.370640	10342	
0.803984	-0.366730	10342	
0.801685	-0.362529	10276	
0.799092	-0.359089	10276	
0.796181	-0.355169	10276	
0.791579	-0.350562	10004	
0.788912	-0.348852	10004	
0.782449	-0.345707	10922	
0.778572	-0.343476	10922	
0.771988	-0.339982	10840	
0.767289	-0.338002	10840	
0.760614	-0.335590	10840	
0.756969	-0.333973	10942	
0.750527	-0.331659	10942	
0.746449	-0.330651	10942	
