time = 2.0002	Re = 25	rotation = 3.33476e-05
0.017642	-0.914216	949	
0.017616	-0.914217	949	
0.017875	-0.914202	949	
0.018130	-0.914202	949	
0.019230	-0.914175	949	
0.019071	-0.914180	949	
0.019617	-0.914161	949	
0.019821	-0.914155	949	
0.019990	-0.914158	949	
0.019856	-0.914155	949	
0.021135	-0.914124	949	
0.022839	-0.914064	981	
0.023909	-0.914016	981	
0.025876	-0.913946	981	
0.027652	-0.913864	981	
0.029590	-0.913788	981	
0.030191	-0.913759	981	
0.031622	-0.913688	981	
0.033414	-0.913617	981	
0.035432	-0.913500	981	
0.035845	-0.913480	981	
0.038013	-0.913369	981	
0.040408	-0.913238	981	
0.042196	-0.913140	981	
0.044989	-0.912982	6593	
0.048054	-0.912788	6593	
0.048261	-0.912776	6593	
0.050938	-0.912608	6593	
0.054011	-0.912391	6593	
0.056795	-0.912190	6593	
0.059556	-0.911977	7243	
0.059989	-0.911941	7243	
0.063740	-0.911608	7243	
0.065904	-0.911416	7243	
0.069086	-0.911112	7243	
0.071214	-0.910917	7243	
0.073546	-0.910671	7243	
0.078123	-0.910212	7243	
0.080637	-0.909940	2187	
0.084272	-0.909551	2187	
0.093829	-0.908486	2187	
0.100325	-0.907689	2187	
0.095851	-0.908227	2187	
0.096250	-0.908171	2187	
0.099733	-0.907732	2187	
0.103171	-0.907289	2187	
0.105375	-0.907002	2187	
0.108493	-0.906574	2291	
0.110392	-0.906256	1335	
0.115075	-0.905611	6463	
0.118986	-0.905035	6463	
0.122453	-0.904485	6463	
0.127579	-0.903657	6463	
0.130902	-0.903112	6463	
0.137377	-0.901965	6463	
0.142624	-0.900992	6671	
0.145824	-0.900373	6671	
0.151659	-0.899232	6671	
0.155812	-0.898364	6671	
0.163153	-0.896866	5963	
0.168171	-0.895801	5963	
0.173533	-0.894642	5963	
0.178095	-0.893604	5963	
0.183628	-0.892277	6685	
0.191535	-0.890311	6685	
0.195503	-0.889282	6685	
0.204306	-0.886968	9528	
0.208099	-0.885952	9528	
0.216652	-0.883494	9329	
0.222431	-0.881787	9329	
0.230102	-0.879442	9329	
0.234106	-0.878190	9329	
0.241684	-0.875726	7559	
0.246274	-0.874217	8521	
0.253294	-0.871816	8521	
0.258253	-0.870059	8521	
0.264495	-0.867800	8521	
0.270442	-0.865598	8521	
0.276435	-0.863332	6722	
0.289827	-0.858108	6722	
0.299308	-0.854246	6581	
0.311105	-0.849058	5314	
0.319662	-0.845217	5336	
0.328702	-0.840970	5336	
0.338714	-0.836027	10112	
0.347817	-0.831429	973	
0.356740	-0.826792	973	
0.361549	-0.824225	973	
0.367352	-0.821053	10886	
0.372121	-0.818388	9886	
0.376016	-0.816152	9886	
