time = 2.5002	Re = 25	rotation = -5.21051e-05
-0.569475	-0.081495	9993	
-0.574105	-0.079031	9993	
-0.576620	-0.077725	9424	
-0.581940	-0.074995	9424	
-0.582809	-0.074532	9424	
-0.585410	-0.073357	9424	
-0.584729	-0.073679	9424	
-0.586018	-0.073056	9424	
-0.587426	-0.072398	9424	
-0.583596	-0.074166	9424	
-0.585145	-0.073463	9424	
-0.584947	-0.073554	9424	
-0.583684	-0.074111	9424	
-0.579485	-0.076209	9424	
-0.581172	-0.075348	9424	
-0.581799	-0.075026	9424	
-0.578026	-0.076948	9424	
-0.576154	-0.077912	9424	
-0.580802	-0.075517	9424	
-0.574174	-0.078936	9993	
-0.570790	-0.080711	9993	
-0.567491	-0.082545	9879	
-0.567929	-0.082297	9879	
-0.564059	-0.084503	9879	
-0.561501	-0.086012	9879	
-0.556321	-0.088945	10439	
-0.553958	-0.090393	10439	
-0.552014	-0.091607	10439	
-0.545153	-0.095526	9347	
-0.545886	-0.095072	9347	
-0.540775	-0.098292	8057	
-0.538944	-0.099445	8057	
-0.532904	-0.103403	8057	
-0.533485	-0.103003	8057	
-0.530484	-0.105072	10772	
-0.521238	-0.111604	4690	
-0.520112	-0.112345	4690	
-0.513921	-0.116779	1049	
-0.511685	-0.118437	1049	
-0.508607	-0.120646	1079	
-0.502804	-0.124861	1079	
-0.501776	-0.125608	1079	
-0.497134	-0.129110	432	
-0.496278	-0.129763	432	
-0.490604	-0.134276	459	
-0.488020	-0.136308	459	
-0.486012	-0.137867	459	
-0.483072	-0.140178	459	
-0.481651	-0.141383	459	
-0.479064	-0.143373	2568	
-0.477479	-0.144628	2568	
-0.474782	-0.146848	2568	
-0.472608	-0.148558	2568	
-0.470133	-0.150382	2568	
-0.465122	-0.154230	3233	
-0.462450	-0.156284	3855	
-0.460643	-0.157622	3855	
-0.456572	-0.160758	3855	
-0.455582	-0.161507	3855	
-0.451767	-0.164318	3855	
-0.449223	-0.166258	2911	
-0.448419	-0.166909	2911	
-0.445233	-0.169275	2911	
-0.442973	-0.170972	2911	
-0.439783	-0.173278	3242	
-0.437955	-0.174582	3242	
-0.432173	-0.178661	2329	
-0.430998	-0.179501	2329	
-0.429173	-0.180789	2897	
-0.426927	-0.182467	2897	
-0.424541	-0.184342	2897	
-0.423010	-0.185608	2897	
-0.420298	-0.187448	2897	
-0.418008	-0.189215	1798	
-0.416743	-0.190188	1798	
-0.414497	-0.191689	1798	
-0.410728	-0.194087	3136	
-0.408632	-0.195531	3136	
-0.407066	-0.196696	3136	
-0.405156	-0.198150	3136	
-0.401657	-0.200518	4812	
-0.400151	-0.201811	4812	
-0.398335	-0.203195	4812	
-0.395690	-0.205017	4812	
-0.392244	-0.207027	4812	
-0.386944	-0.210042	1092	
-0.385743	-0.210910	1092	
-0.383898	-0.212092	1178	
-0.383343	-0.212767	1178	
-0.383710	-0.212944	1178	
-0.384548	-0.213031	1178	
-0.384216	-0.213515	1178	
-0.383469	-0.214214	1178	
-0.383094	-0.214776	1178	
-0.383195	-0.215068	635	
-0.383716	-0.215249	635	
-0.384190	-0.215497	635	
-0.384079	-0.215861	635	
-0.384342	-0.216138	635	
-0.384009	-0.216652	635	
-0.381394	-0.218039	635	
-0.379430	-0.219221	635	
-0.379041	-0.219646	635	
-0.377629	-0.220642	635	
-0.375313	-0.221972	635	
-0.374833	-0.222470	635	
-0.375688	-0.222523	635	
-0.376626	-0.222471	635	
-0.378074	-0.222225	635	
-0.380525	-0.221571	635	
-0.381094	-0.221784	635	
-0.382035	-0.221600	635	
-0.383348	-0.221230	635	
-0.385276	-0.220558	679	
-0.386286	-0.220030	679	
-0.388822	-0.219282	679	
-0.391213	-0.218513	4729	
-0.393724	-0.217801	4729	
-0.395570	-0.217364	4729	
-0.397988	-0.216672	4729	
-0.399644	-0.216348	4729	
-0.398529	-0.217080	4729	
-0.395246	-0.218792	4729	
-0.393908	-0.219636	4729	
-0.395152	-0.219331	4729	
-0.395018	-0.219658	4729	
-0.396541	-0.219308	4729	
-0.398843	-0.218587	4729	
-0.402349	-0.217371	4729	
-0.405510	-0.216248	4729	
-0.409014	-0.215042	4729	
-0.411474	-0.214255	4960	
-0.415434	-0.212713	3055	
-0.418549	-0.211310	3055	
-0.421426	-0.209981	3055	
-0.424376	-0.208698	3055	
-0.428093	-0.206963	3055	
-0.431480	-0.205309	2607	
-0.434748	-0.203664	2607	
-0.439191	-0.200927	2607	
-0.443413	-0.198613	2926	
-0.446325	-0.196949	2926	
-0.449997	-0.194756	3804	
-0.454980	-0.191853	3804	
-0.460222	-0.188620	3091	
-0.463812	-0.186261	3091	
-0.467218	-0.183997	3827	
-0.471114	-0.181222	3827	
-0.475060	-0.178223	5426	
-0.479853	-0.174698	5426	
-0.484917	-0.170837	4742	
-0.490345	-0.166273	3378	
-0.495082	-0.162117	3845	
-0.500986	-0.157066	3845	
-0.507261	-0.151810	3845	
-0.512119	-0.147462	1027	
-0.517265	-0.142674	1027	
-0.523228	-0.137373	1027	
-0.529132	-0.131860	4807	
-0.536261	-0.125444	1894	
-0.544100	-0.118403	9544	
-0.549340	-0.113893	9544	
-0.554727	-0.109478	4565	
-0.561984	-0.103502	3148	
-0.568057	-0.098578	9420	
-0.577227	-0.092326	9420	
-0.587469	-0.086587	3002	
-0.600695	-0.079805	2088	
-0.612548	-0.074797	2025	
-0.619544	-0.072600	2802	
-0.628049	-0.071121	2506	
-0.631591	-0.071106	2506	
-0.633569	-0.071072	2492	
-0.638580	-0.073721	2492	
-0.643465	-0.077959	2492	
-0.652415	-0.090658	2100	
-0.687336	-0.119688	8293	
-0.748983	-0.132768	1521	
-0.815626	-0.113296	1941	
-0.865942	-0.063135	1071	
-0.890445	-0.001926	1399	
-0.895847	0.046845	9928	
-0.893229	0.097163	7714	
-0.888072	0.131110	695	
-0.881825	0.159106	9067	
-0.878087	0.173814	8101	
-0.874070	0.187175	2992	
-0.871797	0.194454	2992	
-0.869599	0.201287	5038	
-0.867821	0.206689	5038	
-0.867377	0.208090	5038	
-0.866837	0.209782	5038	
-0.866807	0.209925	5038	
-0.867287	0.208510	5038	
-0.869556	0.201736	5038	
-0.872932	0.191328	2992	
-0.878409	0.173264	9067	
-0.882845	0.155531	9067	
-0.888002	0.131941	695	
-0.892007	0.108601	9081	
-0.894806	0.081204	9256	
-0.895993	0.059912	9090	
-0.895823	0.038786	422	
-0.892869	0.009340	10171	
-0.888747	-0.010486	1499	
-0.879457	-0.037996	9275	
-0.873383	-0.050997	1395	
-0.862366	-0.069199	1071	
-0.845696	-0.089771	345	
-0.834505	-0.100420	5029	
-0.835755	-0.099446	5029	
-0.826318	-0.106921	1941	
-0.824818	-0.108043	1941	
-0.831426	-0.103197	5029	
-0.843820	-0.092253	345	
-0.853390	-0.081598	857	
-0.842547	-0.093720	5029	
-0.851632	-0.083959	857	
-0.853480	-0.081723	857	
-0.842696	-0.093778	5029	
-0.845855	-0.090545	345	
-0.838493	-0.097816	5029	
-0.849733	-0.086543	631	
-0.855649	-0.079387	857	
-0.854252	-0.081131	857	
-0.851670	-0.084379	857	
-0.861473	-0.072119	857	
-0.868702	-0.061608	1395	
-0.865951	-0.065964	1071	
-0.859237	-0.075266	857	
-0.857980	-0.076920	857	
-0.859721	-0.074705	857	
-0.864414	-0.068394	1071	
-0.856308	-0.079143	857	
-0.843328	-0.093738	345	
-0.839447	-0.097598	5029	
-0.849400	-0.087590	631	
-0.840612	-0.096541	5029	
-0.831950	-0.103970	5029	
-0.829508	-0.105869	1941	
-0.830134	-0.105413	5029	
-0.819421	-0.112800	1941	
-0.799175	-0.123218	1836	
-0.776784	-0.131043	941	
-0.754914	-0.134088	1521	
-0.742989	-0.134262	1921	
-0.739685	-0.134298	1921	
-0.734866	-0.134254	2656	
-0.728280	-0.133714	2656	
-0.721194	-0.132800	2656	
-0.710950	-0.130618	8653	
-0.707502	-0.129529	9004	
-0.700134	-0.127402	9004	
-0.697874	-0.126637	8706	
-0.688058	-0.122363	8293	
-0.681726	-0.119176	6823	
-0.675572	-0.115481	5510	
-0.673431	-0.114488	5510	
-0.667342	-0.110321	4632	
-0.656829	-0.101090	4632	
-0.653038	-0.097541	2100	
-0.650049	-0.094843	2100	
-0.646014	-0.090734	3662	
-0.641798	-0.086072	3662	
-0.638898	-0.083578	2506	
-0.637064	-0.082094	2506	
-0.633396	-0.080304	2506	
-0.630626	-0.079458	2506	
-0.627546	-0.078877	2506	
-0.624523	-0.078879	2506	
-0.621782	-0.078931	2802	
-0.619088	-0.079315	2802	
-0.617474	-0.079641	2802	
-0.615641	-0.080073	2025	
-0.613902	-0.080536	2025	
-0.612818	-0.080852	2025	
-0.611068	-0.081423	2025	
-0.610381	-0.081704	2025	
-0.607575	-0.082923	2025	
-0.605522	-0.083749	2025	
-0.603438	-0.084700	2025	
-0.601402	-0.085654	2088	
-0.598181	-0.087180	3002	
-0.594111	-0.088822	3624	
-0.591310	-0.090365	3624	
-0.584783	-0.093990	3326	
-0.580087	-0.097134	3326	
-0.575565	-0.100176	9420	
-0.570679	-0.103641	9420	
-0.566276	-0.106974	3148	
-0.562593	-0.109895	4565	
-0.559321	-0.112460	4565	
-0.556333	-0.114992	5481	
-0.554139	-0.116960	5481	
-0.551360	-0.119353	5481	
-0.547739	-0.122448	5481	
-0.544192	-0.125831	9544	
-0.540350	-0.129749	4807	
-0.536966	-0.132955	4807	
-0.534572	-0.135048	4807	
-0.531692	-0.137901	4807	
-0.528078	-0.141495	1027	
-0.524001	-0.145438	1027	
-0.521375	-0.147990	1027	
-0.517291	-0.151781	1309	
-0.511907	-0.156905	1785	
-0.505801	-0.162588	1785	
-0.502712	-0.165451	1785	
-0.499167	-0.168574	3378	
-0.495725	-0.171474	4742	
-0.492140	-0.174449	4742	
-0.489449	-0.176672	4742	
-0.485960	-0.179727	4742	
-0.483050	-0.182181	5426	
-0.478674	-0.185611	5426	
-0.476635	-0.187270	5426	
-0.473080	-0.189974	5426	
-0.468875	-0.192823	6913	
-0.463902	-0.196150	3804	
-0.458576	-0.199750	3804	
-0.452942	-0.203205	3804	
-0.448163	-0.206126	2926	
-0.443689	-0.208874	2926	
-0.438936	-0.211937	2926	
-0.434617	-0.214360	4814	
-0.429640	-0.216887	4045	
-0.424204	-0.219628	4045	
-0.418065	-0.222591	4045	
-0.412185	-0.225165	4960	
-0.406897	-0.227527	4960	
-0.400697	-0.230159	4729	
-0.394745	-0.232729	679	
-0.389243	-0.235043	679	
-0.384012	-0.237085	897	
-0.378568	-0.239144	897	
-0.372699	-0.241295	7171	
-0.366971	-0.243275	7271	
-0.357981	-0.246312	7271	
-0.349835	-0.249006	8282	
-0.341328	-0.251814	7974	
-0.332902	-0.254349	8182	
-0.324931	-0.256686	10868	
-0.316718	-0.259039	9692	
-0.307854	-0.261442	7032	
-0.298900	-0.263837	10153	
-0.289769	-0.266300	9639	
-0.281493	-0.268493	9362	
-0.272614	-0.270832	9362	
-0.262935	-0.273243	4885	
-0.254367	-0.275382	4885	
-0.247358	-0.277116	4885	
-0.240666	-0.278719	7252	
-0.233877	-0.280332	7414	
-0.227353	-0.281927	7414	
-0.220604	-0.283526	8320	
-0.215015	-0.284835	8320	
-0.209692	-0.286079	7866	
-0.202604	-0.287759	2048	
-0.192064	-0.290274	2048	
-0.186329	-0.291657	1791	
-0.180522	-0.292991	2173	
-0.173886	-0.294502	2173	
-0.166869	-0.296193	2173	
-0.161806	-0.297317	3226	
-0.156829	-0.298412	3226	
-0.151153	-0.299633	3367	
-0.145447	-0.300824	7841	
-0.140317	-0.301882	7841	
-0.134899	-0.302997	7841	
-0.130516	-0.303882	1669	
-0.121664	-0.305623	2449	
-0.117454	-0.306455	2449	
-0.114834	-0.306958	1466	
-0.112772	-0.307357	1466	
-0.112437	-0.307413	1466	
-0.110772	-0.307707	1466	
-0.109292	-0.307966	1575	
-0.106608	-0.308461	1575	
-0.103568	-0.309004	7009	
-0.100382	-0.309588	7009	
-0.097638	-0.310090	7009	
-0.095086	-0.310554	7009	
-0.092337	-0.311037	8073	
-0.090607	-0.311324	8073	
-0.088839	-0.311614	8073	
-0.086461	-0.311997	8073	
-0.084766	-0.312264	8073	
-0.082894	-0.312561	8073	
-0.082112	-0.312657	8073	
-0.081122	-0.312793	8073	
-0.080885	-0.312776	8094	
-0.080864	-0.312706	8094	
-0.081084	-0.312598	8094	
-0.079570	-0.312833	8094	
-0.079596	-0.312754	8094	
-0.079568	-0.312690	8094	
-0.079985	-0.312541	8094	
-0.079709	-0.312520	8094	
-0.080160	-0.312354	8094	
-0.081180	-0.312076	8094	
-0.082066	-0.311818	8073	
-0.083459	-0.311476	8073	
-0.085036	-0.311116	8073	
-0.087178	-0.310654	8073	
-0.089569	-0.310097	8073	
-0.092888	-0.309366	7009	
-0.095217	-0.308800	7009	
-0.096649	-0.308430	7009	
-0.098287	-0.308039	7009	
-0.103397	-0.307006	7009	
-0.111134	-0.305473	1466	
-0.119635	-0.303698	2449	
-0.124010	-0.302706	2449	
-0.130045	-0.301378	1669	
