time = 250	Re = 1	rotation = 39.7886
0.268460	-0.868502	6709	
-0.125453	0.646534	5027	
0.612539	-0.705090	10015	
-0.156285	0.053993	3659	
0.158547	-0.798629	2528	
0.788351	0.092980	1081	
-0.292336	0.351420	9457	
0.601127	0.446086	8464	
-0.250167	-0.719575	3752	
-0.452917	0.453545	5905	
0.693120	-0.297926	3026	
0.249624	0.702575	8481	
0.245807	0.078499	5119	
-0.491833	0.205966	5791	
-0.751943	-0.109604	1163	
0.774497	0.007009	2048	
0.289523	0.071481	4962	
-0.587828	-0.693864	3836	
-0.932411	0.163984	2778	
0.369958	-0.848865	8113	
-0.481861	0.391847	7775	
-0.386341	0.575687	5427	
0.577059	-0.263351	8357	
0.590670	-0.124262	7616	
-0.212864	-0.435493	9745	
-0.546258	0.353891	7835	
0.608867	0.635214	573	
0.042868	0.078264	10681	
0.131238	-0.000795	3279	
-0.578565	0.269795	8735	
-0.472077	-0.013523	7412	
0.614697	-0.611514	6695	
0.473292	0.006304	421	
0.308879	0.573955	3885	
-0.394476	0.855854	10044	
0.313588	-0.011741	3278	
-0.262123	-0.822992	7459	
0.416322	-0.662820	6247	
0.308710	-0.628365	9482	
0.355431	-0.098780	1178	
0.791754	0.126046	9304	
0.318726	0.883615	11131	
-0.927142	-0.255568	2310	
0.508811	0.237461	10667	
0.364769	0.418533	9982	
0.257223	0.272800	1054	
0.251866	-0.948396	10820	
-0.706543	-0.023522	11206	
0.040996	0.058253	635	
0.133758	-0.602718	9989	
-0.534664	-0.382981	5270	
0.183339	0.278904	4064	
-0.743490	0.337382	4358	
-0.273922	-0.298338	10109	
-0.647910	0.678406	7952	
-0.168644	0.562982	3770	
-0.243701	0.763231	4332	
0.407410	0.389203	11363	
-0.105263	0.082940	9369	
0.105204	0.819063	4967	
0.837788	-0.066057	9919	
-0.186714	-0.795956	3985	
0.206238	-0.943075	9188	
0.090400	0.370318	2298	
0.081753	-0.178075	10870	
0.336404	-0.320786	1115	
-0.031151	-0.814474	4849	
-0.112400	0.553153	1356	
0.667820	0.127438	9852	
-0.344925	0.809630	6559	
-0.654474	-0.715808	5109	
0.590718	0.577429	8379	
-0.547888	-0.068486	1408	
0.056446	-0.495237	4019	
0.203825	0.245159	5059	
0.140526	0.018681	2112	
0.469040	0.441709	2883	
0.563296	-0.280770	5066	
0.475672	0.578301	3925	
0.550113	0.131649	7685	
-0.690801	0.396589	3440	
-0.675666	0.669640	10872	
-0.335905	0.182278	991	
0.474533	0.007401	421	
-0.310182	0.822674	4733	
0.286704	0.622878	6158	
-0.544045	0.525270	8649	
-0.539897	0.576884	5618	
0.104570	-0.962207	525	
-0.536180	0.367001	7138	
-0.133167	0.418808	677	
-0.614272	-0.602997	7331	
0.657303	-0.113518	8999	
0.596219	0.575202	7398	
-0.286823	0.599213	8652	
0.669480	-0.284433	3371	
0.147372	-0.726905	9425	
0.553405	-0.167620	9266	
-0.295270	-0.232027	1770	
0.386775	0.867138	6971	
0.440700	0.358376	7732	
0.634269	-0.519961	7886	
0.079438	0.150958	3216	
0.593137	0.650513	2076	
0.036108	0.716038	8213	
0.741774	-0.005347	10695	
-0.208863	-0.300609	5459	
0.341240	0.301916	476	
0.353677	0.180746	8660	
