Time	U_x	U_y	P	Max.Res.	Omega_1(Wall)
0	0	0	0	0	1
0.0001	1.563651545e-08	1.869306859e-07	-0.0006682481734	1	1
0.0002	4.719263782e-08	1.326600004e-06	-0.01042942045	13.38471539	1
0.0003	6.45288783e-08	8.903568547e-07	-0.008667738536	130.9722564	1
0.0004	-1.900603511e-07	6.95360382e-07	0.01793740912	24.18228102	1
0.0005	-4.010073524e-07	1.633919195e-06	0.05854127673	20.1032615	1
0.0006	-4.656955925e-07	3.271335852e-06	0.09829781751	38.86565868	1
0.0007	-4.330477147e-07	4.885093747e-06	0.1255685144	9.272885192	1
0.0008	-3.602597998e-07	6.000081845e-06	0.1344127385	18.84625461	1
0.0009	-2.696398982e-07	6.466577158e-06	0.1240162648	23.83775744	1
0.001	-1.694374457e-07	6.354342037e-06	0.09728813932	66.2593439	1
0.0011	-6.737318604e-08	5.830006226e-06	0.05922195893	17.74071584	1
0.0012	2.632307931e-08	5.072102016e-06	0.01547288557	40.19036996	1
0.0013	1.015536492e-07	4.227148334e-06	-0.02869099328	142.153407	1
0.0014	1.51389568e-07	3.395080582e-06	-0.06902132544	34.83281539	1
0.0015	1.735456317e-07	2.631683121e-06	-0.1025584237	50.61193174	1
0.0016	1.70136541e-07	1.958782257e-06	-0.1276286264	60.02975393	1
0.0017	1.463832451e-07	1.376349023e-06	-0.1436714914	12.2062909	1
0.0018	1.089917692e-07	8.733055083e-07	-0.1509853687	18.14689633	1
0.0019	6.471433117e-08	4.356357958e-07	-0.1504575374	7.947319215	1
0.002	1.934064327e-08	5.15218693e-08	-0.1433209512	7.002856194	1
0.0021	-2.283318333e-08	-2.861605707e-07	-0.1309587025	18.8932076	1
0.0022	-5.91305772e-08	-5.793685649e-07	-0.1147617795	6.604808658	1
0.0023	-8.833764102e-08	-8.2575735e-07	-0.09603581199	4.180436978	1
0.0024	-1.103897428e-07	-1.020261335e-06	-0.07594747614	4.987192774	1
0.0025	-1.260060464e-07	-1.156890805e-06	-0.05549976777	12.20806372	1
0.0026	-1.363449237e-07	-1.230386499e-06	-0.03552618372	3.065861854	1
0.0027	-1.427218949e-07	-1.237513803e-06	-0.01669586493	6.573640653	1
0.0028	-1.464063649e-07	-1.177896846e-06	0.0004758842756	10.71677901	1
0.0029	-1.484956542e-07	-1.054383312e-06	0.01561510644	9.500424826	1
0.003	-1.498542141e-07	-8.729906168e-07	0.02847640135	14.52547257	1
0.0031	-1.511014875e-07	-6.425213587e-07	0.03893035255	9.892797382	1
0.0032	-1.526318268e-07	-3.739490638e-07	0.04695104282	39.33890418	1
0.0033	-1.546518037e-07	-7.967353381e-08	0.05260328094	23.30979	1
0.0034	-1.548655149e-07	6.588173432e-08	0.05455513061	14.72909094	1
0.0035	-1.557348967e-07	2.020059315e-07	0.05521193154	2.880338991	1
0.0036	-1.523918518e-07	3.47759387e-07	0.05509830224	26.89424691	1
0.0037	-1.455741627e-07	4.897091328e-07	0.05445251713	14.87945781	1
0.0038	-1.385343261e-07	6.394217104e-07	0.05317184024	5.977041851	1
0.0039	-1.323828532e-07	7.998311657e-07	0.05096391263	7.497363581	1
0.004	-1.286963215e-07	9.544767111e-07	0.04798986525	2.124324397	1
0.0041	-1.288247831e-07	1.09467498e-06	0.04454052581	5.609247907	1
0.0042	-1.322024589e-07	1.21774548e-06	0.04103419673	3.888939685	1
0.0043	-1.376385308e-07	1.325693073e-06	0.03776718685	2.551050464	1
0.0044	-1.440178342e-07	1.421020183e-06	0.03490036985	2.375547448	1
0.0045	-1.507333729e-07	1.505649985e-06	0.03243828431	3.791804407	1
0.0046	-1.575249067e-07	1.580486971e-06	0.0303289258	1.355140761	1
0.0047	-1.643107496e-07	1.645957263e-06	0.02853016743	2.323372093	1
0.0048	-1.710676993e-07	1.70233225e-06	0.02699738456	0.7556410237	1
0.0049	-1.777609843e-07	1.749832376e-06	0.0256869028	0.7066993343	1
0.005	-1.843465437e-07	1.788596312e-06	0.02455800754	1.507147466	1
0.0051	-1.908106272e-07	1.819433326e-06	0.02359923139	0.6953269886	1
0.0052	-1.971117145e-07	1.841709703e-06	0.02276405632	1.567323519	1
0.0053	-2.032569135e-07	1.856820658e-06	0.02205540791	1.224385892	1
0.0054	-2.092588851e-07	1.864790995e-06	0.02145499541	1.958391427	1
0.0055	-2.151111018e-07	1.865705513e-06	0.02094691897	5.060461072	1
0.0056	-2.208419248e-07	1.860299001e-06	0.02052525373	0.8715612962	1
0.0057	-2.264692509e-07	1.849199959e-06	0.02018416482	0.72725819	1
0.0058	-2.319921918e-07	1.832191321e-06	0.01991265995	0.6570494125	1
0.0059	-2.374357175e-07	1.809994543e-06	0.01970635692	0.6932391003	1
0.006	-2.428072237e-07	1.783197702e-06	0.01956092689	1.976209399	1
0.0061	-2.480589195e-07	1.750523062e-06	0.01946831838	2.025908744	1
0.0062	-2.532309432e-07	1.713813746e-06	0.01942794767	0.7208113352	1
0.0063	-2.582608288e-07	1.672537313e-06	0.01943731836	0.6441448674	1
0.0064	-2.631941233e-07	1.628310176e-06	0.01949373321	0.4150944152	1
0.0065	-2.680319162e-07	1.581442824e-06	0.01959433391	0.5092982075	1
0.0066	-2.728318895e-07	1.533279578e-06	0.01973288743	0.475412137	1
0.0067	-2.775837293e-07	1.483191919e-06	0.01990910181	0.5895481735	1
0.0068	-2.823141794e-07	1.43187615e-06	0.02011966525	1.032836928	1
0.0069	-2.870271587e-07	1.380692409e-06	0.02035528542	7.490832879	1
0.007	-2.91709941e-07	1.32983872e-06	0.02061150367	0.9086293243	1
0.0071	-2.963648919e-07	1.278896293e-06	0.02089155784	0.907880042	1
0.0072	-3.009947962e-07	1.228505043e-06	0.02119220752	0.991865105	1
0.0073	-3.05469776e-07	1.177345947e-06	0.02153755653	1.067020169	1
0.0074	-3.098291212e-07	1.128514228e-06	0.02189737475	0.9511452464	1
0.0075	-3.14021381e-07	1.081303257e-06	0.02227906371	0.5453748027	1
0.0076	-3.180917673e-07	1.036189074e-06	0.02268037132	1.142225131	1
0.0077	-3.220770732e-07	9.935431476e-07	0.02309910117	1.98257296	1
0.0078	-3.259461737e-07	9.535770981e-07	0.02354471018	27.32300616	1
0.0079	-3.297455064e-07	9.171985302e-07	0.02399106117	0.96906655	1
0.008	-3.334514603e-07	8.842177574e-07	0.0244605238	3.810228225	1
0.0081	-3.368749596e-07	8.562695827e-07	0.02501217385	0.7985124025	1
0.0082	-3.399278457e-07	8.363319074e-07	0.02563871298	0.5096024818	1
0.0083	-3.427970699e-07	8.239438275e-07	0.02627044355	0.5510352797	1
0.0084	-3.455714301e-07	8.201798973e-07	0.02693916299	1.069117014	1
0.0085	-3.482424832e-07	8.262233346e-07	0.02763580324	0.7160210054	1
0.0086	-3.508521094e-07	8.42964671e-07	0.02834992426	0.6681742542	1
0.0087	-3.534286481e-07	8.694727212e-07	0.02904911279	0.4688073015	1
0.0088	-3.560135326e-07	9.06754477e-07	0.02973469071	0.436718155	1
0.0089	-3.585881295e-07	9.541531492e-07	0.03038720691	0.4419945133	1
0.009	-3.612354683e-07	1.010535014e-06	0.03099131939	0.8439899969	1
0.0091	-3.640044534e-07	1.07657416e-06	0.03155065036	1.909984976	1
0.0092	-3.669175718e-07	1.149891646e-06	0.03204834711	1.194219496	1
0.0093	-3.700937479e-07	1.229870864e-06	0.03248673818	2.055700049	1
0.0094	-3.735243222e-07	1.314933654e-06	0.03286449965	0.7979547032	1
0.0095	-3.772346662e-07	1.40342803e-06	0.03318372375	0.6689268588	1
0.0096	-3.811979456e-07	1.495674658e-06	0.03345579402	0.3332985309	1
0.0097	-3.853371166e-07	1.590092081e-06	0.03368342687	0.4247990656	1
0.0098	-3.896765406e-07	1.685915692e-06	0.03387342456	0.5147572595	1
0.0099	-3.941762155e-07	1.78159893e-06	0.03402958706	0.2725854074	1
0.01	-3.988044026e-07	1.877287244e-06	0.03415988688	0.3657560639	1
0.0101	-4.034580329e-07	1.97247252e-06	0.03426816433	0.3409632668	1
0.0102	-4.081473401e-07	2.065898364e-06	0.03435646704	0.277422839	1
0.0103	-4.128606137e-07	2.157615684e-06	0.0344296146	0.2430174428	1
0.0104	-4.175410192e-07	2.246772444e-06	0.03448875909	0.3277679187	1
0.0105	-4.22165565e-07	2.333875648e-06	0.03453801166	0.457462978	1
0.0106	-4.266905775e-07	2.418079759e-06	0.03457646246	0.6209895203	1
0.0107	-4.31167499e-07	2.499505512e-06	0.03460742535	0.888554673	1
0.0108	-4.355497164e-07	2.57778114e-06	0.03463029367	0.3846909439	1
0.0109	-4.398900084e-07	2.652765294e-06	0.03464779304	0.6196247789	1
0.011	-4.440594711e-07	2.724770278e-06	0.03465967495	0.8820881642	1
0.0111	-4.481584016e-07	2.7937525e-06	0.03466608834	0.3145135945	1
0.0112	-4.522393667e-07	2.859405983e-06	0.0346684695	0.4644829522	1
0.0113	-4.562627992e-07	2.921553777e-06	0.03466789108	0.3470092003	1
0.0114	-4.601924454e-07	2.980534431e-06	0.03466445148	0.3822761519	1
0.0115	-4.640479936e-07	3.036448139e-06	0.03465839529	0.4752630575	1
0.0116	-4.678374547e-07	3.089345566e-06	0.03465007973	0.4789896064	1
0.0117	-4.715845378e-07	3.139272974e-06	0.03463995822	0.4957551456	1
0.0118	-4.753091332e-07	3.186285048e-06	0.03462855843	0.4853115215	1
0.0119	-4.790280838e-07	3.230448353e-06	0.03461645664	0.7285384724	1
0.012	-4.827015475e-07	3.271263465e-06	0.03460368601	0.3243084277	1
0.0121	-4.863259631e-07	3.309907874e-06	0.03459039094	0.4463001545	1
0.0122	-4.898760883e-07	3.344799556e-06	0.03457605403	0.3714426779	1
0.0123	-4.931483447e-07	3.376405372e-06	0.03455846208	0.4446307171	1
0.0124	-4.961967528e-07	3.406318766e-06	0.03453555904	0.5879175722	1
0.0125	-4.991538331e-07	3.434787372e-06	0.03450729945	0.4102665382	1
0.0126	-5.021284656e-07	3.461154935e-06	0.03447451727	0.5259754234	1
0.0127	-5.051424372e-07	3.484684019e-06	0.03443694118	0.3527850134	1
0.0128	-5.082730539e-07	3.507018061e-06	0.03439703087	0.3410026317	1
0.0129	-5.114861675e-07	3.526257545e-06	0.03435407579	0.3462734069	1
0.013	-5.147668115e-07	3.544411705e-06	0.03431057299	0.3714246928	1
0.0131	-5.181513816e-07	3.560221498e-06	0.03426667727	0.5512162644	1
0.0132	-5.215040311e-07	3.573417714e-06	0.03422128374	0.5759420268	1
0.0133	-5.248936513e-07	3.585825198e-06	0.03417661564	0.2496263489	1
0.0134	-5.283323441e-07	3.596028645e-06	0.03413258842	0.4085130297	1
0.0135	-5.318359613e-07	3.604913983e-06	0.03409105387	0.3261491626	1
0.0136	-5.353902116e-07	3.610729103e-06	0.0340506844	0.3606381401	1
0.0137	-5.38985646e-07	3.615685544e-06	0.0340137291	0.2878059378	1
