time = 4.6	Re = 90
0.144959	0.137785	0
0.180577	0.120114	1
0.214664	0.107891	2
0.252325	0.106756	3
0.289755	0.106715	4
0.331418	0.111160	5
0.372192	0.116018	6
0.411462	0.122474	7
0.448908	0.129253	8
0.479997	0.138494	9
0.509542	0.148279	10
0.547475	0.176617	11
0.555439	0.219030	12
0.543043	0.274890	13
0.527597	0.301027	14
0.512096	0.327146	15
0.493663	0.351401	16
0.475083	0.375621	17
0.435198	0.403834	18
0.397515	0.421833	19
0.366982	0.421920	20
0.339609	0.414214	21
0.316642	0.397621	22
0.289279	0.381541	23
0.253572	0.369272	24
0.200597	0.375297	25
0.166046	0.394904	26
0.127658	0.440098	27
0.115144	0.467406	28
0.102637	0.494745	29
0.091501	0.531045	30
0.080538	0.570138	31
0.069131	0.626073	32
0.059001	0.664185	33
0.041609	0.697250	34
0.048402	0.698065	35
0.016190	0.699028	36
-0.030888	0.705791	37
-0.060948	0.697953	38
-0.092311	0.692377	39
-0.127873	0.682857	40
-0.158680	0.676020	41
-0.189620	0.668852	42
-0.246838	0.652118	43
-0.300739	0.632156	44
-0.345901	0.609957	45
-0.376218	0.593448	46
-0.406488	0.576193	47
-0.432184	0.558524	48
-0.458034	0.540596	49
-0.482716	0.519625	50
-0.507682	0.498120	51
-0.528659	0.476259	52
-0.549712	0.454201	53
-0.580525	0.415189	54
-0.607440	0.376187	55
-0.631772	0.336075	56
-0.653484	0.296549	57
-0.665051	0.270208	58
-0.677977	0.242771	59
-0.692992	0.209563	60
-0.710459	0.173776	61
-0.733726	0.124471	62
-0.750831	0.086786	63
-0.767777	0.038226	64
-0.774447	-0.001382	65
-0.776982	-0.039027	66
-0.775521	-0.078041	67
-0.772010	-0.113726	68
-0.766234	-0.146576	69
-0.760986	-0.178989	70
-0.752943	-0.212622	71
-0.744944	-0.245574	72
-0.735869	-0.271775	73
-0.727175	-0.301492	74
-0.715850	-0.330283	75
-0.704090	-0.361883	76
-0.679199	-0.415217	77
-0.664690	-0.442703	78
-0.649674	-0.470514	79
-0.623160	-0.511782	80
-0.593790	-0.553539	81
-0.558569	-0.596703	82
-0.519599	-0.639301	83
-0.484745	-0.672692	84
-0.448238	-0.704606	85
-0.410999	-0.733840	86
-0.371665	-0.762067	87
-0.333395	-0.785675	88
-0.293465	-0.808567	89
-0.252752	-0.829280	90
-0.207426	-0.850617	91
-0.170177	-0.865141	92
-0.130307	-0.879173	93
-0.089790	-0.890420	94
-0.044506	-0.900833	95
0.000299	-0.907784	96
0.052880	-0.913557	97
0.102021	-0.916258	98
0.149178	-0.916873	99
0.186671	-0.914808	100
0.224795	-0.911915	101
0.262405	-0.906857	102
0.301004	-0.900999	103
0.355044	-0.887753	104
0.409141	-0.872144	105
0.443872	-0.861586	106
0.477760	-0.850994	107
0.510232	-0.843261	108
0.541359	-0.836251	109
