time = 0.5002	Re = 25	rotation = -2.08454e-06
-0.931252	-0.026582	9255	
-0.931614	-0.025153	9255	
-0.931969	-0.023641	8899	
-0.932275	-0.022388	8899	
-0.932640	-0.020870	8899	
-0.932971	-0.019393	8899	
-0.933320	-0.017874	1169	
-0.933690	-0.016321	1169	
-0.934113	-0.014536	1169	
-0.934477	-0.012887	1169	
-0.934896	-0.011084	1169	
-0.935239	-0.009491	1169	
-0.935545	-0.007999	1169	
-0.935831	-0.006588	1169	
-0.936022	-0.005186	1169	
-0.936017	-0.003736	1169	
-0.936127	-0.002031	1169	
-0.936398	-0.000382	1169	
-0.936793	0.001490	1169	
-0.937112	0.003656	1169	
-0.937404	0.005507	1547	
-0.937724	0.007383	1547	
-0.938010	0.009024	1547	
-0.938289	0.010711	1547	
-0.938746	0.013106	1403	
-0.939132	0.015465	1189	
-0.939405	0.017360	1189	
-0.939648	0.019179	1189	
-0.939856	0.020862	1189	
-0.940060	0.022494	1189	
-0.940263	0.024217	1189	
-0.940487	0.026050	1189	
-0.940716	0.027978	1189	
-0.940943	0.029953	1189	
-0.941142	0.031793	1189	
-0.941314	0.033458	1189	
-0.941467	0.035071	1189	
-0.941602	0.036625	1189	
-0.941716	0.038042	1189	
-0.941870	0.039783	1189	
-0.942031	0.041697	1189	
-0.942076	0.043331	1189	
-0.942037	0.044851	788	
-0.942041	0.046460	788	
-0.942055	0.048172	788	
-0.942064	0.049879	788	
-0.942130	0.052101	788	
-0.942208	0.054375	788	
-0.942229	0.056315	788	
-0.942237	0.058431	1251	
-0.942173	0.059937	1251	
-0.942130	0.061744	1251	
-0.942083	0.063455	1251	
-0.942039	0.065315	1251	
-0.941991	0.067053	1251	
-0.941927	0.069140	1251	
-0.941858	0.071100	1251	
-0.941778	0.073180	1251	
-0.941701	0.074844	1251	
-0.941613	0.076785	1251	
-0.941476	0.078852	9908	
-0.941340	0.080678	9908	
-0.941209	0.082545	9908	
-0.941077	0.084411	9908	
-0.940929	0.086453	9908	
-0.940761	0.088600	9908	
-0.940589	0.090661	9908	
-0.940412	0.092845	9908	
-0.940189	0.094826	9908	
-0.939927	0.097071	9908	
-0.939647	0.099543	9908	
-0.939429	0.102000	8528	
-0.939252	0.104229	8528	
-0.939081	0.106417	8528	
-0.938871	0.108678	8528	
-0.938617	0.111478	8528	
-0.938396	0.113610	8528	
-0.938142	0.116138	8528	
-0.937902	0.118432	8528	
-0.937587	0.121493	8528	
-0.937331	0.123879	8528	
-0.936829	0.127331	8528	
-0.936492	0.129454	8528	
-0.936047	0.132293	7844	
-0.935658	0.134574	10180	
-0.935250	0.137246	10180	
-0.934876	0.139832	10180	
-0.934425	0.142912	10180	
-0.934033	0.145368	10180	
-0.933592	0.148152	10180	
-0.933099	0.151185	10180	
-0.932571	0.154338	10180	
-0.932143	0.156645	10180	
-0.931717	0.159193	10180	
-0.931278	0.161980	8776	
-0.930728	0.165123	8776	
-0.930124	0.168358	7961	
-0.929644	0.170736	7961	
-0.929097	0.173453	7961	
-0.928597	0.175836	7961	
-0.928061	0.178379	7961	
-0.927479	0.181114	7961	
-0.926896	0.183803	7961	
-0.926282	0.186599	7961	
-0.925616	0.189487	7961	
-0.924813	0.192712	888	
-0.924116	0.195593	888	
-0.923375	0.198654	888	
-0.922644	0.201629	888	
-0.921955	0.204369	966	
-0.921241	0.207168	966	
-0.920503	0.210083	966	
-0.919859	0.212522	966	
-0.919137	0.214455	966	
-0.918473	0.216199	966	
-0.917781	0.218276	966	
-0.917076	0.220438	1692	
-0.916224	0.223932	1692	
-0.915385	0.227147	1692	
-0.914619	0.229919	1692	
-0.913838	0.232673	1692	
-0.913079	0.235357	2142	
-0.912262	0.238225	2142	
-0.911499	0.240878	2142	
-0.910703	0.243684	2142	
-0.909893	0.246485	2142	
-0.909109	0.249183	5574	
-0.908370	0.251470	5574	
-0.907647	0.253528	5574	
-0.906930	0.255714	5574	
-0.906054	0.258971	5574	
-0.905228	0.261754	5574	
-0.904374	0.264552	5574	
-0.903569	0.267075	5574	
-0.902749	0.269586	934	
-0.901934	0.272030	934	
-0.901121	0.274404	934	
-0.900257	0.276893	934	
-0.899395	0.279367	996	
-0.898528	0.281904	996	
-0.897568	0.284499	996	
-0.896640	0.287089	996	
-0.895767	0.289530	996	
-0.894888	0.291990	996	
-0.894007	0.294671	996	
-0.893189	0.296935	996	
-0.892338	0.299256	566	
-0.891433	0.301732	566	
-0.890542	0.304131	566	
-0.889663	0.306507	566	
-0.888723	0.309098	566	
-0.887785	0.311639	524	
-0.886781	0.314345	524	
-0.885790	0.316959	524	
-0.884754	0.319876	524	
-0.883807	0.322483	524	
-0.882800	0.325150	524	
-0.881796	0.327736	524	
-0.880788	0.330283	524	
-0.879723	0.332762	9080	
-0.878557	0.335265	9080	
-0.877380	0.337823	9080	
-0.876137	0.340606	9080	
-0.874854	0.343456	9080	
-0.873725	0.345922	9080	
-0.872676	0.348317	10090	
-0.871599	0.350771	10090	
-0.870497	0.353293	10090	
-0.869342	0.355919	10104	
-0.868276	0.358308	10104	
-0.867137	0.360862	10104	
-0.865997	0.363417	10104	
-0.864757	0.366132	10104	
-0.863578	0.368687	10104	
-0.862371	0.371280	10104	
-0.861122	0.373967	10104	
-0.859873	0.376682	10050	
-0.858718	0.379212	10050	
-0.857578	0.381706	10050	
-0.856301	0.384480	10152	
-0.855001	0.387261	10152	
-0.853750	0.389919	10152	
-0.852528	0.392478	10152	
-0.851204	0.395267	10152	
-0.849867	0.398037	10152	
-0.848428	0.400931	10152	
-0.847145	0.403492	10152	
-0.845705	0.406375	10152	
-0.844306	0.409189	10082	
-0.842932	0.411969	10082	
-0.841678	0.414468	10082	
-0.840282	0.417235	9033	
-0.838851	0.420038	9033	
-0.837434	0.422786	9033	
-0.836095	0.425366	9033	
-0.834624	0.428214	9033	
-0.833157	0.430927	9033	
-0.831654	0.433693	9033	
-0.830254	0.436255	9033	
-0.828836	0.438863	7590	
-0.827336	0.441611	7590	
-0.825865	0.444286	7590	
-0.824588	0.446888	7590	
-0.823251	0.449429	7590	
-0.821763	0.452147	9106	
-0.820248	0.454863	9106	
-0.818841	0.457342	9106	
-0.817430	0.459822	9106	
-0.815874	0.462338	9106	
-0.814176	0.464925	9106	
-0.812652	0.467285	9106	
-0.811192	0.469583	10130	
-0.809705	0.471920	10130	
-0.808205	0.474392	10130	
-0.806861	0.476565	10130	
-0.805496	0.478708	7226	
-0.804017	0.480984	7226	
-0.802546	0.483236	7226	
-0.801095	0.485434	7226	
-0.799536	0.487537	7226	
-0.798088	0.489563	7226	
-0.796681	0.491522	4450	
-0.795330	0.493394	4450	
-0.794079	0.495099	4450	
-0.792858	0.496733	4450	
-0.791650	0.498343	4450	
-0.790482	0.499847	4450	
-0.789372	0.501238	4450	
-0.788296	0.502576	4450	
-0.787216	0.503914	4450	
-0.785970	0.505531	4450	
-0.784913	0.506812	4450	
-0.783815	0.508007	4450	
-0.782854	0.509059	1608	
-0.782065	0.509863	1608	
-0.781237	0.510700	1608	
-0.780415	0.511550	1418	
-0.779655	0.512337	1418	
-0.778881	0.513129	1418	
-0.778027	0.514023	9058	
-0.777241	0.514832	9058	
-0.776506	0.515580	9058	
-0.775758	0.516375	9058	
-0.774936	0.517294	9058	
-0.774147	0.518199	9058	
-0.773389	0.519074	9058	
-0.772627	0.519934	9058	
-0.771885	0.520736	9058	
-0.771134	0.521542	9058	
-0.770434	0.522282	9058	
-0.769687	0.523168	9058	
-0.768947	0.524068	9058	
-0.768154	0.525067	9058	
-0.767414	0.525982	9058	
-0.766621	0.526998	9058	
-0.765829	0.528027	9058	
-0.765018	0.529081	9058	
-0.764241	0.530070	9058	
-0.763406	0.531084	9058	
-0.762517	0.532048	9058	
-0.761659	0.533034	9058	
-0.760793	0.534057	9058	
-0.759994	0.534997	9058	
-0.759216	0.535928	9338	
-0.758445	0.536869	9338	
-0.757681	0.537790	9338	
-0.756880	0.538719	9338	
-0.756089	0.539624	2798	
-0.755274	0.540567	2798	
-0.754436	0.541619	2798	
-0.753520	0.542828	2798	
-0.752600	0.544054	2798	
-0.751728	0.545173	2798	
-0.750918	0.546173	2798	
-0.750028	0.547280	2798	
-0.749122	0.548415	2798	
-0.748244	0.549513	2798	
-0.747372	0.550610	2798	
-0.746474	0.551745	2798	
-0.745584	0.552856	2798	
-0.744679	0.553969	2798	
-0.743860	0.554984	2798	
-0.743011	0.556020	2798	
-0.742110	0.557115	2798	
-0.741212	0.558205	2798	
-0.740282	0.559243	2798	
-0.739377	0.560251	2798	
-0.738489	0.561265	2798	
-0.737553	0.562327	2798	
-0.736622	0.563387	3669	
-0.735773	0.564366	3669	
-0.734947	0.565327	3669	
-0.734159	0.566237	3669	
-0.733308	0.567242	3669	
-0.732422	0.568270	5236	
-0.731520	0.569313	5236	
-0.730642	0.570311	5236	
-0.729740	0.571354	5236	
-0.728896	0.572324	5236	
-0.728097	0.573235	5236	
-0.727319	0.574117	5236	
-0.726714	0.574816	5236	
-0.725912	0.575732	5236	
-0.724998	0.576759	5236	
-0.724079	0.577787	5236	
-0.723145	0.578870	5236	
-0.722208	0.579951	5236	
-0.721296	0.581002	5236	
-0.720377	0.582057	5236	
-0.719458	0.583107	5236	
-0.718544	0.584146	5236	
-0.717672	0.585140	5236	
-0.716742	0.586084	5236	
-0.715805	0.587063	5236	
-0.714882	0.588037	5236	
-0.713964	0.589000	5236	
-0.713066	0.589956	8367	
-0.712174	0.590906	8367	
-0.711345	0.591816	8367	
-0.710477	0.592799	8367	
-0.709569	0.593810	8367	
-0.708666	0.594783	8367	
-0.707789	0.595768	8367	
-0.706943	0.596728	8367	
-0.706144	0.597624	9318	
-0.705342	0.598514	9318	
-0.704544	0.599389	9318	
-0.703695	0.600305	9318	
-0.702836	0.601221	9318	
-0.701981	0.602123	9318	
-0.701135	0.603006	9318	
-0.700342	0.603834	9318	
-0.699556	0.604652	9318	
-0.698777	0.605460	9318	
-0.697955	0.606312	9318	
-0.697119	0.607172	9318	
-0.696287	0.608024	9318	
-0.695464	0.608862	9318	
-0.694639	0.609698	9318	
-0.693830	0.610512	9318	
-0.693071	0.611269	9318	
-0.692357	0.611965	9318	
-0.691629	0.612668	9318	
-0.690878	0.613394	9318	
-0.690078	0.614169	9318	
-0.689268	0.614952	9318	
-0.688458	0.615736	10214	
-0.687654	0.616513	10214	
-0.686854	0.617284	10214	
-0.686053	0.618054	10214	
-0.685296	0.618778	10214	
-0.684550	0.619491	10214	
-0.683809	0.620198	10214	
-0.683035	0.620945	10214	
-0.682215	0.621749	10214	
-0.681442	0.622497	10214	
-0.680658	0.623258	10214	
-0.679887	0.624004	9934	
-0.679129	0.624737	9934	
-0.678378	0.625464	9934	
-0.677633	0.626185	9934	
-0.676893	0.626901	9934	
-0.676161	0.627612	9934	
-0.675446	0.628313	9934	
-0.674739	0.629006	9934	
-0.674040	0.629690	9934	
-0.673348	0.630365	9934	
-0.672662	0.631032	9934	
-0.671983	0.631690	9934	
-0.671311	0.632339	9934	
-0.670648	0.632963	9934	
-0.669990	0.633578	9934	
-0.669337	0.634183	9934	
-0.668690	0.634778	9934	
-0.668048	0.635364	9934	
-0.667411	0.635941	9934	
-0.666779	0.636510	9934	
-0.666152	0.637069	9934	
-0.665531	0.637619	9934	
-0.664914	0.638160	9934	
-0.664303	0.638693	9934	
-0.663697	0.639217	9934	
-0.663096	0.639731	9934	
-0.662515	0.640206	9934	
-0.661928	0.640694	9934	
-0.661353	0.640930	9934	
-0.660771	0.641311	9934	
-0.660241	0.641792	9934	
-0.659693	0.642260	9934	
-0.659115	0.642724	9940	
-0.658542	0.643196	6702	
-0.657973	0.643670	6541	
-0.657404	0.644136	6541	
-0.656842	0.644596	6541	
-0.656285	0.645049	6541	
-0.655734	0.645495	6541	
-0.655189	0.645935	6541	
-0.654649	0.646369	6541	
-0.654114	0.646797	6541	
-0.653584	0.647218	6541	
-0.653059	0.647634	6541	
-0.652538	0.648043	6541	
-0.652021	0.648446	6541	
-0.651509	0.648844	6541	
-0.651002	0.649235	6541	
-0.650499	0.649621	6541	
-0.650000	0.650000	6541	
