time = 3.0002	Re = 25	rotation = 7.50309e-05
-0.171661	0.821413	4614	
-0.172696	0.821266	4614	
-0.172823	0.821271	4614	
-0.171887	0.821377	4614	
-0.179998	0.820309	5227	
-0.181711	0.820033	5227	
-0.182918	0.819943	5227	
-0.200307	0.815717	4658	
-0.207212	0.814040	4658	
-0.215330	0.811499	4658	
-0.235620	0.804081	3745	
-0.249993	0.798274	3745	
-0.283808	0.781627	4230	
-0.303679	0.769977	3654	
-0.303439	0.770134	3654	
-0.344487	0.739378	7573	
-0.363374	0.720004	6305	
-0.366634	0.716147	6305	
-0.360521	0.720042	6305	
-0.338874	0.734200	7573	
-0.302993	0.752763	1904	
-0.231505	0.770182	2354	
-0.178975	0.780797	3805	
-0.024324	0.790680	2877	
0.198729	0.693931	5894	
0.082778	0.506225	2956	
-0.470617	0.379453	3371	
-0.611471	0.353285	5105	
-0.727922	0.313878	7582	
-0.781115	0.292085	2095	
-0.793804	0.287432	2187	
-0.843750	0.280382	4608	
-0.850141	0.283218	4608	
-0.859518	0.290226	7523	
-0.862385	0.302200	7615	
-0.865490	0.331972	10089	
-0.863918	0.349767	10089	
-0.857108	0.385749	10151	
-0.841643	0.434611	9034	
-0.828470	0.465806	9667	
-0.791216	0.532489	9085	
-0.752666	0.591521	5199	
-0.713726	0.641963	8353	
-0.629484	0.729915	1213	
-0.471199	0.843943	7941	
-0.309210	0.918603	945	
-0.178311	0.953347	7398	
-0.057511	0.968252	1965	
0.133118	0.960588	4352	
0.227945	0.941947	8387	
0.338825	0.906650	5664	
0.418511	0.870655	5590	
0.495569	0.828329	9948	
0.531258	0.804822	948	
0.586337	0.764409	2584	
0.629107	0.727877	1338	
0.684328	0.674138	552	
0.724768	0.629410	9639	
0.764739	0.579307	2202	
0.785649	0.550133	2036	
0.814700	0.504033	1159	
0.818656	0.497919	471	
0.825321	0.486356	471	
0.822300	0.491436	471	
0.814057	0.504499	1159	
0.811742	0.508079	1159	
0.799110	0.528274	8153	
0.743224	0.606366	8034	
0.698170	0.657833	8916	
0.562197	0.781773	9154	
0.475786	0.838805	9087	
0.300537	0.919479	9507	
0.019470	0.968843	5858	
-0.349305	0.901863	1033	
-0.691489	0.664158	783	
-0.831548	0.448796	7589	
-0.848522	0.305724	6163	
0.144256	0.739021	7278	
-0.409323	0.660045	6190	
-0.158082	0.830369	5206	
0.112502	0.793840	368	
0.376462	0.550860	411	
-0.085973	0.092642	555	
0.243263	-0.845513	7153	
0.373836	-0.774242	5450	
-0.421395	-0.260186	6955	
0.609185	0.465176	5571	
0.840238	0.154795	898	
-0.457210	0.416491	7765	
-0.182816	0.938692	10209	
0.412387	0.790037	7674	
0.621455	0.625760	5090	
0.841576	0.287182	989	
0.386458	-0.246645	5600	
0.279016	-0.311100	553	
0.319551	-0.289176	6435	
-0.173713	-0.477469	3910	
0.637137	-0.168017	8003	
-0.255763	-0.436430	5476	
-0.228789	-0.301506	7955	
-0.129842	-0.221201	6522	
-0.050855	-0.189871	992	
0.073750	-0.190353	1378	
0.335943	-0.107554	3012	
0.758566	0.380875	7150	
0.625152	0.599556	5053	
0.679122	0.544464	6526	
0.770205	0.404399	8017	
0.789087	0.371036	7113	
0.793841	0.362481	7113	
0.794077	0.361475	7113	
0.835959	0.279463	767	
0.546564	-0.084026	3359	
0.380608	-0.195406	1009	
0.305800	-0.245678	4265	
0.244366	-0.265572	7556	
0.375118	-0.165487	5168	
0.778519	0.201098	4286	
-0.595643	-0.030667	2215	
-0.343013	0.179132	3572	
-0.399315	-0.033717	9284	
-0.821513	0.052278	8891	
-0.486658	-0.061380	754	
-0.211532	-0.104658	9680	
0.331992	-0.600311	6480	
0.316372	-0.864859	8799	
-0.209334	0.072851	7539	
-0.315134	-0.828820	6884	
0.006843	-0.957186	5838	
-0.073544	-0.863605	4789	
-0.409623	-0.571106	7484	
-0.357747	-0.320083	6684	
-0.181310	-0.190826	4576	
0.089631	-0.066737	1890	
0.121311	0.015955	1883	
0.124345	0.020052	619	
0.124829	0.018171	1883	
0.124365	0.011820	1883	
0.123150	0.001912	8298	
0.119626	-0.019995	6917	
0.087707	-0.070903	2024	
-0.103191	-0.153152	2666	
-0.195052	-0.204152	3593	
-0.299052	-0.280151	5434	
-0.334859	-0.309483	3482	
-0.368575	-0.346897	6689	
-0.387586	-0.382139	7525	
-0.398483	-0.419892	6712	
-0.404163	-0.456671	7367	
-0.406404	-0.505019	3311	
-0.401362	-0.549563	5371	
-0.382157	-0.609738	6028	
-0.352143	-0.657478	7107	
-0.287792	-0.720566	2483	
-0.212614	-0.766923	4052	
-0.128726	-0.800783	6160	
-0.018713	-0.826561	6121	
0.022094	-0.837795	4634	
-0.002770	-0.849927	6974	
-0.049783	-0.856477	5906	
-0.021158	-0.862191	7202	
0.162906	-0.842756	6626	
0.332600	-0.766625	4001	
0.412349	-0.693284	3247	
0.445284	-0.624993	7991	
0.431417	-0.570157	4940	
0.392205	-0.543913	9729	
0.348909	-0.534607	7401	
0.322651	-0.534658	6079	
0.333457	-0.544515	7453	
0.398389	-0.585613	4497	
0.366398	-0.701364	6102	
0.186754	-0.775968	2721	
-0.214148	-0.649549	4363	
0.020079	-0.470297	1702	
0.362549	-0.397289	5471	
